video_id,video_title,description,channel_id,channel_name,channel_subscriber_count,channel_video_count,published_at,duration_sec,video_format,view_count,like_count,comment_count,video_url,matched_perf_id,matched_title,matched_genre,season_match,substring_hit,quote_hit,venue_match,date_match
3xSOdXfk1s8,250809 뮤지컬 6시퇴근 충주 밤공 커튼콜 :: 6시퇴근 - 김찰리 (F),뮤지컬 #김찰리 #6시퇴근.,UCqrpJranj2B2kuCBG24EK6Q,찰리찰나(연뮤찰나),58,180,2025-08-10T16:01:49Z,147,general,90,3,0,https://www.youtube.com/watch?v=3xSOdXfk1s8,PF270087,6시 퇴근 [충주],뮤지컬,other_season,True,False,False,True
iPLPHoZRYGg,250809 뮤지컬 6시퇴근 충주 밤공 커튼콜 :: 나의이름 - 김찰리 (F),뮤지컬 #김찰리 #6시퇴근.,UCqrpJranj2B2kuCBG24EK6Q,찰리찰나(연뮤찰나),58,180,2025-08-10T16:01:56Z,192,general,122,2,0,https://www.youtube.com/watch?v=iPLPHoZRYGg,PF270087,6시 퇴근 [충주],뮤지컬,other_season,True,False,False,True
qXFORJdPdoY,국립극단 십이야 공연 마산3.15아트센터 20250801,,UC41LEiU2EFs6MN51O72Vg-A,배민수 ,1020,3406,2025-08-01T13:27:16Z,193,general,25,0,0,https://www.youtube.com/watch?v=qXFORJdPdoY,PF266809,"국립극단, 십이야 [창원]",연극,current_season,True,False,True,True
3qGzQDc7xXc,국립극단 십이야 공연 마산 3.15아트센터 20250801,,UC41LEiU2EFs6MN51O72Vg-A,배민수 ,1020,3406,2025-08-01T13:47:59Z,181,general,432,0,0,https://www.youtube.com/watch?v=3qGzQDc7xXc,PF266809,"국립극단, 십이야 [창원]",연극,current_season,True,False,True,True
D6zH72uvQS8,국립극단 십이야 공연 마산3.15아트센터 20250801,,UC41LEiU2EFs6MN51O72Vg-A,배민수 ,1020,3406,2025-08-01T13:37:13Z,58,shorts,225,0,0,https://www.youtube.com/watch?v=D6zH72uvQS8,PF266809,"국립극단, 십이야 [창원]",연극,current_season,True,False,True,True
Ajwqgief740,국립극단 십이야 공연 마산3.15아트센터 20250801..,,UC41LEiU2EFs6MN51O72Vg-A,배민수 ,1020,3406,2025-08-01T13:40:30Z,59,shorts,915,1,0,https://www.youtube.com/watch?v=Ajwqgief740,PF266809,"국립극단, 십이야 [창원]",연극,current_season,True,False,True,True
1yn2Sjy5zSE,국립극단 십이야 공연 마산 3.15아트센터 20250801,,UC41LEiU2EFs6MN51O72Vg-A,배민수 ,1020,3406,2025-08-01T13:44:14Z,60,shorts,689,1,0,https://www.youtube.com/watch?v=1yn2Sjy5zSE,PF266809,"국립극단, 십이야 [창원]",연극,current_season,True,False,True,True
GZLY6AMfMu8,[국립합창단] 못잊어 | 국립극장 레퍼토리시즌 | 한국 가곡의 모든 것ㅣNever Forget : Korean Art Song by #NCK (2024.05.10),"[국립합창단] 못잊어 (작곡 조혜영, 작시 김소월) 국립극장 레퍼토리시즌 | 한국 가곡의 모든 것 ""한국인이 사랑한 우리 가곡, 우리 노래"" ...",UCPt2iPR8bH27BlXTY2g_D3w,국립합창단 l The National Chorus of Korea,9830,323,2025-05-29T08:31:11Z,342,general,4952,100,0,https://www.youtube.com/watch?v=GZLY6AMfMu8,PF230610,"국립합창단, 한국 가곡의 모든 것",서양음악(클래식),unknown,True,False,True,False
gme3FDCxWFY,[국립합창단] 첫사랑ㅣ국립극장 레퍼토리시즌ㅣ한국 가곡의 모든 것ㅣFirst Love : Korean Art Song by #NCK (2024.05.10),"[국립합창단] 첫사랑 (작곡·작사 김효근, 편곡 김민아, 이승훈) 국립극장 레퍼토리시즌 | 한국 가곡의 모든 것 ""한국인이 사랑한 우리 ...",UCPt2iPR8bH27BlXTY2g_D3w,국립합창단 l The National Chorus of Korea,9830,323,2025-05-21T07:26:51Z,256,general,4403,63,0,https://www.youtube.com/watch?v=gme3FDCxWFY,PF230610,"국립합창단, 한국 가곡의 모든 것",서양음악(클래식),unknown,True,False,True,False
8lUA0h5bYqs,정빈 단원이 추천하는 하반기 공연 PICK 🍂 #국립합창단 #한국가곡의모든것 #nck,"정빈 단원이 추천하는 하반기 공연 PICK 공연도 보고, 단풍도 보고! 완벽한 하루를 만드는 법? 정답: 빼빼로데이엔 국립합창단과 ...",UCPt2iPR8bH27BlXTY2g_D3w,국립합창단 l The National Chorus of Korea,9830,323,2025-10-30T04:45:29Z,44,shorts,608,9,0,https://www.youtube.com/watch?v=8lUA0h5bYqs,PF269599,"국립합창단, 한국 가곡의 모든 것",서양음악(클래식),other_season,True,False,False,True
