video_id,video_title,description,channel_id,channel_name,channel_subscriber_count,channel_video_count,published_at,duration_sec,video_format,view_count,like_count,comment_count,video_url,matched_perf_id,matched_title,matched_genre,season_match,substring_hit,quote_hit,venue_match,date_match
qAsPSzunE-g,열린 객석 &#39;십이야&#39;｜하이라이트,"사랑 찬가의 대가, 작가 셰익스피어 그리고 통찰력 있는 한국적 해학, 연출 임도완 가까이서 봐도 멀리서 봐도 희극입니데이〰 #흥_ ...",UC-2Nn7WrZJkx1m-g_Y0Gf2Q,국립극단,24700,811,2025-06-20T05:00:59Z,36,shorts,3989,78,3,https://www.youtube.com/watch?v=qAsPSzunE-g,PF264966,"국립극단, 십이야",연극,current_season,True,False,False,True
crLw9yObwuw,😉 인물들의 속마음 챌린지｜열린 객석 &#39;십이야&#39;,"볕 좋은 날, '십이야' 인물들의 속마음   모르는 척 속아주세요! #속마음_챌린지_십이야도_들킨_속마음 #나같경_정말_궁금해서_ ...",UC-2Nn7WrZJkx1m-g_Y0Gf2Q,국립극단,24700,811,2025-05-20T05:00:42Z,11,shorts,4417,37,0,https://www.youtube.com/watch?v=crLw9yObwuw,PF264966,"국립극단, 십이야",연극,other_season,True,True,False,True
8EFprgj1k3E,🎭 열린 객석 ‘십이야’｜티저 영상,"동서고금을 막론하고, 러브스토리는 우여곡절 끝에 이루어져야 재미있는 법! COMING SOON - 열린 객석 '십이야' 원작 윌리엄 ...",UC-2Nn7WrZJkx1m-g_Y0Gf2Q,국립극단,24700,811,2025-05-07T02:00:07Z,16,shorts,3234,31,2,https://www.youtube.com/watch?v=8EFprgj1k3E,PF264966,"국립극단, 십이야",연극,other_season,True,True,False,True
csJsF9TGgw8,"연극 십이야(20250703 국립극단 명동예술극장) 커튼콜(구본혁, 백승연, 강해진, 김현민, 성원, 박경주)",오사룡역 : 구본혁 서린아씨역 : 백승연 신애/만득역 : 강해진 미언역 : 김현민 마름역 : 성원 북쇠역 : 박경주.,UCPfSMfU3BqoeVELrn0umjcA,두자리,47,288,2025-07-03T05:29:57Z,174,general,216,3,0,https://www.youtube.com/watch?v=csJsF9TGgw8,PF264966,"국립극단, 십이야",연극,current_season,True,False,True,True
w1KRLsOQaLU,2024 국립극단 × 대전예술의전당 공동제작 연극 〈십이야〉 연습현장🎥,D-8 ✨ 얼마남지 않은 연극 [십이야] 미리 연습현장을 만나볼까요? 공연 정보 • 날짜: 2024년 12월 21일(토) ~ 27일(금) (월요일 공연 ...,UCmptozukZlJ5sLqyBbc24jA,대전예술의전당,3210,307,2024-12-12T07:32:04Z,122,general,1341,15,0,https://www.youtube.com/watch?v=w1KRLsOQaLU,PF264966,"국립극단, 십이야",연극,unknown,True,True,True,False
qDbZGVGNJ7s,👻 &#39;십이야&#39;에서 가장 기묘한 인물은?｜열린 객석 ‘십이야’,명동예술극장 분장실에 찾아온 온라인 채널 담당자 : 그냥.. 분장 전후 갭이 재밌어서요.. '십이야'에서 가장 기묘한 인물은?,UC-2Nn7WrZJkx1m-g_Y0Gf2Q,국립극단,24700,811,2025-06-24T05:00:56Z,21,shorts,4004,39,0,https://www.youtube.com/watch?v=qDbZGVGNJ7s,PF264966,"국립극단, 십이야",연극,current_season,True,True,False,True
C_PqPC2YwtE,2024 국립극단 × 대전예술의전당 공동제작 연극 〈십이야〉 🎭 Episode3,"Episode 2-3: 얽히고설킨 사랑오사룡, 같은 마을 양반 아씨 서린을 짝사랑하며 자신의 마음을 전하려 한다.사랑의 전령으로 나선 ...",UCmptozukZlJ5sLqyBbc24jA,대전예술의전당,3210,307,2024-12-16T02:06:02Z,112,general,1067,18,0,https://www.youtube.com/watch?v=C_PqPC2YwtE,PF264966,"국립극단, 십이야",연극,unknown,True,True,True,False
5roOUBeB76k,250628 국립극단 십이야 커튼콜: 구본혁 강해진 백승연 성연 정다연,국립극단 #명동예술극장 #십이야 #연극 #커튼콜 너무 재밌음 ㅠㅠㅡㅜㅠㅠㅜㅡㅠㅠㅠㅡㅜ.,UCsd-8m61G3P5MuCo49l84TA,Da ramzii,1970,1188,2025-06-28T08:44:17Z,137,general,288,5,0,https://www.youtube.com/watch?v=5roOUBeB76k,PF264966,"국립극단, 십이야",연극,current_season,True,False,True,True
pHSQWaKKvH8,2024 국립극단 × 대전예술의전당 공동제작 연극 〈십이야〉 🎭 Episode6,"2024 국립극단 × 대전예술의전당 공동제작 연극 〈십이야〉 Episode 5-6: 혼란의 농머리 해안한편, 바다에서 잃어버린 쌍둥이 ...",UCmptozukZlJ5sLqyBbc24jA,대전예술의전당,3210,307,2024-12-18T02:12:08Z,64,general,752,4,0,https://www.youtube.com/watch?v=pHSQWaKKvH8,PF264966,"국립극단, 십이야",연극,unknown,True,True,True,False
3qGzQDc7xXc,국립극단 십이야 공연 마산 3.15아트센터 20250801,,UC41LEiU2EFs6MN51O72Vg-A,배민수 ,1020,3406,2025-08-01T13:47:59Z,181,general,432,0,0,https://www.youtube.com/watch?v=3qGzQDc7xXc,PF267187,"국립극단, 십이야 [부산]",연극,other_season,True,False,False,True
