video_id,video_title,description,channel_id,channel_name,channel_subscriber_count,channel_video_count,published_at,duration_sec,video_format,view_count,like_count,comment_count,video_url,matched_perf_id,matched_title,matched_genre,season_match,substring_hit,quote_hit,venue_match,date_match
JKP_Uiy1IfU,[대학생 서포터즈] 국립광주박물관 x 광주시립창극단 &#39;판소리 감상회&#39; 👏,국립광주박물관 과 #광주시립창극단 이 함께하는 '판소리 감상회'를 대학생 서포터즈 13기 고해인 친구가 소개합니다 앞으로 두 ...,UCyZbaQ52Gh8SBr6GDdYx-Bw,국립광주박물관 Gwangju National Museum,2380,317,2023-05-11T07:17:32Z,164,general,131,3,1,https://www.youtube.com/watch?v=JKP_Uiy1IfU,PF265782,"광주시립창극단, 판소리 감상회",한국음악(국악),unknown,True,True,True,False
JgKb51NloDw,광주시립창극단 2025특별기획공연 &quot;판소리감상회&quot; [광주예술의전당][시민기자단 3기],광주예술의전당 시민기자단 3기 천용일 #광주예술의전당 #광주시립창극단 #특별기획공연 #판소리 #적벽가 #심청가 #수궁가 #국악 ...,UC02x5SS_0-45ZZ13ROGsdtQ,광주예술의전당 Gwangju Arts Center,4420,787,2025-05-12T02:02:21Z,211,general,298,9,0,https://www.youtube.com/watch?v=JgKb51NloDw,PF265782,"광주시립창극단, 판소리 감상회",한국음악(국악),other_season,True,False,True,True
ZWnCnvXTLak,광주시립창극단 2025 특별기획공연 &quot;판소리감상회&quot;,광주예술의전당#판소리#판소리감상회#광주시립창극단#심청가#적벽가#수궁가#광주예술의전당공연#소리꾼#고수#광주예술의 ...,UCkgvH5agclgtnk5Nb1WLqrQ,찍꼬 찍꼬,217,181,2025-05-07T08:06:41Z,211,general,218,2,0,https://www.youtube.com/watch?v=ZWnCnvXTLak,PF265782,"광주시립창극단, 판소리 감상회",한국음악(국악),other_season,True,False,True,True
RhCXrrOmgpY,240710 토선생용궁가다 @음성 커튼콜 #소리꾼김준수,,UCxanIX3psX1tDT6ny96yLsw,크림맘,9730,405,2025-05-26T14:47:42Z,15,shorts,53792,1091,25,https://www.youtube.com/watch?v=RhCXrrOmgpY,PF266164,"국립창극단, 토선생, 용궁가다 [용인]",한국음악(국악),other_season,True,False,False,True
yqVRfAbLQSQ,토선생 용궁가다 커튼콜,2025문화가 있는날 토선생용궁가다 제주 김정문화회관 창극콘서트 커튼콜 #소리꾼김준수 #국립창극단 #국립국악원 #토선생 용궁 ...,UCQzK-HAQY9czF-qtS_T1alw,o o o,938,32,2025-05-02T00:01:01Z,48,shorts,2336,110,27,https://www.youtube.com/watch?v=yqVRfAbLQSQ,PF266164,"국립창극단, 토선생, 용궁가다 [용인]",한국음악(국악),other_season,True,False,False,True
jPSfbkXpVMU,"NTOK 청년기자단_ 국립창극단〈토선생, 용궁가다〉공연을 가다!","여러분 안녕하세요! 제가 이번에 소개해 드릴 공연은 국립창극단의〈토선생, 용궁가다〉 입니다. 판소리 '수궁가'를 현대적으로 풀어낸 ...",UCmJNZllnCMrSd4ol2o2WR8A,유기자차 선크림🎤,3,8,2025-10-10T06:31:28Z,288,general,113,3,0,https://www.youtube.com/watch?v=jPSfbkXpVMU,PF269537,"국립창극단, 토선생, 용궁가다",한국음악(국악),other_season,True,False,False,True
spL-hcENlS4,240713 토선생 용궁가다 김포 커튼콜 (김준수 focus),2024.07.13 국립창극단 토선생 용궁가다 김포아트홀 커튼콜 토끼役 김준수 F.,UCPJX0THyRJoY7X92flL5BRg,dosae,3380,210,2024-07-15T03:33:25Z,82,general,434,,7,https://www.youtube.com/watch?v=spL-hcENlS4,PF243712,"국립창극단, 토선생 용궁가다 [음성]",한국음악(국악),other_season,True,False,False,True
TM_8_wRpwHA,240713 토선생 용궁가다 김포 앵콜 진도아리랑 (김준수 focus),2024.07.13 국립창극단 토선생 용궁가다 김포아트홀 앵콜곡 진도아리랑 토끼役 김준수 F.,UCPJX0THyRJoY7X92flL5BRg,dosae,3380,210,2024-07-15T03:35:09Z,106,general,1466,,11,https://www.youtube.com/watch?v=TM_8_wRpwHA,PF243712,"국립창극단, 토선생 용궁가다 [음성]",한국음악(국악),other_season,True,False,False,True
GfIXpeXaOB0,20240713 소리꾼김준수 - 창극콘서트 토선생 용궁가다 김포 커튼콜 인사 &amp; 앵콜 진도아리랑 in 김포아트홀,떼창소리 매우큼 주의.,UCwhk8iii5BOHMVz3eLcIY0A,시나브로,15900,367,2024-07-21T23:40:41Z,203,general,1638,93,8,https://www.youtube.com/watch?v=GfIXpeXaOB0,PF243712,"국립창극단, 토선생 용궁가다 [음성]",한국음악(국악),other_season,True,False,False,True
OViDaDjmi7k,250430 #토선생용궁가다 커튼콜 #소리꾼김준수 #소리꾼유태평양 #소리꾼이광복 #청년단원 #국립창극단,,UCxanIX3psX1tDT6ny96yLsw,크림맘,9730,405,2025-05-01T01:57:10Z,47,shorts,10996,591,29,https://www.youtube.com/watch?v=OViDaDjmi7k,PF266164,"국립창극단, 토선생, 용궁가다 [용인]",한국음악(국악),other_season,True,False,False,True
IH6bZmx4eHc,240713#토선생용궁가다 @김포아트홀#창극콘서트 #국립창극단 #소리꾼김준수 #소리꾼유태평양 #소리꾼이광복,,UCxanIX3psX1tDT6ny96yLsw,크림맘,9730,405,2025-05-31T02:16:31Z,68,general,493,24,1,https://www.youtube.com/watch?v=IH6bZmx4eHc,PF266164,"국립창극단, 토선생, 용궁가다 [용인]",한국음악(국악),other_season,True,False,False,True
FsLyVVS3xps,20241227 소리꾼김준수 - 창극콘서트 토선생 용궁가다 커튼콜 인사 in 송년음악회 어질더질 (국립극장 달오름극장),,UCwhk8iii5BOHMVz3eLcIY0A,시나브로,15900,367,2024-12-28T02:54:12Z,60,shorts,64140,3562,66,https://www.youtube.com/watch?v=FsLyVVS3xps,PF269537,"국립창극단, 토선생, 용궁가다",한국음악(국악),unknown,True,False,True,False
8SNVDDmnBtE,250501 #토선생용궁가다 @제주 막공 커튼콜 &amp; 앵콜 제주민요 너영나영 #소리꾼김준수 #소리꾼유태평양 #소리꾼이광복 #국립창극단,,UCxanIX3psX1tDT6ny96yLsw,크림맘,9730,405,2025-05-01T12:47:17Z,147,general,10059,591,31,https://www.youtube.com/watch?v=8SNVDDmnBtE,PF266164,"국립창극단, 토선생, 용궁가다 [용인]",한국음악(국악),other_season,True,False,False,True
1eHFZwvjOqU,20240710 소리꾼김준수 - 창극콘서트 토선생 용궁가다 음성 커튼콜 인사 &amp; 앵콜 진도아리랑 in 음성문화예술회관,떼창소리 엄청큼 주의!!!!!,UCwhk8iii5BOHMVz3eLcIY0A,시나브로,15900,367,2024-07-19T15:07:19Z,259,general,2024,100,8,https://www.youtube.com/watch?v=1eHFZwvjOqU,PF243712,"국립창극단, 토선생 용궁가다 [음성]",한국음악(국악),other_season,True,False,True,True
