video_id,video_title,description,channel_id,channel_name,channel_subscriber_count,channel_video_count,published_at,duration_sec,video_format,view_count,like_count,comment_count,video_url,matched_perf_id,matched_title,matched_genre,season_match,substring_hit,quote_hit,venue_match,date_match
nrHFLC8lrYc,"꿈속에서 본 듯한 현묘한 아름다움, 한 폭의 그림 되어 펼쳐지다 | 국립무용단 ‘몽유도원무’","조선시대 화가 안견의 '몽유도원도'가 춤으로 그려낸 한 편의 수묵화, '몽유도원무'로 새롭게 탄생한다. 안무가 차진엽은 그림 속 '굽이 ...",UCJ55axexMkXqp1Fgwvmdsgg,국립극장 National Theater of Korea,37800,1221,2024-06-20T09:28:46Z,48,shorts,46392,1411,23,https://www.youtube.com/watch?v=nrHFLC8lrYc,PF230515,"국립무용단, 몽유도원무",무용(서양/한국무용),other_season,True,True,False,True
fPu_OYbCbmM,260424 궁중문화축전 국립무용단 - 몽유도원무,,UCay9alnpWjPQ1eWke_XQS3w,보물찾기,939,320,2026-04-27T21:02:39Z,348,general,296,7,0,https://www.youtube.com/watch?v=fPu_OYbCbmM,PF287957,"국립무용단, 몽유도원무 [속초]",무용(서양/한국무용),other_season,True,False,False,True
gi-kD-lzLYQ,260528 국립무용단 몽유도원무 오픈리허설+관객과의 대화,,UCay9alnpWjPQ1eWke_XQS3w,보물찾기,939,320,2026-06-16T08:03:19Z,3084,general,455,8,0,https://www.youtube.com/watch?v=gi-kD-lzLYQ,PF287957,"국립무용단, 몽유도원무 [속초]",무용(서양/한국무용),other_season,True,False,False,True
fdHbejuCRj4,#국립무용단 #몽유도원무,국립무용단 | 몽유도원무 꿈속에서 본 듯한 현묘한 아름다움 한 폭의 그림되어 펼쳐지다 국립무용단 '몽유도원무' 2026.6.12.(금)-6.14.,UCJ55axexMkXqp1Fgwvmdsgg,국립극장 National Theater of Korea,37800,1221,2026-06-14T06:50:36Z,18,shorts,2242,55,1,https://www.youtube.com/watch?v=fdHbejuCRj4,PF287957,"국립무용단, 몽유도원무 [속초]",무용(서양/한국무용),other_season,True,True,False,True
wUfoYrWsH3A,"꿈속에서 본 듯한 현묘한 아름다움, 한 폭의 그림 되어 펼쳐지다 | 국립무용단 ‘몽유도원무’","조선시대 화가 안견의 '몽유도원도'가 춤으로 그려낸 한 편의 수묵화, '몽유도원무'로 새롭게 탄생한다. 안무가 차진엽은 그림 속 '굽이 ...",UCJ55axexMkXqp1Fgwvmdsgg,국립극장 National Theater of Korea,37800,1221,2024-05-22T07:50:22Z,21,shorts,3490,55,3,https://www.youtube.com/watch?v=wUfoYrWsH3A,PF230515,"국립무용단, 몽유도원무",무용(서양/한국무용),other_season,True,True,False,True
q36UkrXWuyY,[4K] 260424 봄 궁중문화축전 개막제 1막 꿈 속의 궁 - 국립무용단 몽유도원무,국립무용단 #한국무용 #몽유도원무 #경복궁 #궁중문화축전 #koreandance.,UCNOOPn8wgKaIgMmVzIeUEZg,ZZ,321,204,2026-04-26T01:09:57Z,251,general,311,9,1,https://www.youtube.com/watch?v=q36UkrXWuyY,PF287957,"국립무용단, 몽유도원무 [속초]",무용(서양/한국무용),other_season,True,False,False,True
Y5E47Linj1U,260404 국립무용단 몽유도원무 커튼콜,,UCay9alnpWjPQ1eWke_XQS3w,보물찾기,939,320,2026-04-05T04:31:58Z,134,general,331,4,0,https://www.youtube.com/watch?v=Y5E47Linj1U,PF285991,"국립무용단, 몽유도원무 [광주]",무용(서양/한국무용),other_season,True,False,False,True
V5cgKrTlW0U,[4K] 260613 국립무용단 몽유도원무 2회차 커튼콜,,UCNOOPn8wgKaIgMmVzIeUEZg,ZZ,321,204,2026-06-13T13:35:09Z,134,general,85,2,0,https://www.youtube.com/watch?v=V5cgKrTlW0U,PF287957,"국립무용단, 몽유도원무 [속초]",무용(서양/한국무용),other_season,True,False,False,True
p9CpOsuk5YA,#국립무용단 #몽유도원무,한 폭의 수묵화처럼 춤으로 피워낸 상상의 낙원 안무·연출 #차진엽 국립무용단 '몽유도원무' 2026.6.12.(금)-6.14.(일) 국립극장 달오름.,UCJ55axexMkXqp1Fgwvmdsgg,국립극장 National Theater of Korea,37800,1221,2026-06-09T01:57:30Z,19,shorts,343,19,0,https://www.youtube.com/watch?v=p9CpOsuk5YA,PF287957,"국립무용단, 몽유도원무 [속초]",무용(서양/한국무용),other_season,True,True,False,True
SN_GB1oBbM0,ACC 공연-국립무용단 &#39;몽유도원무&#39;,"ACC 협력기획공연 4월, 광주에서 만나는 국립무용단의 대표작 찾아가는 국립극장 선정작, 국립무용단 몽유도원무가 4월 광주를 ...",UCPJ3MNepiRn7UnKL37UMdYA,국립아시아문화전당재단,1480,173,2026-03-19T04:21:34Z,16,shorts,194,1,0,https://www.youtube.com/watch?v=SN_GB1oBbM0,PF285991,"국립무용단, 몽유도원무 [광주]",무용(서양/한국무용),other_season,True,False,False,True
9uZ3rBVqf5Y,[4k] 260613 박준우 focus 커튼콜 CAM @ 국립무용단 &#39;몽유도원무&#39; 15:00,박준우.,UC9SNjjHU7L_IXAiwhHrG20g,Last Shot𖤐,163,62,2026-06-13T12:21:49Z,154,general,139,5,0,https://www.youtube.com/watch?v=9uZ3rBVqf5Y,PF287957,"국립무용단, 몽유도원무 [속초]",무용(서양/한국무용),other_season,True,False,False,True
ENL3Wwt-gMs,[4K] 260403 국립무용단 몽유도원무 (광주) 커튼콜,,UCNOOPn8wgKaIgMmVzIeUEZg,ZZ,321,204,2026-04-04T13:28:52Z,110,general,182,8,0,https://www.youtube.com/watch?v=ENL3Wwt-gMs,PF285991,"국립무용단, 몽유도원무 [광주]",무용(서양/한국무용),other_season,True,False,False,True
