video_id,video_title,description,channel_id,channel_name,channel_subscriber_count,channel_video_count,published_at,duration_sec,video_format,view_count,like_count,comment_count,video_url,matched_perf_id,matched_title,matched_genre,season_match,substring_hit,quote_hit,venue_match,date_match
zjfgDlG7JJ0,250511 경기도극단 [ 단명소녀 투쟁기 ] 수원 경기아트센터 #앵콜 #커튼콜,20250511 #경기도극단 #단명소녀 투쟁기 #수원 #경기아트센터 #앵콜 #커튼콜.,UCDrkdEmieeWoHEY4IIodlXw,수원예술공연,18000,5737,2025-05-12T02:31:29Z,72,general,39,0,0,https://www.youtube.com/watch?v=zjfgDlG7JJ0,PF261729,단명소녀 투쟁기 [수원],연극,other_season,True,False,False,True
A8WnGs-VMio,[경기도극단] 단명소녀 투쟁기 스팟영상,"연극 '단명소녀 투쟁기' “너는 스무살이 되기 전에 죽는다!” 죽음을 피하기 위한 여정에 나선 19살 소녀, 구수정 슬프지만 아름답고, ...",UC0p33ZnRkC4p0jiPJajQZkw,꺅! tv 경기아트센터,23200,1220,2025-04-11T01:00:09Z,66,general,339,6,1,https://www.youtube.com/watch?v=A8WnGs-VMio,PF261729,단명소녀 투쟁기 [수원],연극,other_season,True,True,False,True
9bMqEVLDtgo,[경기도극단] 단명소녀 투쟁기,"연극 단명소녀 투쟁기 “너는 스무살이 되기 전에 죽는다!” 죽음을 피하기 위한 여정에 나선 19살 소녀, 구수정 슬프지만 아름답고, ...",UC0p33ZnRkC4p0jiPJajQZkw,꺅! tv 경기아트센터,23200,1220,2025-04-10T04:57:10Z,16,shorts,349,4,0,https://www.youtube.com/watch?v=9bMqEVLDtgo,PF261729,단명소녀 투쟁기 [수원],연극,other_season,True,False,False,True
EgPbm6uFDqU,250511 #경기도극단 #단명소녀 투쟁기 #수원 #경기아트센터 #앵콜 #커튼콜,,UCDrkdEmieeWoHEY4IIodlXw,수원예술공연,18000,5737,2025-05-12T02:24:59Z,18,shorts,164,2,3,https://www.youtube.com/watch?v=EgPbm6uFDqU,PF261729,단명소녀 투쟁기 [수원],연극,other_season,True,False,False,True
usqbEnNjnlw,250511 #경기도극단 #단명소녀 투쟁기 #수원 #경기아트센터 #앵콜 #커튼콜,,UCDrkdEmieeWoHEY4IIodlXw,수원예술공연,18000,5737,2025-05-12T02:15:53Z,7,shorts,90,3,0,https://www.youtube.com/watch?v=usqbEnNjnlw,PF261729,단명소녀 투쟁기 [수원],연극,other_season,True,False,False,True
a20rsjRzPoM,250511 #경기도극단 #단명소녀 투쟁기 #수원 #경기아트센터 #앵콜 #커튼콜,,UCDrkdEmieeWoHEY4IIodlXw,수원예술공연,18000,5737,2025-05-12T02:16:54Z,5,shorts,118,2,0,https://www.youtube.com/watch?v=a20rsjRzPoM,PF261729,단명소녀 투쟁기 [수원],연극,other_season,True,False,False,True
ez7pU3b7H1A,250511 #경기도극단 #단명소녀 투쟁기 #수원 #경기아트센터 #앵콜 #커튼콜,,UCDrkdEmieeWoHEY4IIodlXw,수원예술공연,18000,5737,2025-05-12T02:12:31Z,7,shorts,58,2,0,https://www.youtube.com/watch?v=ez7pU3b7H1A,PF261729,단명소녀 투쟁기 [수원],연극,other_season,True,False,False,True
Azka2xNnw-o,250508 단명소녀투쟁기 (연주하옴브레김솔지),2025.05.08 경기도극단 레퍼토리시즌 〈단명소녀 투쟁기〉 - 수원 경기아트센터 소극장 연주하이은육세진장정선이진혁김지희 ...,UCUZUhFTsH-xtILu1lUPQ5Cg,S,567,1322,2025-05-10T15:19:54Z,63,general,19,1,1,https://www.youtube.com/watch?v=Azka2xNnw-o,PF261729,단명소녀 투쟁기 [수원],연극,current_season,True,True,False,True
V11hphsdWvo,250511 #경기도극단 #단명소녀 투쟁기 #수원 #경기아트센터 #앵콜 #커튼콜,,UCDrkdEmieeWoHEY4IIodlXw,수원예술공연,18000,5737,2025-05-12T02:21:35Z,34,shorts,109,3,0,https://www.youtube.com/watch?v=V11hphsdWvo,PF261729,단명소녀 투쟁기 [수원],연극,other_season,True,False,False,True
3ImC2d82ids,250511 #경기도극단 #단명소녀 투쟁기 #수원 #경기아트센터 #앵콜 #커튼콜,,UCDrkdEmieeWoHEY4IIodlXw,수원예술공연,18000,5737,2025-05-12T02:26:35Z,24,shorts,152,2,0,https://www.youtube.com/watch?v=3ImC2d82ids,PF261729,단명소녀 투쟁기 [수원],연극,other_season,True,False,False,True
