fcltynm,mt10id,mt13cnt,fcltychartr,sidonm,gugunnm,opende
리오아트 아뜰리에,FC004720,1,기타(비공연장),인천,연수구,
리우 쌀드꽁세흐,FC002681,1,민간(대학로 외),부산,금정구,
리조이스 스튜디오,FC003571,1,기타(비공연장),서울,강남구,
리츠프라자호텔 [군산],FC003866,2,민간(대학로 외),전북,군산시,
리코디아 아트홀,FC001717,1,민간(대학로 외),서울,서초구,2013
링크더스페이스(LINK THE SPACE),FC004779,2,민간(대학로),서울,종로구,
링크아트센터,FC003244,2,민간(대학로),서울,종로구,2022
링크아트센터드림,FC001528,4,민간(대학로),서울,종로구,2016
링크원스테이지(LINK ONE STAGE),FC004796,1,민간(대학로 외),서울,서대문구,
링크처치,FC004774,1,민간(대학로 외),경기,양주시,
마곡 NSP홀,FC004038,1,민간(대학로 외),서울,강서구,
마곡광장,FC004926,1,공공(기타),서울,강서구,
마그앤그래,FC003109,1,기타(비공연장),경기,수원시,
마로니에공원,FC001923,2,기타(비공연장),서울,종로구,1975
마로스튜디오,FC004012,1,기타(비공연장),제주,서귀포시,
마루아트센터,FC004197,1,기타(비공연장),서울,강남구,
마루아트센터 (인사동),FC004405,1,기타(비공연장),서울,종로구,
마루아트홀,FC001815,1,민간(대학로),서울,종로구,2018
마르떼,FC002282,1,민간(대학로 외),경남,김해시,
마리아칼라스홀,FC001571,1,민간(대학로 외),서울,강남구,2008
마리오 까르뜨니트 공장,FC004347,1,기타(비공연장),서울,금천구,
마법의정원 [창원],FC003818,1,민간(대학로 외),경남,창원시,
마법의정원 [화성],FC002927,1,민간(대학로 외),경기,화성시,
마산문화예술센터 시민극장,FC004219,1,민간(대학로 외),경남,창원시,2021
마산창동예술소극장 (폐관),FC002489,1,민간(대학로 외),경남,창원시,2009
마스커피랩 남포점,FC004843,1,기타(비공연장),부산,중구,
마스터피스,FC004590,1,기타(비공연장),부산,부산진구,
마스트 스튜디오,FC004927,1,민간(대학로 외),서울,성북구,
마우디 스튜디오,FC003544,1,기타(비공연장),서울,마포구,
마운드미디어 스튜디오,FC003576,1,기타(비공연장),서울,마포구,
마을극장 흰고무신,FC004045,1,공공(기타),서울,도봉구,
마을상점생활관,FC003975,1,기타(비공연장),경기,안산시,
마이너스윙 스튜디오 (구. 글로리어겐 스튜디오),FC002737,1,민간(대학로 외),경기,용인시,2018
마이너즈 로타리 클럽,FC003611,1,민간(대학로 외),서울,동대문구,
마이달링커피,FC002386,1,기타(비공연장),경기,파주시,
마이라이브홀,FC002211,1,민간(대학로 외),서울,강남구,
마이아트홀,FC003438,1,민간(대학로 외),부산,해운대구,2012
마이원타워,FC004179,1,민간(대학로 외),서울,성북구,
마이클래식 뮤직 스튜디오,FC004249,1,기타(비공연장),대전,유성구,
마익스 케빈,FC004293,1,기타(비공연장),서울,마포구,
마일스톤즈,FC003994,1,기타(비공연장),전북,전주시,
마주 MAJU,FC003991,1,기타(비공연장),서울,마포구,
마쿠하리 메쎄,FC004376,3,기타(해외등),해외,,
마포구청,FC002600,1,공공(기타),서울,마포구,
마포아트센터,FC000788,3,공공(문예회관),서울,마포구,2002
마포음악창작소,FC002888,1,민간(대학로 외),서울,마포구,
마포중앙도서관,FC001822,1,공공(기타),서울,마포구,2017
만나교회,FC002797,1,기타(비공연장),경기,성남시,
만리동예술인주택,FC001662,1,기타(비공연장),서울,중구,2013
만수아트홀,FC002448,1,민간(대학로 외),경남,창원시,2016
만천명월예술인가,FC003649,4,민간(대학로 외),서울,금천구,
맛있는 극장,FC001105,1,민간(대학로),서울,종로구,2010
망상 해수욕장,FC001986,1,기타(비공연장),강원,동해시,1977
맞배집 (House Sincere),FC003742,1,민간(대학로 외),대전,중구,2023
매일의 기쁨과 위로,FC004256,1,민간(대학로 외),서울,영등포구,
매지컬아트홀,FC003518,1,민간(대학로 외),대전,대덕구,
매지클,FC002103,1,민간(대학로 외),서울,강남구,2004
매직라이브펍,FC004456,1,기타(비공연장),서울,종로구,
매직서커스 특설공연장,FC001989,1,민간(대학로 외),부산,기장군,
매직스트로베리사운드,FC002291,1,기타(비공연장),서울,마포구,
매직앤조이 [광교],FC003990,1,민간(대학로 외),경기,수원시,2024
매키탄 호텔,FC004391,2,민간(대학로 외),서울,중구,
매향리 선착장,FC003949,1,기타(비공연장),경기,화성시,
맥거핀 서교,FC002815,1,민간(대학로 외),서울,마포구,
맷멀(MatMul),FC003757,1,기타(비공연장),서울,성동구,
머드엑스포광장,FC004009,1,민간(대학로 외),충남,보령시,
메가박스 6층 마술극장(영통),FC003442,1,민간(대학로 외),경기,수원시,
메가박스 [사상],FC003316,1,기타(비공연장),부산,사상구,
메가박스 [성수],FC004351,1,기타(비공연장),서울,성동구,
메가박스 [송도],FC002965,1,기타(비공연장),인천,연수구,2017
메가박스 [양산],FC003269,1,기타(비공연장),경남,양산시,
메가박스 [코엑스],FC003837,1,기타(비공연장),서울,강남구,
메가박스 [해운대(장산)],FC002948,1,기타(비공연장),부산,해운대구,
메가폴리스 아트홀 [폐관],FC003998,1,민간(대학로 외),충북,청주시,
메리봉봉 공산성점,FC003825,1,기타(비공연장),충남,공주시,
메이드인헤븐,FC003736,1,기타(비공연장),전북,익산시,
메이필드호텔,FC002419,1,기타(비공연장),서울,강서구,2003
메인이더넷,FC003313,1,민간(대학로 외),서울,강남구,
메종 글래드 [제주],FC002328,1,기타(비공연장),제주,제주시,2014
메타코미디클럽,FC003775,2,민간(대학로 외),서울,마포구,
멜랑슈 스튜디오,FC003773,1,기타(비공연장),서울,성북구,
멜트(MELT),FC003386,1,민간(대학로 외),부산,해운대구,
명동난타극장,FC000580,1,민간(대학로 외),서울,중구,2009
명동대성당,FC001716,3,기타(비공연장),서울,중구,2017
명륜아트홀,FC003682,1,민간(대학로),서울,종로구,
명보아트홀,FC000883,6,민간(대학로 외),서울,중구,2008
명성황후생가문예관,FC000663,1,공공(기타),경기,여주시,2002
명작극장 (구. 아츠플레이씨어터),FC001206,2,민간(대학로),서울,종로구,2017
명주예술마당,FC001961,1,공공(기타),강원,강릉시,2016
명지대학교,FC004243,1,민간(대학로 외),서울,서대문구,2010
명필름아트센터,FC001335,1,민간(대학로 외),경기,파주시,2015
명화라이브홀,FC003645,1,민간(대학로 외),서울,영등포구,
모나밸리,FC004692,1,민간(대학로 외),충남,아산시,
모나밸리 카페더그린 성성점,FC003765,1,기타(비공연장),충남,천안시,
모나코 스페이스,FC004670,1,기타(비공연장),서울,서초구,
모던K실용음악학원 리허설센터 [수원 팔달],FC004262,1,기타(비공연장),경기,수원시,
모던클로이스터(ModernCloister),FC003923,1,민간(대학로 외),경기,양평군,
모돈갤러리,FC003540,1,민간(대학로 외),경기,포천시,
모두예술극장,FC003609,2,공공(기타),서울,서대문구,2023
모두의 예술 스튜디오,FC004517,1,민간(대학로 외),대전,유성구,
모두의놀이터,FC004432,2,기타(비공연장),서울,마포구,
모락연화,FC004698,1,민간(대학로 외),충남,공주시,
모브닷.에이,FC004447,1,민간(대학로 외),서울,마포구,
모스크바홀,FC004317,1,민간(대학로 외),서울,서초구,2025
모스트 아트홀(MOCT Art Hall),FC004732,1,민간(대학로 외),울산,남구,
모양새(안양),FC004518,1,기타(비공연장),경기,안양시,
모어피아노스튜디오,FC004126,1,기타(비공연장),경기,평택시,
모에모에큥 메이드카페,FC004409,2,기타(비공연장),서울,마포구,
모이장,FC004511,1,공공(기타),전북,전주시,
모차르트홀,FC000100,1,민간(대학로 외),서울,서초구,2004
모투스 아트홀,FC004801,1,민간(대학로 외),충남,서산시,
목동 아이스링크,FC001964,1,공공(기타),서울,양천구,1989
목동청소년수련관,FC000337,1,공공(기타),서울,양천구,1988
목원대학교,FC002390,3,기타(비공연장),대전,서구,1954
목인박물관,FC003148,1,기타(비공연장),서울,종로구,
목포 만호동 일대,FC004062,1,기타(비공연장),전남,목포시,
목포문화예술회관,FC001185,1,공공(문예회관),전남,목포시,1997
목포시민문화체육센터,FC000491,3,공공(문예회관),전남,목포시,2004
목포실내체육관,FC003139,1,공공(기타),전남,목포시,
목포유달경기장,FC002085,1,공공(기타),전남,목포시,1987
목포종합경기장,FC004348,2,공공(기타),전남,목포시,
몬다코,FC003550,3,기타(비공연장),대구,중구,
몬도마노,FC004688,1,기타(비공연장),전남,목포시,
몬드리안 서울 이태원,FC003916,1,민간(대학로 외),서울,용산구,
몬스터즈 크래프트 비어,FC002847,1,기타(비공연장),대구,중구,
몰입공유연습실,FC004675,1,민간(대학로 외),경남,창원시,
몸소리말조아라 센터,FC003659,1,민간(대학로 외),서울,마포구,
몽골민속예술공연장,FC000891,1,공공(기타),경기,남양주시,2007
몽실학교 [의정부],FC003218,1,민간(대학로 외),경기,의정부시,
몽펠리에,FC002362,1,기타(비공연장),충남,아산시,
뫼가람소극장,FC001284,1,민간(대학로 외),경북,김천시,2013
무겐다이돔 (TOKYO),FC004284,1,기타(해외등),해외,,
무계원,FC001377,1,기타(비공연장),서울,종로구,2014
무공간 [경기 광주],FC004205,1,기타(비공연장),경기,광주시,
무대공감 소극장,FC001849,1,민간(대학로 외),부산,영도구,2018
무대륙,FC002193,1,기타(비공연장),서울,마포구,2005
무브홀,FC001902,1,민간(대학로 외),서울,마포구,2013
무사이 극장,FC004258,1,기타(비공연장),부산,북구,
무신사 개러지 (구. 왓챠홀),FC002949,1,민간(대학로 외),서울,마포구,
무안승달문화예술회관,FC001378,2,공공(문예회관),전남,무안군,2001
무영당,FC003854,1,민간(대학로 외),대구,중구,
무자 카와사키 심포니홀 (Muza Kawasaki Symphony Hall)[일본 가와사키시],FC004808,1,기타(해외등),,,
무주예체문화관,FC001183,1,공공(기타),전북,무주군,2001
무형문화재 전수관,FC003570,1,공공(기타),경북,영덕군,
묵리459,FC004132,1,기타(비공연장),경기,용인시,
문경문화예술회관,FC000525,2,공공(문예회관),경북,문경시,1993
문경새재,FC002490,1,공공(기타),경북,문경시,2002
"문기타, 문씨어터 [진주]",FC003908,1,민간(대학로 외),경남,진주시,
문래동 이름없는공장,FC004099,1,민간(대학로 외),서울,영등포구,
문래레코드,FC003894,1,기타(비공연장),서울,영등포구,
문래예술공장,FC001386,2,공공(기타),서울,영등포구,2010
문래오층,FC004241,1,기타(비공연장),서울,영등포구,
문래재즈IN,FC002088,1,민간(대학로 외),서울,영등포구,2012
문릿아워,FC003458,1,기타(비공연장),서울,마포구,
문산행복센터,FC000666,2,공공(문예회관),경기,파주시,2011
문씨어터 [아산 탕정],FC004673,1,민간(대학로 외),충남,아산시,
문아트그라운드,FC004531,1,기타(비공연장),경기,용인시,
문악HOM,FC002319,1,민간(대학로 외),서울,마포구,2019
문엔트리,FC002812,1,기타(비공연장),서울,서초구,
문예정터,FC000317,1,민간(대학로 외),광주,동구,1989
문학시어터,FC000600,1,공공(기타),인천,미추홀구,2010
문화공간 iei,FC004454,1,기타(비공연장),서울,서대문구,
문화공간 기린 [전주],FC003720,1,민간(대학로 외),전북,전주시,
문화공간 봄,FC003366,1,민간(대학로 외),부산,금정구,
문화공간 새벽 (구. 연극창고 새벽),FC000949,1,민간(대학로 외),충북,청주시,2007
문화공간 아이원,FC001839,1,민간(대학로 외),서울,금천구,2013
문화공간 엘림홀,FC001260,1,민간(대학로),서울,종로구,2007
문화공간 예술텃밭,FC002570,2,민간(대학로 외),강원,화천군,2016
문화공간 이룸 [전주],FC002898,1,민간(대학로 외),전북,전주시,
문화공간 터틀 석남,FC004322,1,공공(기타),인천,서구,
문화공간너나들이,FC003539,1,민간(대학로 외),서울,마포구,
문화공간터틀 검단,FC004876,1,공공(기타),인천,서구,
문화공감 철,FC003591,1,민간(대학로 외),대전,동구,
문화공감터 [당진],FC003618,1,민간(대학로 외),충남,당진시,
문화공판장 작당,FC004690,1,민간(대학로 외),전북,전주시,
문화놀이터 민트고래,FC002603,1,민간(대학로 외),대구,남구,2013
문화비축기지,FC002153,6,공공(기타),서울,마포구,
문화상점 동성한의원,FC004520,1,기타(비공연장),인천,동구,
문화역 서울 284,FC001382,1,공공(기타),서울,중구,2011
문화영토 소극장판 [전주],FC001129,1,민간(대학로 외),전북,전주시,2004
문화예술전용극장CT,FC000292,1,민간(대학로 외),대구,중구,2007
문화일보홀,FC000572,1,민간(대학로 외),서울,중구,1995
문화정원 아트홀,FC001557,1,민간(대학로 외),서울,금천구,2015
문희정아트홀,FC002491,1,민간(대학로 외),경남,진주시,2018
물결서사,FC003909,1,기타(비공연장),전북,전주시,
물빛극장,FC003870,1,민간(대학로),서울,종로구,
뭇(moot),FC003454,1,민간(대학로 외),서울,강남구,
뭐든지 소극장,FC002792,1,민간(대학로 외),서울,종로구,2021
뮤즈 서울 (MUSE SEOUL),FC003830,1,민간(대학로 외),서울,강남구,
뮤즈콘서트홀,FC000414,1,민간(대학로 외),경남,김해시,2010
뮤즈하모니,FC003379,1,민간(대학로 외),경기,김포시,
뮤지엄 SAN,FC002840,1,공공(기타),강원,원주시,2013
뮤지엄 다,FC002422,1,기타(비공연장),부산,해운대구,2019
뮤지컬식당 스마일떡볶이,FC004643,1,민간(대학로 외),대전,중구,
뮤지컬펍 커튼콜,FC004586,1,민간(대학로),서울,종로구,
뮤지토리키즈,FC002334,1,민간(대학로 외),세종,세종특별자치시,2019
뮤직라운지 [울산],FC003236,1,민간(대학로 외),울산,중구,
뮤직바 퀸,FC003583,1,기타(비공연장),대구,수성구,
뮤직앤아트스튜디오,FC002639,1,민간(대학로 외),서울,동작구,
