perf_id,title,genre,venue_name,perf_start_date,perf_end_date,total_ticket_sales_qty,verified_video_count
PF264964,달 샤베트 [무안],뮤지컬,무안승달문화예술회관 대공연장,2025-05-22,2025-05-22,1027,1
PF262682,"국립극단, 헤다 가블러 [당진]",연극,당진문예의전당 대공연장,2025-06-14,2025-06-15,1025,1
PF283590,"한불 수교 140주년 기념, 부천필하모닉오케스트라 with 프랑스대사관 [부천]",서양음악(클래식),부천아트센터 콘서트홀,2026-03-07,2026-03-07,1024,0
PF244242,제1회 인천시립소년소녀합창단 정기연주회,서양음악(클래식),아트센터 인천 콘서트홀,2024-07-20,2024-07-20,1024,2
PF265280,APEC 뮤직페스티벌 [경주] (06.15),서양음악(클래식),경주예술의전당 대공연장(화랑홀),2025-06-15,2025-06-15,1020,0
PF248137,"대한민국은 공연중, 국립발레단: 해설이 있는 전막발레 돈키호테",무용(서양/한국무용),국립극장 해오름극장,2024-10-23,2024-10-23,1019,1
PF264087,"GAC 특별기획공연, 국립심포니오케스트라 with 홍석원 & 카미유 토마 [광주]",서양음악(클래식),광주 예술의 전당 대극장,2025-06-11,2025-06-11,1018,1
PF281635,제35회 의정부시립합창단 연주회: Merry Christmas 의정부!,서양음악(클래식),의정부예술의전당 대극장,2025-12-18,2025-12-18,1018,1
PF250895,"국립합창단, 카르미나 부라나 [창원]",서양음악(클래식),3.15아트센터 대극장,2024-12-14,2024-12-14,1017,2
PF260966,"제204회 국립합창단 정기연주회, 낭만주의 거장의 합창음악Ⅳ: 미사 솔렘니스",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-10-29,2025-10-29,1013,1
PF231996,"부천필하모닉오케스트라, 송유진과 차이콥스키",서양음악(클래식),부천아트센터 콘서트홀,2024-05-24,2024-05-24,1011,0
PF250576,"제43회 의정부시립무용단 정기공연: 예혼, 기억하다",무용(서양/한국무용),의정부예술의전당 대극장,2024-10-16,2024-10-16,1010,0
PF248557,"대한민국은 공연중, K-클래식: 국립오페라단, 오페라 페스타",서양음악(클래식),국립극장 해오름극장,2024-10-26,2024-10-26,1009,2
PF269431,국립심포니오케스트라 아카데미: Colorful,서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-08-20,2025-08-20,1006,2
PF271046,"강릉국제공연예술페스티벌 (GIPF) , 해변의 건축가",서양음악(클래식),강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,2025-09-06,2025-09-07,1005,0
PF279629,천안예술의전당 신년음악회 [천안],서양음악(클래식),천안예술의전당 대공연장,2026-01-24,2026-01-24,1005,1
PF270180,달 샤베트 [문경],뮤지컬,문경문화예술회관 대공연장,2025-08-02,2025-08-02,1002,0
PF252050,제35회 안산시여성합창단 정기연주회: 그대와 영원히,서양음악(클래식),안산문화예술의전당 해돋이극장,2024-11-07,2024-11-07,1000,2
PF264287,영화음악 콘서트: 노크 시네마 [김포],한국음악(국악),김포아트빌리지 야외공연장,2025-05-03,2025-05-03,1000,0
PF261718,제2회 인천시립소년소녀합창단 정기연주회 [인천],서양음악(클래식),아트센터 인천 콘서트홀,2025-04-05,2025-04-05,1000,1
PF242030,"제320회 부천필하모닉오케스트라 정기연주회, 지휘자와 작곡가 Ⅷ: 세바스티앙 랑-레싱과 차이콥스키",서양음악(클래식),부천아트센터 콘서트홀,2024-10-18,2024-10-18,999,0
PF249803,"제49회 파주시립예술단 정기 공연, 리이: 율곡 이이 [파주]",뮤지컬,파주운정행복센터 공연장,2024-10-12,2024-10-13,998,0
PF248087,"대한민국은 공연중, 국립심포니오케스트라: 라흐마니노프 & 베토벤",서양음악(클래식),국립극장 해오름극장,2024-10-22,2024-10-22,996,2
PF282317,"제402회 광주시립교향악단 정기연주회: 신년음악회, 만남",서양음악(클래식),광주 예술의 전당 대극장,2026-01-16,2026-01-16,995,0
PF237614,화염: 끝없는 증오와 가혹한 위로 [인천],연극,부평아트센터 해누리극장,2024-04-18,2024-04-21,991,1
PF245073,"대구시립교향악단, 대구국제피아노페스티벌 (08.23)",서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2024-08-23,2024-08-23,985,0
PF255606,제616회 부산시립교향악단 정기연주회: RHAPSODY & CAPRICCIO,서양음악(클래식),부산문화회관 대극장,2025-01-10,2025-01-10,985,0
PF252127,제88회 익산시립합창단 정기연주회 [익산],서양음악(클래식),익산예술의전당 대공연장,2024-10-31,2024-10-31,985,1
PF254171,인천시립소년소녀합창단 기획연주 송년음악회: 초코케잌,서양음악(클래식),아트센터 인천 콘서트홀,2024-12-19,2024-12-19,985,0
PF258617,제134회 목포시립교향악단 정기연주회: 신년음악회 [목포],서양음악(클래식),목포시민문화체육센터 대공연장,2025-02-27,2025-02-27,984,0
PF262020,"유니버설발레단, 춘향 [군포]",무용(서양/한국무용),군포문화예술회관 수리홀,2025-05-30,2025-05-31,983,1
PF260821,"서울시향 퇴근길 콘서트: 고대 이집트, 음악으로 깨어나다",서양음악(클래식),LG아트센터 서울 LG SIGNATURE 홀,2025-04-04,2025-04-04,983,0
PF250496,장수탕 선녀님 [이천],뮤지컬,이천아트홀 대공연장,2024-11-30,2024-12-01,983,1
PF233185,"대구시립교향악단, 사랑의 묘약",서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2024-01-26,2024-01-26,981,2
PF286757,이상한 나라의 앨리스: 완다랜드 [칠곡],뮤지컬,칠곡군교육문화회관 대공연장,2026-03-28,2026-03-28,975,0
PF256605,"제431회 인천시립교향악단 정기연주회, 클래식 에센스 Ⅲ [인천]",서양음악(클래식),아트센터 인천 콘서트홀,2025-03-20,2025-03-20,975,0
PF255601,제618회 부산시립교향악단 정기연주회: (ENT) SPANNUNG,서양음악(클래식),부산문화회관 중극장,2025-03-06,2025-03-07,974,0
PF265974,"서울예술단, 천 개의 파랑 [대구]",뮤지컬,대구학생문화센터 대공연장,2025-07-05,2025-07-05,972,2
PF249902,제34회 아주여성합창단 & 제22회 아주남성합창단 정기연주화: 희망은 깨어 있네 [성남],서양음악(클래식),성남아트센터 콘서트홀,2024-10-19,2024-10-19,968,0
PF252148,클래식은 내 친구 [성남],서양음악(클래식),성남아트센터 콘서트홀,2024-11-05,2024-11-05,968,2
PF276181,제625회 부산시립교향악단 정기연주회: RACHMANINOFF,서양음악(클래식),부산문화회관 대극장,2025-11-14,2025-11-14,967,0
PF232018,"부천필하모닉오케스트라 해설음악회 Ⅲ: 교향곡의 아버지, 하이든",서양음악(클래식),부천아트센터 콘서트홀,2024-06-27,2024-06-27,967,0
PF253177,화첩: 공무도花 [안양],무용(서양/한국무용),안양아트센터 관악홀,2024-12-14,2024-12-14,967,1
PF233970,제76회 부산시립극단 정기공연: 사람에게는 얼마만큼의 땅이 필요한가,연극,부산문화회관 중극장,2024-03-14,2024-03-16,966,2
PF253107,"제67회 구미시립소년소녀합창단 정기공연, CINEMA ADVENTURE",서양음악(클래식),구미시문화예술회관 대공연장,2024-12-07,2024-12-07,965,0
PF274417,창원시립교향악단 야외팝스콘서트,서양음악(클래식),진해야외공연장 공연장,2025-10-16,2025-10-16,964,2
PF256285,성남시립교향악단 신년음악회,서양음악(클래식),성남아트센터 콘서트홀,2025-01-17,2025-01-17,963,2
PF243199,"국립심포니오케스트라, KNSO국제아카데미: Colorful",서양음악(클래식),롯데콘서트홀,2024-08-20,2024-08-20,960,1
PF241461,"포항뮤직페스티벌, 포항시립교향악단 with 대니 구",서양음악(클래식),포항문화예술회관 대공연장,2024-06-14,2024-06-14,959,0
PF257683,"대구시민주간 2.28민주운동 65주년, 대구시립교향악단 특별연주회: 역사적 순간들",서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2025-02-28,2025-02-28,959,2
PF254978,"국립합창단, 카르미나 부라나 [의정부]",서양음악(클래식),의정부예술의전당 대극장,2024-12-24,2024-12-24,957,1
PF283774,제11기 포항시립연극단 어린이 뮤지컬 아카데미 특별공연: 놀부전,뮤지컬,포항문화예술회관 대공연장,2026-02-12,2026-02-14,955,0
PF259344,제190회 인천시립합창단 정기연주회 [인천],서양음악(클래식),아트센터 인천 콘서트홀,2025-03-13,2025-03-13,954,2
PF280846,"부천필하모닉오케스트라 해설음악회 Ⅰ, Classic in Mass Media: Classic in Drama [부천]",서양음악(클래식),부천아트센터 콘서트홀,2026-03-12,2026-03-12,950,0
PF269563,제44회 대구국제음악제 개막공연 (08.22),서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2025-08-22,2025-08-22,949,0
PF273977,제193회 인천시립합창단 정기연주회,서양음악(클래식),인천문화예술회관 대공연장,2025-10-16,2025-10-16,949,0
PF232769,제609회 부산시립교향악단 정기연주회,서양음악(클래식),부산문화회관 대극장,2024-03-22,2024-03-22,948,0
PF232009,"부천필하모닉오케스트라, 최수열과 브람스",서양음악(클래식),부천아트센터 콘서트홀,2024-03-22,2024-03-22,945,0
PF266802,"포항뮤직페스티벌, 포항시립교향악단 With 황가람, 대니 구, 고상지",서양음악(클래식),포항문화예술회관 대공연장,2025-06-12,2025-06-12,945,0
PF267187,"국립극단, 십이야 [부산]",연극,(재) 영화의전당 하늘연극장,2025-08-08,2025-08-09,945,0
PF284906,"제166회 군산시립교향악단 정기연주회, 프리뷰 콘서트: 교향악 축제 [군산]",서양음악(클래식),군산예술의전당 대공연장,2026-04-09,2026-04-09,943,0
PF278924,성남시립 교향악단 & 합창단 공동기획: 송년음악회 [성남],서양음악(클래식),성남아트센터 콘서트홀,2025-12-09,2025-12-09,943,1
PF253615,제78회 고양시립합창단 정기연주회 [고양],서양음악(클래식),고양아람누리 아람음악당,2024-12-12,2024-12-12,943,2
PF246860,"제508회 대구시립교향악단 정기연주회, 브루크너의 교향곡 0번",서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2024-09-13,2024-09-13,942,0
PF260093,"국립오페라단, 마술피리 [포항]",서양음악(클래식),포항문화예술회관 대공연장,2025-04-05,2025-04-05,942,1
PF245072,"K-예술축제 아.우.름, 아하! 강아지똥",연극,대전시립연정국악원 작은마당,2024-08-28,2024-08-29,940,1
PF242784,"제507회 대구시립교향악단 정기연주회, 브라질에서 온 클래식 [대구]",서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2024-07-12,2024-07-12,936,1
PF268136,"국립오페라단, 박쥐 [울산]",서양음악(클래식),울산문화예술회관 대공연장,2025-08-22,2025-08-23,935,2
PF253911,"광주시립오페라단 송년공연, 월드 클래식 오페라 시리즈 Ⅳ",서양음악(클래식),국립아시아문화전당 극장1,2024-12-07,2024-12-07,935,1
PF276276,제148회 강릉시립교향악단 정기연주회,서양음악(클래식),강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,2025-11-14,2025-11-15,933,0
PF269099,제52회 파주시립예술단 정기공연: 몬페바지,뮤지컬,파주운정행복센터 공연장,2025-07-24,2025-07-25,933,0
PF233781,목포시립교향악단 신년음악회,서양음악(클래식),목포시민문화체육센터 대공연장,2024-02-01,2024-02-01,932,0
PF267023,제397회 광주시립교향악단 정기연주회: Brilliant Colours,서양음악(클래식),광주 예술의 전당 대극장,2025-07-25,2025-07-25,931,0
PF286905,제151회 강릉시립교향악단 정기연주회 [강릉],서양음악(클래식),강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,2026-04-10,2026-04-11,930,0
PF243809,스프레이 [김제],연극,김제문화예술회관 대공연장,2024-07-04,2024-07-06,929,2
PF257270,제326회 부천필하모닉오케스트라 정기연주회,서양음악(클래식),부천아트센터 콘서트홀,2025-04-10,2025-04-10,928,0
PF282308,성남시립교향악단 신년음악회 [성남],서양음악(클래식),성남아트센터 콘서트홀,2026-01-22,2026-01-22,928,2
PF225777,"개관 15주년 컬렉션 III, 오셀로와 이아고 [창원]",한국음악(국악),3.15아트센터 소극장,2023-10-05,2023-10-07,926,2
PF232919,성남시립교향악단 신년음악회 [성남],서양음악(클래식),성남아트센터 콘서트홀,2024-01-18,2024-01-18,926,2
PF258741,제513회 대구시립교향악단 정기연주회: GOLDEN LEGEND,서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2025-03-14,2025-03-14,925,1
PF232427,"서울시립교향악단 특별 음악회: 얍 판 츠베덴의 바그너, 발퀴레",서양음악(클래식),세종예술의전당 대공연장,2024-02-02,2024-02-02,925,1
PF249400,"대한민국은 공연중, 공상집단 뚱딴지: 코뿔소",연극,예술의전당 [서울] 자유소극장,2024-10-31,2024-11-06,925,1
PF250687,"성남시립교향악단 기획공연, 금난새의 영화음악이야기",서양음악(클래식),성남아트센터 콘서트홀,2024-10-30,2024-10-30,925,0
PF249274,"대한민국은 공연중, 극단 코너스톤: 맹",연극,예술의전당 [서울] 자유소극장,2024-10-17,2024-10-23,924,1
PF282486,제165회 군산시립교향악단 정기연주회: 라 트라비아타,서양음악(클래식),군산예술의전당 대공연장,2026-01-22,2026-01-22,922,0
PF245082,"대구시립교향악단, 대구국제피아노페스티벌 (08.22)",서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2024-08-22,2024-08-22,921,0
PF276145,"성남시립교향악단 기획공연, 금난새의 영화음악 이야기",서양음악(클래식),성남아트센터 콘서트홀,2025-11-06,2025-11-06,921,0
PF272568,왕세자 실종사건 [하남],뮤지컬,하남문화예술회관 검단홀(대극장),2025-10-18,2025-10-18,921,1
PF259665,"성남시립교향악단 기획공연, 금난새의 봄날의 오페라",서양음악(클래식),성남아트센터 콘서트홀,2025-03-26,2025-03-26,920,0
PF288083,"국립발레단, 더블 빌_맥그리거 & 테틀리 [세종]",무용(서양/한국무용),세종예술의전당 대공연장,2026-05-15,2026-05-16,920,1
PF245601,노인과 바다,한국음악(국악),국립극단 [명동] 명동예술극장,2024-09-13,2024-09-14,920,0
PF270135,제164회 군산시립교향악단 정기연주회: Made in Gunsan,서양음악(클래식),군산예술의전당 대공연장,2025-09-18,2025-09-18,919,0
PF260897,제432회 인천시립교향악단 정기연주회 [인천],서양음악(클래식),아트센터 인천 콘서트홀,2025-04-25,2025-04-25,918,0
PF232388,"과천시립교향악단 콘서트시리즈 1, 신년음악회 [과천]",서양음악(클래식),과천시민회관 대극장,2024-01-26,2024-01-26,918,2
PF262721,새봄 음악회: 봄을 노래하다 [당진],서양음악(클래식),당진문예의전당 대공연장,2025-05-17,2025-05-17,917,1
PF291248,대구시립합창단 스쿨콘서트 [대구] (05.20),서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2026-05-20,2026-05-20,916,2
PF272881,생텍쥐페리 [안성],뮤지컬,안성맞춤아트홀 대공연장,2025-10-17,2025-10-18,916,0
PF249469,"경남도립극단 순회공연, 빌미 [김해]",연극,김해문화의전당 누리홀,2024-10-12,2024-10-12,915,0
PF254109,"제68회 순천시립소년소녀합창단 정기연주회, 스크루지",뮤지컬,순천문화예술회관 대극장,2024-12-14,2024-12-14,914,0
PF237682,공주시립합창단 창단 10주년 특별기획연주회: 피가로의결혼 & 라보엠,서양음악(클래식),공주문예회관 대공연장,2024-04-05,2024-04-06,913,0
PF236009,제382회 광주시립교향악단 정기연주회: Klimax,서양음악(클래식),전남대학교 민주마루홀,2024-03-29,2024-03-29,913,0
PF241181,제56회 천안시립교향악단 정기연주회 [천안],서양음악(클래식),천안예술의전당 대공연장,2024-07-05,2024-07-05,912,2
PF237664,제236회 울산시립교향악단 정기연주회: 불후의 명곡,서양음악(클래식),울산문화예술회관 대공연장,2024-06-21,2024-06-21,912,0
PF257907,제392회 광주시립교향악단 정기연주회: Unison,서양음악(클래식),전남대학교 민주마루홀,2025-02-14,2025-02-14,911,0
PF255215,"제21회 포천시립민속예술단 정기공연: 물, 하늘을 그리다",한국음악(국악),포천반월아트홀 대극장,2024-12-11,2024-12-11,910,1
PF257248,부천필하모닉오케스트라 해설음악회 Ⅲ: 슈만의 속삭임,서양음악(클래식),부천아트센터 콘서트홀,2025-05-22,2025-05-22,909,0
PF247425,쪽빛황혼 [예주],연극,예주문화예술회관,2024-09-04,2024-09-05,908,1
PF255603,제621회 부산시립교향악단 정기연주회: DSCH,서양음악(클래식),부산문화회관 대극장,2025-06-19,2025-06-19,907,1
PF278950,제401회 광주시립교향악단 정기연주회: Winter Rhapsody,서양음악(클래식),전남대학교 민주마루홀,2025-12-12,2025-12-12,906,0
PF270620,로제타 [부산],연극,(재) 영화의전당 하늘연극장,2025-09-05,2025-09-06,904,1
PF268053,지젤 [순천],무용(서양/한국무용),순천문화예술회관 대극장,2025-07-13,2025-07-13,904,1
PF239895,제237회 울산시립교향악단 정기연주회: FROM THE NEW WORLD,서양음악(클래식),울산문화예술회관 대공연장,2024-08-09,2024-08-09,903,0
PF232639,"국립심포니오케스트라 초청공연, 다이나믹 K 심포니 시리즈 1: 로드리고 아랑후에스 기타 협주곡",서양음악(클래식),고양아람누리 아람음악당,2024-02-03,2024-02-03,902,0
PF287490,"제23회 포천시립민속예술단 정기공연, 꺼지지 않는 불꽃: 19190330",한국음악(국악),포천반월아트홀 대극장,2026-03-20,2026-03-20,901,1
PF270779,필하모니코리아 1882-1901 동유럽의 낭만: 라흐마니노프와 차이코프스키 두 영혼의 울림 [순천],서양음악(클래식),순천문화예술회관 대극장,2025-08-23,2025-08-23,901,0
PF288991,"제70회 안산시립국악단 정기연주회: 전통의 선율, 봄을 깨우다",한국음악(국악),안산문화예술의전당 해돋이극장,2026-04-23,2026-04-23,900,1
PF271507,"이천문화재단X국립합창단, 시네마 클래식 [이천]",서양음악(클래식),이천아트홀 대공연장,2025-10-18,2025-10-18,898,0
PF248554,"대한민국은 공연중, K-클래식: KBS교향악단, 가을의 서정",서양음악(클래식),국립극장 해오름극장,2024-10-27,2024-10-27,897,2
PF279599,국립심포니콘서트오케스트라: 크리스마스 콘서트 [세종],서양음악(클래식),세종예술의전당 대공연장,2025-12-24,2025-12-24,895,0
PF235916,"제5회 경주시립신라고취대 정기연주회, 김현호 예술감독 취임기념: 봄날",한국음악(국악),경주예술의전당 대공연장(화랑홀),2024-03-21,2024-03-21,895,0
PF264612,제516회 대구시립교향악단 정기연주회: 영웅의 생애,서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2025-06-13,2025-06-13,894,1
PF232767,제608회 부산시립교향악단 정기연주회,서양음악(클래식),부산문화회관 대극장,2024-02-27,2024-02-27,893,0
PF267379,"국립극단, 십이야 [제주]",연극,제주아트센터 대극장,2025-07-18,2025-07-19,891,0
PF235837,"제224회 부산시립국악관현악단 정기연주회: 부지휘자 김경수 취임연주회, 내일",한국음악(국악),부산문화회관 대극장,2024-03-21,2024-03-21,891,2
PF221813,"안중근, 천국에서의 춤 [마포]",무용(서양/한국무용),마포아트센터 아트홀맥,2023-08-11,2023-08-12,889,2
PF246188,제140회 강릉시립교향악단 정기연주회: 말러 교향곡 제5번,서양음악(클래식),강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,2024-09-05,2024-09-06,887,0
PF258984,샌드아트로 즐기는 문학이 잇는 클래식 제4막: 마술피리 [울산],서양음악(클래식),울산문화예술회관 대공연장,2025-11-28,2025-11-28,886,1
PF265394,제396회 광주시립교향악단 정기연주회: Contrast,서양음악(클래식),광주 예술의 전당 대극장,2025-06-27,2025-06-27,886,1
PF279570,"과천시립여성합창단 X 과천문화원 공동기획 콰이어시리즈 3, 추사",서양음악(클래식),과천시민회관 대극장,2025-12-05,2025-12-05,883,0
PF276784,"도깨비 마법서당, 고전편 [수원]",연극,경기아트센터(구. 경기도문화의전당) 소극장,2025-11-02,2025-11-02,881,0
PF282737,"과천시립교향악단 콘서트시리즈1, 신년음악회",서양음악(클래식),과천시민회관 대극장,2026-01-29,2026-01-29,876,0
PF233672,제362회 서울시국악관현악단 정기연주회,한국음악(국악),세종문화회관 세종대극장,2024-11-29,2024-11-29,875,0
PF232269,춘천시립교향악단 신년음악회,서양음악(클래식),춘천문화예술회관 공연장,2024-01-11,2024-01-11,875,0
PF246475,제158회 군산시립교향악단 정기연주회: 브루크너 in 군산,서양음악(클래식),군산예술의전당 대공연장,2024-09-12,2024-09-12,874,0
PF255508,"제617회 부산시립교향악단 정기연주회, VALENTEIN",서양음악(클래식),부산문화회관 대극장,2025-02-14,2025-02-14,869,0
PF240709,"안산시립예술단 기획연주회, 목요보노음악회",복합,보노마루,2024-05-16,2024-12-19,868,0
PF241477,벨벳토끼 [공주],한국음악(국악),공주문예회관 대공연장,2024-06-13,2024-06-14,867,2
PF258965,"과천시립교향악단 콘서트시리즈 2, 알레그로 콘 브리오",서양음악(클래식),과천시민회관 대극장,2025-03-27,2025-03-27,866,0
PF262325,안녕? 빨강머리 앤 [대구],뮤지컬,아양아트센터 아양홀,2025-05-05,2025-05-05,865,1
PF251197,"성남시립교향악단 기획공연, 금난새의 오페라이야기: 푸치니 갈라콘서트",서양음악(클래식),성남아트센터 콘서트홀,2024-11-07,2024-11-07,865,0
PF247141,제387회 광주시립교향악단 정기연주회,서양음악(클래식),광주 예술의 전당 대극장,2024-09-27,2024-09-27,863,0
PF263811,제246회 울산시립교향악단 정기연주회: 자연의 교향곡 (Nature’s Symphony),서양음악(클래식),울산문화예술회관 대공연장,2025-09-12,2025-09-12,862,1
PF257258,부천필하모닉오케스트라 해설음악회 Ⅰ: 슈베르트 [부천],서양음악(클래식),부천아트센터 콘서트홀,2025-03-13,2025-03-13,862,0
PF259785,제122회 포항시립합창단 정기연주회: 항해,서양음악(클래식),포항문화예술회관 대공연장,2025-03-27,2025-03-27,862,1
PF240856,청춘연가 [의정부],뮤지컬,의정부예술의전당 대극장,2024-06-29,2024-06-29,861,1
PF270304,피터팬 [남양주],무용(서양/한국무용),다산아트홀,2025-08-23,2025-08-23,861,1
PF243035,"제10회 을숙도 오페라 축제, 마술피리",서양음악(클래식),을숙도문화회관 대공연장,2024-07-05,2024-07-06,858,2
PF268017,"국립극단, 십이야 [김포]",연극,김포아트홀,2025-07-25,2025-07-26,858,1
PF264556,"안산시립국악단 기획연주회, 목요보노음악회",한국음악(국악),보노마루,2025-05-15,2025-12-18,858,1
PF257294,제119회 군산시립합창단 정기 연주회: 게임 OST 콘서트,서양음악(클래식),군산예술의전당 대공연장,2025-02-06,2025-02-06,856,0
PF249945,제78회 군산시립합창단 기획연주회: 하모니 Ⅱ,서양음악(클래식),군산예술의전당 대공연장,2024-10-17,2024-10-17,856,0
PF237626,제116회 군산시립합창단 정기 연주회,서양음악(클래식),군산예술의전당 대공연장,2024-04-04,2024-04-04,856,0
PF271791,이중섭 [제주 서귀포],서양음악(클래식),서귀포예술의전당 대극장,2025-09-12,2025-09-13,854,2
PF280087,"제233회 부산시립국악관현악단 정기연주회, 강원도립국악관현악단 합동교류연주회: 함께 가는 길, 동행",한국음악(국악),부산문화회관 대극장,2025-12-18,2025-12-18,853,1
PF239545,제89회 부산시립무용단 정기공연: 빙빙 (Being Being),무용(서양/한국무용),부산문화회관 대극장,2024-05-17,2024-05-18,853,0
PF254879,부산시립국악관현악단 수능생을 위한 음악회,한국음악(국악),부산문화회관 중극장,2024-11-28,2024-11-29,848,2
PF241087,"부산시립합창단 특별연주회, 퀸 심포니",서양음악(클래식),부산시민회관 대극장,2024-07-23,2024-07-23,848,1
PF242797,제119회 춘천시립합창단 정기연주회: 합창으로 듣는 재즈와 영화음악,서양음악(클래식),춘천문화예술회관 공연장,2024-07-11,2024-07-11,848,0
PF246932,신명의 꽃 [해남],한국음악(국악),해남문화예술회관 대공연장,2024-09-03,2024-09-04,846,0
PF242033,"부천필하모닉오케스트라 해설음악회 Ⅳ: 음악의 신동, 모차르트",서양음악(클래식),부천아트센터 콘서트홀,2024-09-12,2024-09-12,845,0
PF233232,제155회 군산시립교향악단 정기연주회: 고군산군도 신년음악회,서양음악(클래식),군산예술의전당 대공연장,2024-01-18,2024-01-18,844,0
PF246572,제117회 군산시립합창단 정기 연주회,서양음악(클래식),군산예술의전당 대공연장,2024-08-29,2024-08-29,844,0
PF235913,제156회 군산시립교향악단 정기연주회: 3.5만세운동 구암동,서양음악(클래식),군산예술의전당 대공연장,2024-03-14,2024-03-14,844,0
PF282548,안산시립국악단 기획연주회: 안산시승격 40주년 기념 신년음악회 [안산],한국음악(국악),안산문화예술의전당 해돋이극장,2026-01-14,2026-01-14,842,0
PF236003,"성남시립교향악단 기획공연, 금난새의 오페라이야기: 베르디 갈라콘서트",서양음악(클래식),성남아트센터 콘서트홀,2024-03-27,2024-03-27,841,0
PF275674,6시 퇴근 [남양주],뮤지컬,다산아트홀,2025-11-07,2025-11-08,841,2
PF280843,제334회 부천필하모닉오케스트라 정기연주회 [부천],서양음악(클래식),부천아트센터 콘서트홀,2026-02-27,2026-02-27,840,0
PF241498,제57회 대구시립교향악단: 청소년 협주곡의 밤,서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2024-06-21,2024-06-21,840,2
PF217873,친절한 돼지씨 [무안],한국음악(국악),무안승달문화예술회관 대공연장,2023-05-11,2023-05-11,839,2
PF242870,"경남도립극단 음악극, 축제: 경상남도 무릉군 도원면 1994번지 [진주]",연극,경상남도문화예술회관 대공연장,2024-07-06,2024-07-07,837,0
PF249929,"제388회 광주시립교향악단 정기연주회, 행진",서양음악(클래식),광주 예술의 전당 대극장,2024-11-09,2024-11-09,836,0
PF242117,제186회 인천시립합창단 정기연주회: 모차르트 레퀴엠 & 펜데레츠키 아뉴스데이,서양음악(클래식),아트센터 인천 콘서트홀,2024-06-27,2024-06-27,836,1
PF266929,제78회 군산시립교향악단 기획연주회: 납량특집 콘서트,서양음악(클래식),군산예술의전당 대공연장,2025-08-21,2025-08-21,836,0
PF265663,시지프스 [함안],뮤지컬,함안문화예술회관 대공연장,2025-07-12,2025-07-12,836,0
PF232584,"서울시극단, 제15기 시민연극교실",연극,세종문화회관 세종S씨어터,2024-01-06,2024-01-07,835,0
PF264051,제193회 포항시립연극단 정기공연: 모르페섬의 한여름밤의 꿈,연극,포항문화예술회관 대공연장,2025-05-23,2025-05-25,834,1
PF249801,"평택시립국악관현악단 창단 기념 연주회: 평택의 소리, 아시아의 소리: 만남",한국음악(국악),평택시남부문예회관 대공연장,2024-10-12,2024-10-13,834,0
PF267737,장녀들 [군포],연극,군포문화예술회관 수리홀,2025-08-23,2025-08-24,834,1
PF259994,"한국가곡콘서트, 가곡의 별들 [창원]",서양음악(클래식),3.15아트센터 대극장,2025-04-23,2025-04-23,834,2
PF245160,변강쇠 점 찍고 옹녀 [대구],한국음악(국악),대구문화예술회관 팔공홀,2024-08-23,2024-08-24,834,2
PF234670,"과천시립교향악단 콘서트시리즈 2, Drama [과천]",서양음악(클래식),과천시민회관 대극장,2024-03-29,2024-03-29,833,2
PF260849,"제77회 대전시립무용단 정기공연: 인연, 가족사진 Ⅱ",무용(서양/한국무용),대전시립연정국악원 큰마당,2025-04-25,2025-04-26,833,0
PF241933,"제1회 아트밸리 아산 오페라 축제, 국립오페라단 잔니스키키",서양음악(클래식),경찰인재개발원 차일혁홀 ,2024-06-22,2024-06-22,832,0
PF253677,꿈의 아리아 [용인],서양음악(클래식),용인시평생학습관 (여성회관) 큰어울마당,2024-12-07,2024-12-07,832,0
PF241569,"제425회 인천시립교향악단 정기연주회, 클래식 나우 Ⅱ: 바수니스트 유성권",서양음악(클래식),아트센터 인천 콘서트홀,2024-09-06,2024-09-06,830,1
PF257824,"서울시합창단, M 컬렉션 시리즈 Ⅱ: 낙엽 위에 흐르는 멜로디",서양음악(클래식),세종문화회관 세종체임버홀,2025-10-30,2025-10-31,830,0
PF247912,"포항국제음악제, 포항시립교향악단 & 선우예권",서양음악(클래식),포항문화예술회관 대공연장,2024-11-07,2024-11-07,829,1
PF257260,부천필하모닉오케스트라 해설음악회 Ⅱ: 멘델스존의 춤 [부천],서양음악(클래식),부천아트센터 콘서트홀,2025-04-17,2025-04-17,829,0
