perf_id,title,genre,venue_name,perf_start_date,perf_end_date,total_ticket_sales_qty,verified_video_count
PF285931,"제209회 국립발레단 정기공연, 백조의 호수",무용(서양/한국무용),예술의전당 [서울] 오페라극장,2026-04-07,2026-04-12,13279,0
PF261034,"제204회 국립발레단 정기공연, 카멜리아 레이디",무용(서양/한국무용),예술의전당 [서울] 오페라극장,2025-05-07,2025-05-11,8218,1
PF266067,"제206회 국립발레단 정기공연, 인어공주",무용(서양/한국무용),예술의전당 [서울] 오페라극장,2025-08-13,2025-08-17,7601,0
PF287859,"서울예술단, 나빌레라 [서울 서초]",뮤지컬,예술의전당 [서울] CJ 토월극장,2026-05-02,2026-05-17,6935,1
PF279879,제142회 광주시립발레단 정기공연: 호두까기 인형 [광주],무용(서양/한국무용),광주 예술의 전당 대극장,2025-12-19,2025-12-21,5748,0
PF258352,국립오페라단 정기공연 오페라: 트리스탄과 이졸데,서양음악(클래식),예술의전당 [서울] 오페라극장,2025-12-04,2025-12-07,5655,2
PF258347,국립오페라단 정기공연 오페라: 세 개의 오렌지에 대한 사랑,서양음악(클래식),예술의전당 [서울] 오페라극장,2025-06-26,2025-06-29,4990,2
PF234671,"대전시립연정국악단, 토요국악",한국음악(국악),대전시립연정국악원 작은마당,2024-03-09,2024-11-23,4382,1
PF254412,"제139회 광주시립발레단 정기공연, 호두까기 인형",무용(서양/한국무용),광주 예술의 전당 대극장,2024-12-20,2024-12-21,4377,1
PF285068,국립오페라단 정기공연: 베르테르,서양음악(클래식),예술의전당 [서울] 오페라극장,2026-04-23,2026-04-26,4195,2
PF235602,더 북 [수원],뮤지컬,정조테마공연장,2024-03-09,2024-04-28,3973,2
PF221326,이상한 엄마 [여수],뮤지컬,GS칼텍스 예울마루 대극장,2023-09-14,2023-09-16,3853,1
PF273739,서편제; The Original [서울],뮤지컬,국립정동극장,2025-10-17,2025-11-09,3625,0
PF269008,달샤베트 [구미],뮤지컬,구미시문화예술회관 대공연장,2025-09-06,2025-09-07,3596,1
PF249683,"제138회 광주시립발레단 정기공연, 코펠리아",무용(서양/한국무용),광주 예술의 전당 대극장,2024-10-18,2024-10-19,3042,1
PF271681,"국립극단, 젤리피쉬",연극,국립극단 [명동] 명동예술극장,2025-09-12,2025-09-21,3013,2
PF241938,"제18회 DIMF 공식초청작, 미싱링크 [대구]",뮤지컬,대구문화예술회관 팔공홀,2024-07-03,2024-07-07,2962,2
PF256447,"기획초청 Pick크닉, 유원",연극,국립극단 [명동] 명동예술극장,2025-01-24,2025-02-02,2897,2
PF240595,"경산시립극단, 원효와 요석",뮤지컬,천마아트센터 그랜드홀,2024-05-10,2024-05-11,2702,1
PF262183,"ACC 퍼니, 천개의 파랑",뮤지컬,국립아시아문화전당 극장1,2025-05-30,2025-05-31,2702,1
PF270404,로제타,연극,국립극단 [명동] 명동예술극장,2025-08-23,2025-08-31,2661,1
PF264452,"부산 콘서트홀 개관 페스티벌: 사랑으로 부르는 자유, 피델리오 [부산]",서양음악(클래식),부산콘서트홀 콘서트홀,2025-06-27,2025-06-28,2552,0
PF265251,정글북 [안동],뮤지컬,안동문화예술의전당 웅부홀,2025-10-24,2025-10-25,2550,1
PF259097,"예술의전당 교향악축제, 국립심포니오케스트라 (04.10)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-04-10,2025-04-10,2504,2
PF233056,"서울시향 얍 판 츠베덴의 새로운 시작 ①, 음악감독 취임 연주회",서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-01-25,2024-01-25,2502,0
PF259083,"예술의전당 교향악축제, 경기필하모닉오케스트라 (04.20)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-04-20,2025-04-20,2498,0
PF285082,"예술의전당 교향악축제, 경기필하모닉오케스트라 (04.18)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2026-04-18,2026-04-18,2481,0
PF232684,"제251회 국립심포니오케스트라 정기연주회: 스트라빈스키, 페트루슈카",서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-08-31,2024-08-31,2455,0
PF240292,"제137회 광주시립발레단 정기공연, DIVINE",무용(서양/한국무용),광주 예술의 전당 대극장,2024-05-24,2024-05-25,2441,0
PF256403,"기획초청 Pick크닉, 파랑새 & 전락",연극,국립극단 [명동] 명동예술극장,2025-02-08,2025-02-16,2433,2
PF232724,"국립심포니오케스트라, 음악의 얼굴 베를리오즈, 환상교향곡",서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-05-12,2024-05-12,2366,1
PF281245,"제262회 국립심포니오케스트라 정기연주회: 시벨리우스, 교향곡 2번",서양음악(클래식),예술의전당 [서울] 콘서트홀,2026-03-07,2026-03-07,2362,1
PF256784,"제260회 국립심포니오케스트라 정기연주회: 쇼스타코비치, 교향곡 11번",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-12-06,2025-12-06,2347,2
PF277428,서울시향 니콜라이 루간스키의 쇼팽 피아노 협주곡 1번 ①,서양음악(클래식),예술의전당 [서울] 콘서트홀,2026-02-12,2026-02-12,2333,0
PF258379,"국립오페라단 정기공연 한국현대오페라, 화전가",서양음악(클래식),예술의전당 [서울] 오페라극장,2025-10-25,2025-10-26,2332,0
PF277020,"누구나 클래식, 다니엘의 해설클래식: 차이콥스키와 발레음악 (11월)",서양음악(클래식),세종문화회관 세종대극장,2025-11-18,2025-11-18,2329,1
PF256779,"제254회 국립심포니오케스트라 정기연주회: 베토벤, 교향곡 9번 합창",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-02-16,2025-02-16,2316,1
PF256786,"제255회 국립심포니오케스트라 정기연주회: 베르디, 레퀴엠",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-03-09,2025-03-09,2305,1
PF259188,"대전시립무용단, 헨젤과 그레텔",무용(서양/한국무용),대전예술의전당 앙상블홀,2025-04-02,2025-04-05,2253,1
PF235055,"부산시립합창단, 피노키오와 파란마녀",뮤지컬,부산문화회관 대극장,2024-05-03,2024-05-04,2241,2
PF239323,서울시향과 유니세프가 함께하는 아주 특별한 콘서트,서양음악(클래식),이화여자대학교 대강당,2024-05-04,2024-05-04,2228,2
PF276885,"대전시립무용단, 춤으로 그리는 동화: 헨젤과 그레텔 [대전 (앵콜) ]",무용(서양/한국무용),대전예술의전당 앙상블홀,2025-12-17,2025-12-20,2216,0
PF225394,이상한 엄마 [전주],뮤지컬,한국소리문화의전당 모악당,2023-10-12,2023-10-14,2201,2
PF232740,"국립심포니오케스트라: 음악의 얼굴 드보르자크, 교향곡 7번",서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-07-21,2024-07-21,2197,1
PF253110,서울시향 얍 판 츠베덴과 김봄소리 ①,서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-10-01,2025-10-01,2185,1
PF253049,서울시향 얍 판 츠베덴과 이매뉴얼 액스 ①,서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-11-27,2025-11-27,2178,1
PF230598,"국립국악관현악단, 어린이 음악회 노래놀이: 별별땅땅",한국음악(국악),국립극장 하늘극장,2024-04-25,2024-05-05,2174,2
PF239546,"키즈 페스타 in 포항, 장수탕 선녀님 [포항]",뮤지컬,포항문화예술회관 대공연장,2024-05-24,2024-05-25,2159,0
PF277440,서울시향 필리프 조르당의 브루크너 교향곡 9번 ②,서양음악(클래식),예술의전당 [서울] 콘서트홀,2026-01-30,2026-01-30,2158,1
PF258512,"다담: 차, 이야기, 우리음악으로 행복해지는 시간",한국음악(국악),국립국악원 우면당,2025-02-26,2025-11-26,2140,0
PF230367,서울시향 얍 판 츠베덴의 환희의 송가,서양음악(클래식),롯데콘서트홀,2024-12-19,2024-12-20,2130,2
PF288478,"대전시립교향악단 디스커버리 시리즈3, EQ-UP 콘서트: 호두까기 인형",서양음악(클래식),대전예술의전당 아트홀,2026-04-29,2026-04-30,2127,0
PF252621,"국립극단 x 대전예술의전당 공동제작, 십이야 [대전]",연극,대전예술의전당 앙상블홀,2024-12-21,2024-12-27,2117,1
PF241947,"대전시립교향악단, 디스커버리 시리즈 6: EQ-UP 콘서트, 피터와 늑대",서양음악(클래식),대전예술의전당 아트홀,2024-06-27,2024-06-28,2102,0
PF259094,"예술의전당 교향악축제, 부천필하모닉오케스트라 (04.11)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-04-11,2025-04-11,2100,0
PF269552,제1회 전국 국공립무용단 전통춤 축제: 대한민국 전통춤 축제,무용(서양/한국무용),국립극장 해오름극장,2025-10-30,2025-10-31,2099,0
PF244872,매달린 집: 캐나다 희곡의 발견 [수원],연극,경기아트센터(구. 경기도문화의전당) 소극장,2024-08-31,2024-09-08,2068,0
PF245617,"기획초청 Pick크닉, 배소고지 이야기; 기억의 연못",연극,국립극단 [명동] 명동예술극장,2024-08-31,2024-09-08,2059,1
PF252417,"대전시립무용단, 옹고집전 [대전 (앵콜) ]",무용(서양/한국무용),대전예술의전당 앙상블홀,2024-12-04,2024-12-07,2033,0
PF259085,"예술의전당 교향악축제, 대전시립교향악단 (04.12)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-04-12,2025-04-12,2031,0
PF285045,"예술의전당 교향악축제, 인천시립교향악단 (04.04)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2026-04-04,2026-04-04,2007,0
PF217261,이상한 엄마 [포항],뮤지컬,포항문화예술회관 대공연장,2023-05-26,2023-05-27,2005,2
PF268948,정글북 [경남 진주],뮤지컬,경상남도문화예술회관 대공연장,2025-09-12,2025-09-13,2002,0
PF270295,"스쿨클래식, 해설이 있는 발레: 볼레로 [천안]",복합,천안예술의전당 대공연장,2025-07-10,2025-07-11,1977,0
PF256795,"제259회 국립심포니오케스트라 정기연주회: 브루크너, 교향곡 4번",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-11-01,2025-11-01,1968,1
PF235749,"한화와 함께하는 교향악축제: The Wave, 광주시립교향악단 (4.26)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-04-26,2024-04-26,1945,0
PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,1940,0
PF282294,"기획초청 Pick크닉, 셋톱박스",연극,국립극단 [명동] 명동예술극장,2026-01-23,2026-02-01,1938,2
PF289875,"제17회 경산시립극단 정기공연, 남매지: 연꽃으로 피어나",연극,경산시민회관 대강당,2026-04-30,2026-05-02,1938,2
PF250244,갯골의 여자들 [경산],연극,경산시민회관 대강당,2024-10-10,2024-10-12,1938,0
PF276931,"제16회 경산시립극단 정기공연: 효녀, 청이",뮤지컬,경산시민회관 대강당,2025-10-30,2025-11-01,1938,1
PF234022,제77회 부산시립극단 정기공연: 나혜석,연극,부산시민회관 대극장,2024-05-18,2024-06-01,1923,0
PF289463,"근대로 그림책 페스티벌, 장수탕 선녀님 [대구]",뮤지컬,봉산문화회관 가온홀,2026-05-02,2026-05-03,1922,2
PF265101,꽃의 비밀 [여수],연극,GS칼텍스 예울마루 대극장,2025-07-19,2025-07-20,1920,0
PF281241,"국립심포니오케스트라, 영화음악 콘서트: 할리우드 블록버스터",서양음악(클래식),예술의전당 [서울] 콘서트홀,2026-05-01,2026-05-01,1915,1
PF285087,"예술의전당 교향악축제, 춘천시립교향악단 (04.19)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2026-04-19,2026-04-19,1907,0
PF289258,"제55회 목멱예술제: 우리가락, 우리춤",한국음악(국악),국립국악원 예악당,2026-05-20,2026-05-22,1902,2
PF259082,"예술의전당 교향악축제, 강릉시립교향악단 (04.05)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-04-05,2025-04-05,1894,0
PF253117,서울시향 얍 판 츠베덴과 아우구스틴 하델리히 ②,서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-06-20,2025-06-20,1888,0
PF281247,"제261회 국립심포니오케스트라 정기연주회: 쇼스타코비치, 교향곡 1번",서양음악(클래식),예술의전당 [서울] 콘서트홀,2026-02-11,2026-02-11,1886,2
PF230413,서울시향 바실리 페트렌코의 드보르자크 교향곡 8번 ②,서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-06-21,2024-06-21,1883,1
PF280946,"제263회 국립심포니오케스트라 정기연주회: 거슈윈, 파리의 아메리카인",서양음악(클래식),예술의전당 [서울] 콘서트홀,2026-05-17,2026-05-17,1872,1
PF253095,서울시향 키릴 게르스타인의 브람스 피아노 협주곡 2번 ②,서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-05-24,2025-05-24,1861,0
PF253082,에드워드 가드너와 제임스 에네스 ①,서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-06-26,2025-06-26,1861,0
PF263656,꽃의 비밀 [제주],연극,제주아트센터 대극장,2025-05-16,2025-05-17,1851,1
PF253093,서울시향 드뷔시와 라벨 ①,서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-05-15,2025-05-15,1842,0
PF235671,"한화와 함께하는 교향악축제: The Wave, 인천시립교향악단 (4.28)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-04-28,2024-04-28,1835,0
PF263659,"광주시립합창단 기획연주회Ⅱ, 합창뮤지컬: 피터팬과 후크선장 [광주]",서양음악(클래식),광주 예술의 전당 대극장,2025-05-23,2025-05-24,1833,0
PF230415,서울시향 바실리 페트렌코의 드보르자크 교향곡 8번 ①,서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-06-20,2024-06-20,1830,0
PF230368,서울시향 크리스티안 테츨라프의 브람스 바이올린 협주곡 1,서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-09-05,2024-09-05,1826,1
PF230408,서울시향 얍 판 츠베덴과 토머스 햄프슨 ①,서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-03-28,2024-03-28,1825,0
PF235708,"한화와 함께하는 교향악축제: The Wave, 국립심포니오케스트라 (04.12)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-04-12,2024-04-12,1816,0
PF264555,"예술의전당 어린이 가족 페스티벌, 어린이무용 얍! 얍! 얍!",무용(서양/한국무용),예술의전당 [서울] 자유소극장,2025-07-18,2025-07-27,1814,2
PF268158,제622회 부산시립교향악단 정기연주회 [부산],서양음악(클래식),부산콘서트홀 콘서트홀,2025-07-10,2025-07-10,1812,0
PF259102,"예술의전당 교향악축제, 진주시립교향악단 (04.16)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-04-16,2025-04-16,1807,0
PF287003,제630회 부산시립교향악단 정기연주회 [부산],서양음악(클래식),부산콘서트홀 콘서트홀,2026-04-24,2026-04-24,1794,1
PF275167,제31회 전국시립소년소녀합창제,서양음악(클래식),인천문화예술회관 대공연장,2025-10-24,2025-10-25,1792,1
PF279404,제71회 순천시립극단 정기공연: 크리스마스 캐럴 [순천],뮤지컬,순천문화예술회관 대극장,2025-12-12,2025-12-13,1788,2
PF281310,"대구, 광주 달빛동맹 교류공연: 라 보엠 [대구]",서양음악(클래식),대구오페라하우스,2026-01-30,2026-01-31,1785,1
PF282168,"낙동아트센터 개관 페스티벌, 낙동의 첫울림: 낙동강 팡파레 & 말러 교향곡 8번 [부산]",서양음악(클래식),낙동아트센터 콘서트홀,2026-01-10,2026-01-11,1781,2
PF236724,제5회 경산시립교향악단 정기연주회,서양음악(클래식),천마아트센터 그랜드홀,2024-03-14,2024-03-14,1767,1
PF242002,"수성아트피아 명품시리즈 Ⅶ, 국립극단, 햄릿 [대구]",연극,수성아트피아 대극장 (대공연장) ,2024-08-16,2024-08-17,1764,0
PF248774,렛미플라이 [구미],뮤지컬,구미시문화예술회관 대공연장,2024-10-25,2024-10-26,1761,1
PF232741,"국립심포니오케스트라: 음악의 얼굴 쇼스타코비치, 교향곡 5번",서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-09-26,2024-09-26,1753,1
PF291526,가정의달 기념 국군교향악단 기획연주회,서양음악(클래식),롯데콘서트홀,2026-05-21,2026-05-21,1746,2
PF259086,"예술의전당 교향악축제, 수원시립교향악단 (04.04)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-04-04,2025-04-04,1734,0
PF287338,제33회 경산시립합창단 정기연주회: 동방의 빛,서양음악(클래식),천마아트센터 그랜드홀,2026-03-26,2026-03-26,1733,0
PF265719,경산시립교향악단 기획연주회: 작곡가시리즈 하이든,서양음악(클래식),천마아트센터 그랜드홀,2025-06-05,2025-06-05,1733,1
PF260260,제8회 경산시립교향악단 정기연주회,서양음악(클래식),천마아트센터 그랜드홀,2025-03-13,2025-03-13,1733,2
PF269311,제9회 경산시립교향악단 정기연주회: 페르귄트 & 세레하자데,서양음악(클래식),천마아트센터 그랜드홀,2025-07-24,2025-07-24,1733,1
PF239810,경산시립교향악단 기획연주회: 피터와 늑대,서양음악(클래식),천마아트센터 그랜드홀,2024-05-02,2024-05-02,1733,0
PF245095,제6회 경산시립교향악단 정기연주회: Mozart & Dvorak,서양음악(클래식),천마아트센터 그랜드홀,2024-07-25,2024-07-25,1732,1
PF285080,"예술의전당 교향악축제, 광주시립교향악단 (04.12)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2026-04-12,2026-04-12,1728,0
PF269558,"국립무용단, 거장의 숨결 Ⅱ: 김현자, 조흥동 [서울]",무용(서양/한국무용),국립극장 해오름극장,2025-12-20,2025-12-21,1722,1
PF259088,"예술의전당 교향악축제, 강남심포니오케스트라 (04.08)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-04-08,2025-04-08,1718,0
PF270834,"ASAC 우리 뮤지컬의 힘 11, 홍련 [안산]",뮤지컬,안산문화예술의전당 달맞이극장,2025-11-21,2025-11-22,1717,0
PF281937,제627회 부산시립교향악단 정기연주회 [부산],서양음악(클래식),부산콘서트홀 콘서트홀,2026-01-29,2026-01-29,1714,2
PF285092,"예술의전당 교향악축제, 부천필하모닉오케스트라 (04.05)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2026-04-05,2026-04-05,1714,0
PF261056,"국립현대무용단, 우리는 움직일 수밖에 없었다",무용(서양/한국무용),예술의전당 [서울] CJ 토월극장,2025-05-23,2025-05-25,1713,2
PF259101,"예술의전당 교향악축제, 전주시립교향악단 (04.13)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-04-13,2025-04-13,1702,0
PF232718,"국립심포니오케스트라, 음악의 얼굴 로드리고, 아랑후에스 기타 협주곡",서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-02-02,2024-02-02,1701,1
PF251953,"부산시립예술단 연합공연, 가마釜 뫼山",복합,부산문화회관 대극장,2024-12-12,2024-12-13,1672,1
PF285093,"예술의전당 교향악축제, 울산시립교향악단 (04.23)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2026-04-23,2026-04-23,1668,0
PF265123,오지게 재밌는 가시나들 [창원],뮤지컬,3.15아트센터 대극장,2025-07-04,2025-07-05,1650,2
PF235753,"한화와 함께하는 교향악축제: The Wave, 부천필하모닉오케스트라 (4.5)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-04-05,2024-04-05,1645,0
PF257538,SM CLASSICS LIVE with 서울시립교향악단 [예술의전당],서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-02-14,2025-02-14,1639,1
PF242268,제30회 경산시립합창단 정기연주회: 푸치니 서거 100주년,서양음악(클래식),천마아트센터 그랜드홀,2024-06-13,2024-06-13,1639,1
PF235758,"한화와 함께하는 교향악축제: The Wave, 제주특별자치도립 제주교향악단 (4.16)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-04-16,2024-04-16,1630,0
PF247150,"제14회 김해가야금축제, 김해시립가야금연주단 콘서트: 지금",한국음악(국악),김해문화의전당 마루홀,2024-09-06,2024-09-06,1626,0
PF278683,"국립오페라단, 피가로의 결혼 Le nozze di Figaro [군포]",서양음악(클래식),군포문화예술회관 수리홀,2025-12-26,2025-12-27,1623,2
PF230600,"국립오페라단 신년음악회: 큰 울림, 기쁜 소리",서양음악(클래식),국립극장 해오름극장,2024-01-05,2024-01-06,1623,1
PF285118,"예술의전당 교향악축제, 원주시립교향악단 (04.16)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2026-04-16,2026-04-16,1618,0
PF239600,"익산 브랜드 공연, WEST & EAST: 서쪽남자 & 동쪽여자",복합,익산예술의전당 대공연장,2024-05-04,2024-05-04,1615,1
PF285090,"예술의전당 교향악축제, 수원시립교향악단 (04.02)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2026-04-02,2026-04-02,1596,1
PF272413,"부산마루국제음악제 메인콘서트 Ⅳ, 제623회 부산시립교향악단 정기연주회: 소리, 승천",서양음악(클래식),부산콘서트홀 콘서트홀,2025-09-13,2025-09-13,1592,0
PF277413,서울시향 필리프 조르당의 브루크너 교향곡 9번 ①,서양음악(클래식),롯데콘서트홀,2026-01-29,2026-01-29,1582,0
PF270995,"광복80주년 기념음악회, 염원 [창원]",서양음악(클래식),성산아트홀 대극장,2025-08-14,2025-08-14,1570,0
PF268485,"꿈꾸는 예술학교, 토크오페라: 헨젤과 그레텔",서양음악(클래식),부산시민회관 대극장,2025-07-03,2025-07-04,1568,0
PF259091,"예술의전당 교향악축제, 인천시립교향악단 (04.02)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-04-02,2025-04-02,1566,0
PF271546,춤 스케치,무용(서양/한국무용),국립정동극장,2025-09-05,2025-09-27,1558,1
PF240616,삐노키오 [안동],연극,안동문화예술의전당 웅부홀,2024-08-29,2024-08-31,1558,1
PF264464,부산콘서트홀 개관 페스티벌: 하나를 위한 노래 Symphony No.9 of one,서양음악(클래식),부산콘서트홀 콘서트홀,2025-06-21,2025-06-21,1556,1
PF251749,"제91회 인천시립무용단 정기공연, Water Castle 토끼탈출기",무용(서양/한국무용),국립극장 해오름극장,2024-12-06,2024-12-07,1553,0
PF286542,제200회 창원시립합창단 정기연주회: 모차르트 탄생 270주년 기념 오페라 갈라콘서트 [창원],서양음악(클래식),성산아트홀 대극장,2026-03-26,2026-03-26,1553,0
PF288006,"제61회 대구시립극단 정기공연: 첫사랑, 1919년 [대구]",연극,대구문화예술회관 비슬홀,2026-04-29,2026-05-09,1551,2
PF259098,"예술의전당 교향악축제, 부산시립교향악단 (04.17)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-04-17,2025-04-17,1550,1
PF273996,제61회 인천 시민의 날 & IFEZ 개청 22주년 기념음악회,복합,아트센터 인천 콘서트홀,2025-10-15,2025-10-15,1534,1
PF261746,제620회 부산시립교향악단 정기연주회: New World [부산],서양음악(클래식),부산콘서트홀 콘서트홀,2025-05-23,2025-05-23,1513,0
PF257532,"대전시립합창단 기획연주회Ⅰ, 어린이음악회: 토끼야, 수궁가자!",서양음악(클래식),대전예술의전당 앙상블홀,2025-02-19,2025-02-21,1513,0
PF244388,원더매직의 오리지널 과학마술콘서트 [함안],서커스/마술,함안문화예술회관 대공연장,2024-08-31,2024-08-31,1512,0
PF235685,"한화와 함께하는 교향악축제: The Wave, 춘천시립교향악단 (4.18)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-04-18,2024-04-18,1510,0
PF250433,"세상에서 가장 아름다운 오페라, 라 보엠 [의정부]",서양음악(클래식),의정부예술의전당 대극장,2024-11-23,2024-11-24,1509,0
PF275832,단심 (單沈) PURE HEART [경주],무용(서양/한국무용),경주세계문화엑스포 문화센터공연장,2025-10-31,2025-11-04,1502,0
PF278975,제626회 부산시립교향악단 정기연주회 [부산],서양음악(클래식),부산콘서트홀 콘서트홀,2025-12-12,2025-12-12,1493,0
PF234086,"대전시립합창단, 기획연주회 1: 아기코끼리 바바",서양음악(클래식),대전예술의전당 앙상블홀,2024-02-15,2024-02-17,1488,0
PF285928,"광주시립발레단 기획공연, 발레살롱콘서트 Ⅰ. 잠자는 숲속의 미녀",무용(서양/한국무용),빛고을시민문화관 공연장,2026-03-27,2026-03-28,1484,0
PF259100,"예술의전당 교향악축제, 광주시립교향악단 (04.03)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-04-03,2025-04-03,1477,1
PF270828,"수원시립공연단 광복 80주년 특별기획공연, 향화",뮤지컬,수원SK아트리움 대공연장,2025-09-05,2025-09-07,1475,2
PF281857,"광주시립국악관현악단 특별기획연주회, 1229 여객기참사 추모음악회: 진혼, 기억",한국음악(국악),광주 예술의 전당 대극장,2025-12-26,2025-12-26,1466,0
PF269482,"광주시립오페라단, 달빛동맹 교류공연: 안드레아 셰니에",서양음악(클래식),광주 예술의 전당 대극장,2025-08-29,2025-08-30,1464,2
PF266169,제145회 강릉시립교향악단 정기연주회,서양음악(클래식),강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,2025-07-04,2025-07-05,1459,0
PF260909,"서울시립교향악단, 우리동네 음악회",서양음악(클래식),강동아트센터 대극장 한강,2025-03-27,2025-03-27,1457,2
PF235715,"한화와 함께하는 교향악축제: The Wave, 전주시립교향악단 (04.11)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-04-11,2024-04-11,1454,0
PF277659,"과천시립교향악단 콘서트시리즈 5, Symphony No.2 Resurrection [과천]",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-11-12,2025-11-12,1447,1
PF256589,"제430회 인천시립교향악단 정기연주회, 클래식 에센스 Ⅱ",서양음악(클래식),아트센터 인천 콘서트홀,2025-02-22,2025-02-22,1440,0
PF288117,광주시립합창단 기획연주회 Ⅰ. 미취학 아동을 위한 음악회: 칭구야~노올~자 [광주],서양음악(클래식),광주 예술의 전당 소극장,2026-04-16,2026-04-18,1437,0
PF232864,제380회 광주시립교향악단 정기연주회: 신년음악회 Festival,서양음악(클래식),전남대학교 민주마루홀,2024-01-16,2024-01-17,1437,0
PF233731,제381회 광주시립교향악단 정기연주회: No.2,서양음악(클래식),광주 예술의 전당 대극장,2024-02-24,2024-02-24,1434,0
PF279096,"서울발레시어터, 호두까기 인형 [제주]",무용(서양/한국무용),서귀포예술의전당 대극장,2025-12-05,2025-12-06,1422,2
PF268916,제146회 강릉시립교향악단 정기연주회,서양음악(클래식),강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,2025-08-08,2025-08-09,1417,0
PF274122,"제15회 김해가야금축제, 김해시립가야금연주단 콘서트: 지금 知琴",한국음악(국악),김해문화의전당 마루홀,2025-09-25,2025-09-25,1417,0
PF256613,"제429회 인천시립교향악단 정기연주회, 클래식 에센스 Ⅰ",서양음악(클래식),아트센터 인천 콘서트홀,2025-02-15,2025-02-15,1416,0
PF256787,"제256회 국립심포니오케스트라 정기연주회: 프로코피예프, 교향곡 5번",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-06-13,2025-06-13,1414,1
PF235686,"한화와 함께하는 교향악축제: The Wave, 과천시립교향악단 (4.24)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-04-24,2024-04-24,1410,0
PF265865,"제435회 인천시립교향악단 정기연주회, 클래식 헤리티지 오브 인천: 빛과 그림자",서양음악(클래식),아트센터 인천 콘서트홀,2025-07-11,2025-07-11,1408,0
PF278769,창원시립예술단 송년음악회,서양음악(클래식),성산아트홀 대극장,2025-12-23,2025-12-23,1400,2
PF285993,"부여군충남국악단의 토요상설 국악공연, 유종지미: 끝맺음의 아름다움 [부여]",한국음악(국악),부여국악의전당,2026-03-07,2026-10-31,1399,0
PF259103,"예술의전당 교향악축제, 제주특별자치도립제주교향악단 (04.15)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-04-15,2025-04-15,1399,0
PF257789,SM CLASSICS LIVE with 서울시립교향악단 [롯데콘서트홀],서양음악(클래식),롯데콘서트홀,2025-02-15,2025-02-15,1389,2
PF245219,"제612회 부산시립교향악단 정기연주회: Prelude, 부산마루국제음악제 메인콘서트 Ⅳ",서양음악(클래식),부산문화회관 대극장,2024-09-06,2024-09-06,1386,1
