perf_id,title,genre,perf_start_date,perf_end_date,venue_name,runtime_min,company_id,total_ticket_sales_qty,season_match_status,work_group_key,season_rank,actual_group_size,runtime_missing
PF226540,마리 퀴리,뮤지컬,2023-11-24,2024-02-18,홍익대 대학로 아트센터 대극장,150.0,FC001208,32640,matched,마리 퀴리::cast0,2.0,2,False
PF278512,"국립발레단, 호두까기인형 [서울 서초]",무용(서양/한국무용),2025-12-13,2025-12-25,예술의전당 [서울] 오페라극장,120.0,FC000001,30602,unmatched,,,1,False
PF285931,"제209회 국립발레단 정기공연, 백조의 호수",무용(서양/한국무용),2026-04-07,2026-04-12,예술의전당 [서울] 오페라극장,145.0,FC000001,13279,unmatched,,,1,False
PF279311,"국립극단, 반야 아재",연극,2026-05-22,2026-05-31,국립극장 해오름극장,130.0,FC000003,13060,unmatched,,,1,False
PF233608,"서울시뮤지컬단, 다시, 봄",뮤지컬,2024-05-08,2024-06-07,LG아트센터 서울 U+ 스테이지,80.0,FC003045,12818,unmatched,,,1,False
PF275402,"국립발레단, 지젤 [서울]",무용(서양/한국무용),2025-11-12,2025-11-16,예술의전당 [서울] 오페라극장,120.0,FC000001,11778,matched,국립발레단 지젤::국립발레단,5.0,3,False
PF269536,"조씨고아, 복수의 씨앗",연극,2025-11-21,2025-11-30,국립극장 해오름극장,150.0,FC000003,11600,matched,조씨고아 복수의 씨앗::(재) 국립극단,6.0,1,False
PF252606,사일런트 스카이,연극,2024-11-29,2024-12-28,국립극단 [명동] 명동예술극장,120.0,FC000005,10661,unmatched,,,1,False
PF249752,"국립발레단, 라 바야데르",무용(서양/한국무용),2024-10-30,2024-11-03,예술의전당 [서울] 오페라극장,160.0,FC000001,10279,unmatched,,,1,False
PF257641,해리 포터와 혼혈 왕자 인 콘서트,서양음악(클래식),2025-05-16,2025-05-18,세종문화회관 세종대극장,147.0,FC000020,10037,unmatched,,,1,False
PF257640,"서울시무용단, One Dance: 일무",무용(서양/한국무용),2025-08-21,2025-08-24,세종문화회관 세종대극장,65.0,FC000020,9842,unmatched,,,1,False
PF253954,"국립극단, 그의 어머니",연극,2025-04-02,2025-04-19,국립극장 달오름극장,105.0,FC000003,9304,unmatched,,,1,False
PF238095,"서울예술단, 천 개의 파랑",뮤지컬,2024-05-12,2024-05-26,예술의전당 [서울] CJ 토월극장,140.0,FC000001,9244,matched,서울예술단 천 개의 파랑::(재)서울예술단,1.0,3,False
PF256158,토요명품,한국음악(국악),2025-01-04,2025-12-27,국립국악원 우면당,80.0,FC000009,9153,unmatched,,,1,False
PF251909,맥베스 [서울],뮤지컬,2024-12-12,2024-12-29,세종문화회관 세종M씨어터,100.0,FC000020,8883,unmatched,,,1,False
PF237184,"국립극단, 스카팽 [서울]",연극,2024-04-12,2024-05-06,국립극단 [명동] 명동예술극장,120.0,FC000005,8519,matched,국립극단 스카팽::(재) 국립극단,1.0,5,False
PF258755,"국립극단, 만선",연극,2025-03-06,2025-03-30,국립극단 [명동] 명동예술극장,110.0,FC000005,8515,unmatched,,,1,False
PF261034,"제204회 국립발레단 정기공연, 카멜리아 레이디",무용(서양/한국무용),2025-05-07,2025-05-11,예술의전당 [서울] 오페라극장,170.0,FC000001,8218,unmatched,,,1,False
PF239415,"국립발레단, 돈키호테",무용(서양/한국무용),2024-06-05,2024-06-09,예술의전당 [서울] 오페라극장,125.0,FC000001,8218,matched,국립발레단 돈키호테::국립발레단,2.0,3,False
PF257900,"서울시극단, 퉁소소리",연극,2025-09-05,2025-09-28,세종문화회관 세종M씨어터,150.0,FC000020,8146,matched,서울시극단 퉁소소리::서울시극단,2.0,2,False
PF234341,다윈 영의 악의 기원,뮤지컬,2024-03-08,2024-03-24,예술의전당 [서울] CJ 토월극장,165.0,FC000001,8125,matched,다윈 영의 악의 기원::(재)서울예술단,4.0,1,False
PF257899,"서울시오페라단, 아이다",서양음악(클래식),2025-11-13,2025-11-16,세종문화회관 세종대극장,170.0,FC000020,8070,unmatched,,,1,False
PF286730,"국립극단, 그의 어머니 Mother of Him [서울]",연극,2026-04-16,2026-05-17,국립극단 [명동] 명동예술극장,155.0,FC000005,7933,unmatched,,,1,False
PF266067,"제206회 국립발레단 정기공연, 인어공주",무용(서양/한국무용),2025-08-13,2025-08-17,예술의전당 [서울] 오페라극장,140.0,FC000001,7601,unmatched,,,1,False
PF253992,"서울예술단, 천 개의 파랑",뮤지컬,2025-02-22,2025-03-07,국립극장 해오름극장,165.0,FC000003,7587,matched,서울예술단 천 개의 파랑::(재)서울예술단,2.0,3,False
PF284314,"국립극단, 삼매경",연극,2026-03-12,2026-04-05,국립극단 [명동] 명동예술극장,120.0,FC000005,7521,unmatched,,,1,False
PF233718,해리 포터와 불사조 기사단™ 인 콘서트,서양음악(클래식),2024-05-11,2024-05-12,세종문화회관 세종대극장,178.0,FC000020,7494,unmatched,,,1,False
PF242516,"국립극단, 햄릿",연극,2024-07-05,2024-07-29,국립극단 [명동] 명동예술극장,135.0,FC000005,7476,unmatched,,,1,False
PF286496,"국립정동극장 예술단, 광대",한국음악(국악),2026-04-03,2026-05-30,국립정동극장,80.0,FC000006,7450,unmatched,,,1,False
PF264966,"국립극단, 십이야",연극,2025-06-12,2025-07-06,국립극단 [명동] 명동예술극장,120.0,FC000005,7443,matched,국립극단 십이야::(재) 국립극단,1.0,2,False
PF277653,정선아리랑 토요상설공연: 뗏꾼,한국음악(국악),2025-04-05,2025-11-22,정선아리랑센터 아리랑홀,70.0,FC002264,7176,unmatched,,,1,False
PF257522,해리 포터와 죽음의 성물 Part 1 인 콘서트,서양음악(클래식),2025-10-24,2025-10-26,세종문화회관 세종대극장,169.0,FC000020,7121,unmatched,,,1,False
PF287859,"서울예술단, 나빌레라 [서울 서초]",뮤지컬,2026-05-02,2026-05-17,예술의전당 [서울] CJ 토월극장,140.0,FC000001,6935,matched,서울예술단 나빌레라::(재)서울예술단,1.0,2,False
PF257897,"서울시뮤지컬단, 더 퍼스트 그레잇쇼",뮤지컬,2025-05-29,2025-06-15,세종문화회관 세종M씨어터,140.0,FC000020,6847,unmatched,,,1,False
PF262726,"국립극단, 헤다 가블러",연극,2025-05-16,2025-06-01,국립극단 [명동] 명동예술극장,160.0,FC000005,6780,matched,국립극단 헤다 가블러::국립극단,1.0,2,False
PF253959,"국립창극단, 베니스의 상인들",한국음악(국악),2025-06-07,2025-06-14,국립극장 해오름극장,170.0,FC000003,6728,unmatched,,,1,False
PF233617,"서울시무용단, 일무",무용(서양/한국무용),2024-05-16,2024-05-19,세종문화회관 세종대극장,80.0,FC000020,6479,matched,서울시무용단 일무::(재)세종문화회관,1.0,1,False
PF278396,"국립극단, 태풍",연극,2025-12-04,2025-12-28,국립극단 [명동] 명동예술극장,130.0,FC000005,6430,unmatched,,,1,False
PF263022,단심,무용(서양/한국무용),2025-05-08,2025-06-28,국립정동극장,75.0,FC000006,6394,unmatched,,,1,False
PF236821,"국립발레단, 인어공주",무용(서양/한국무용),2024-05-01,2024-05-05,예술의전당 [서울] 오페라극장,140.0,FC000001,6375,unmatched,,,1,False
PF245054,금란방,뮤지컬,2024-08-29,2024-09-28,국립극장 하늘극장,120.0,FC000003,6343,matched,금란방|(재)서울예술단::(재)서울예술단,4.0,3,False
PF282148,"서울시극단, 빅 마더",연극,2026-03-30,2026-04-26,세종문화회관 세종M씨어터,100.0,FC000020,6213,unmatched,,,1,False
PF233715,토스카,서양음악(클래식),2024-09-05,2024-09-08,세종문화회관 세종대극장,120.0,FC000020,6088,unmatched,,,1,False
PF260777,"윤동주, 달을 쏘다.",뮤지컬,2025-05-09,2025-05-18,예술의전당 [서울] CJ 토월극장,145.0,FC000001,5932,matched,윤동주 달을 쏘다.::(재)서울예술단,5.0,1,False
PF258358,국립오페라단 정기공연 오페라: 피가로의 결혼,서양음악(클래식),2025-03-20,2025-03-23,예술의전당 [서울] 오페라극장,180.0,FC000001,5930,unmatched,,,1,False
PF279879,제142회 광주시립발레단 정기공연: 호두까기 인형 [광주],무용(서양/한국무용),2025-12-19,2025-12-21,광주 예술의 전당 대극장,120.0,FC000233,5748,unmatched,,,1,False
PF257631,파우스트,서양음악(클래식),2025-04-10,2025-04-13,세종문화회관 세종대극장,170.0,FC000020,5743,unmatched,,,1,False
PF233744,"서울시오페라단, 라 트라비아타",서양음악(클래식),2024-04-25,2024-04-28,세종문화회관 세종대극장,150.0,FC000020,5738,unmatched,,,1,False
PF239993,"국립극단, 활화산",연극,2024-05-24,2024-06-17,국립극단 [명동] 명동예술극장,150.0,FC000005,5661,unmatched,,,1,False
PF258352,국립오페라단 정기공연 오페라: 트리스탄과 이졸데,서양음악(클래식),2025-12-04,2025-12-07,예술의전당 [서울] 오페라극장,360.0,FC000001,5655,unmatched,,,1,False
PF274915,"국립극단, 안트로폴리스 Ⅱ: 라이오스",연극,2025-11-06,2025-11-22,국립극단 [명동] 명동예술극장,95.0,FC000005,5488,unmatched,,,1,False
PF279106,토장군을 찾아라! [부산],뮤지컬,2026-05-02,2026-07-25,부산문화회관 사랑채극장 (소극장) ,70.0,FC000167,5488,matched,토장군을 찾아라!::cast1,4.0,1,False
PF260893,"국립극단 청소년극, 록산느를 위한 발라드",연극,2025-04-10,2025-04-27,국립극단 [명동] 명동예술극장,105.0,FC000005,5471,unmatched,,,1,False
PF235661,"국립오페라단, 탄호이저",서양음악(클래식),2024-10-17,2024-10-20,예술의전당 [서울] 오페라극장,250.0,FC000001,5370,unmatched,,,1,False
PF234724,"국립발레단, 백조의 호수",무용(서양/한국무용),2024-03-27,2024-03-31,LG아트센터 서울 LG SIGNATURE 홀,145.0,FC003045,5319,matched,국립발레단 백조의 호수::국립발레단,1.0,1,False
PF273634,전우치 [서울],뮤지컬,2025-10-25,2025-11-02,예술의전당 [서울] CJ 토월극장,110.0,FC000001,5287,matched,전우치|(재)서울예술단::(재)서울예술단,1.0,2,False
PF273651,"국립극단, 안트로폴리스 Ⅰ: 프롤로그/디오니소스",연극,2025-10-10,2025-10-26,국립극단 [명동] 명동예술극장,180.0,FC000005,5071,unmatched,,,1,False
PF258347,국립오페라단 정기공연 오페라: 세 개의 오렌지에 대한 사랑,서양음악(클래식),2025-06-26,2025-06-29,예술의전당 [서울] 오페라극장,150.0,FC000001,4990,unmatched,,,1,False
PF260917,The Rising World: 물의 정령,서양음악(클래식),2025-05-25,2025-05-31,예술의전당 [서울] 오페라극장,140.0,FC000001,4912,unmatched,,,1,False
PF281481,토요명품,한국음악(국악),2026-01-03,2026-12-26,국립국악원 우면당,80.0,FC000009,4883,unmatched,,,1,False
PF259032,토요국악동화,한국음악(국악),2025-03-08,2025-12-27,국립국악원 풍류사랑방,60.0,FC000009,4877,unmatched,,,1,False
PF235664,"국립오페라단, 한여름 밤의 꿈",서양음악(클래식),2024-04-11,2024-04-14,예술의전당 [서울] 오페라극장,150.0,FC000001,4818,unmatched,,,1,False
PF233740,"서울시극단, 퉁소소리",연극,2024-11-11,2024-11-27,세종문화회관 세종M씨어터,,FC000020,4799,matched,서울시극단 퉁소소리::서울시극단,1.0,2,True
PF267416,삼매경,연극,2025-07-17,2025-08-03,국립극단 [명동] 명동예술극장,120.0,FC000005,4789,unmatched,,,1,False
PF257633,"서울시극단, 코믹 (Com!que)",연극,2025-03-28,2025-04-20,세종문화회관 세종M씨어터,100.0,FC000020,4691,unmatched,,,1,False
PF230605,"국립창극단, 만신: 페이퍼 샤먼",한국음악(국악),2024-06-26,2024-06-30,국립극장 해오름극장,150.0,FC000003,4651,unmatched,,,1,False
PF257898,"서울시극단, 유령",연극,2025-05-30,2025-06-22,세종문화회관 세종S씨어터,100.0,FC000020,4520,unmatched,,,1,False
PF257901,"서울시극단, 트랩",연극,2025-11-07,2025-11-30,세종문화회관 세종S씨어터,90.0,FC000020,4403,matched,서울시극단 트랩::서울시극단,2.0,2,False
PF235657,"국립오페라단, 죽음의 도시",서양음악(클래식),2024-05-23,2024-05-26,예술의전당 [서울] 오페라극장,150.0,FC000001,4401,matched,국립오페라단 죽음의 도시::국립오페라단,1.0,3,False
PF234671,"대전시립연정국악단, 토요국악",한국음악(국악),2024-03-09,2024-11-23,대전시립연정국악원 작은마당,60.0,FC001415,4382,unmatched,,,1,False
PF254412,"제139회 광주시립발레단 정기공연, 호두까기 인형",무용(서양/한국무용),2024-12-20,2024-12-21,광주 예술의 전당 대극장,125.0,FC000233,4377,unmatched,,,1,False
PF233688,"서울시극단, 욘 (John)",연극,2024-03-29,2024-04-21,세종문화회관 세종M씨어터,100.0,FC000020,4371,unmatched,,,1,False
PF247764,"국립극단, 간과 강",연극,2024-09-27,2024-10-19,국립극단 [명동] 명동예술극장,110.0,FC000005,4368,unmatched,,,1,False
PF253951,"국립무용단, 미인",무용(서양/한국무용),2025-04-03,2025-04-06,국립극장 해오름극장,60.0,FC000003,4238,unmatched,,,1,False
PF213114,회란기,연극,2023-03-10,2023-04-02,두산아트센터 연강홀,110.0,FC000402,4222,matched,회란기|극공작소 마방진::극공작소 마방진,1.0,2,False
PF289865,"국립 어린이 청소년 극단, 노란 달",연극,2026-05-28,2026-06-14,국립극단 [명동] 명동예술극장,90.0,FC000005,4210,unmatched,,,1,False
PF279358,"국립창극단, 보허자: 허공을 걷는 자",한국음악(국악),2026-03-19,2026-03-29,국립극장 달오름극장,110.0,FC000003,4199,unmatched,,,1,False
PF285068,국립오페라단 정기공연: 베르테르,서양음악(클래식),2026-04-23,2026-04-26,예술의전당 [서울] 오페라극장,150.0,FC000001,4195,unmatched,,,1,False
PF235656,"국립오페라단, 서부의 아가씨",서양음악(클래식),2024-12-05,2024-12-08,예술의전당 [서울] 오페라극장,150.0,FC000001,4128,unmatched,,,1,False
PF269547,"국립창극단, 심청 [서울]",한국음악(국악),2025-09-03,2025-09-06,국립극장 해오름극장,150.0,FC000003,4084,unmatched,,,1,False
PF286899,연희판판,한국음악(국악),2026-04-04,2026-10-31,국립국악원 연희마당,90.0,FC000009,4047,unmatched,,,1,False
PF245515,변강쇠 점 찍고 옹녀 [서울],한국음악(국악),2024-09-05,2024-09-15,국립극장 달오름극장,125.0,FC000003,4025,matched,변강쇠 점 찍고 옹녀::(재)국립극장진흥재단,4.0,1,False
PF235602,더 북 [수원],뮤지컬,2024-03-09,2024-04-28,정조테마공연장,60.0,FC003664,3973,unmatched,,,1,False
PF234025,"부산시립극단, 신데렐라: 너의 뜻대로",뮤지컬,2024-09-07,2024-10-12,부산문화회관 사랑채극장 (소극장) ,75.0,FC000167,3967,matched,부산시립극단 신데렐라: 너의 뜻대로::부산시립극단,1.0,3,False
PF233592,"서울시뮤지컬단, 더 트라이브 (THE TRIBE)",뮤지컬,2024-04-17,2024-05-05,세종문화회관 세종S씨어터,100.0,FC000020,3904,matched,서울시뮤지컬단 더 트라이브::서울시뮤지컬단,1.0,1,False
PF230602,"국립창극단, 리어",한국음악(국악),2024-03-29,2024-04-07,국립극장 달오름극장,180.0,FC000003,3877,matched,국립창극단 리어::국립창극단,2.0,1,False
PF221326,이상한 엄마 [여수],뮤지컬,2023-09-14,2023-09-16,GS칼텍스 예울마루 대극장,60.0,FC000826,3853,unmatched,,,1,False
PF234482,"서울시극단, 트랩 (Trap)",연극,2024-09-27,2024-10-20,세종문화회관 세종S씨어터,100.0,FC000020,3632,matched,서울시극단 트랩::서울시극단,1.0,2,False
PF273739,서편제; The Original [서울],뮤지컬,2025-10-17,2025-11-09,국립정동극장,150.0,FC000006,3625,unmatched,,,1,False
PF269008,달샤베트 [구미],뮤지컬,2025-09-06,2025-09-07,구미시문화예술회관 대공연장,60.0,FC000518,3596,unmatched,,,1,False
PF225545,호수 위 우주 [충주],복합,2023-09-21,2023-09-24,탄금호 국제조정경기장,60.0,FC003572,3547,matched,호수 위 우주::cast0,1.0,2,False
PF269586,"국립창극단, 이날치傳",한국음악(국악),2025-11-21,2025-11-29,국립극장 달오름극장,150.0,FC000003,3418,matched,국립창극단 이날치::국립창극단,3.0,3,False
PF269545,"국립무용단, 사자의 서 [서울]",무용(서양/한국무용),2025-09-17,2025-09-20,국립극장 해오름극장,65.0,FC000003,3411,matched,국립무용단 사자의 서::국립무용단,3.0,3,False
PF288091,반달의 꿈 [의정부],뮤지컬,2026-05-07,2026-05-09,의정부예술의전당 대극장,80.0,FC000019,3398,matched,반달의 꿈::(재)의정부문화재단 (의정부예술의전당),2.0,1,False
PF277458,서울시향 얍 판 츠베덴의 말러 교향곡 6번: 비극적,서양음악(클래식),2026-03-19,2026-03-20,롯데콘서트홀,80.0,FC001513,3317,unmatched,,,1,False
PF272998,제141회 광주시립발레단 정기공연: 해적 [광주],무용(서양/한국무용),2025-09-26,2025-09-27,광주 예술의 전당 대극장,120.0,FC000233,3285,unmatched,,,1,False
PF230615,"국립무용단, 사자의 서",무용(서양/한국무용),2024-04-25,2024-04-27,국립극장 해오름극장,70.0,FC000003,3223,unmatched,,,1,False
PF251707,"국립발레단, 호두까기인형 [전주]",무용(서양/한국무용),2024-12-06,2024-12-07,한국소리문화의전당 모악당,120.0,FC000477,3177,unmatched,,,1,False
PF253976,"국립창극단 보허자, 허공을 걷는 자",한국음악(국악),2025-03-13,2025-03-20,국립극장 달오름극장,,FC000003,3104,unmatched,,,1,True
PF245490,"국립창극단, 이날치傳",한국음악(국악),2024-11-14,2024-11-21,국립극장 달오름극장,100.0,FC000003,3074,matched,국립창극단 이날치::국립창극단,1.0,3,False
PF249683,"제138회 광주시립발레단 정기공연, 코펠리아",무용(서양/한국무용),2024-10-18,2024-10-19,광주 예술의 전당 대극장,140.0,FC000233,3042,unmatched,,,1,False
PF271681,"국립극단, 젤리피쉬",연극,2025-09-12,2025-09-21,국립극단 [명동] 명동예술극장,145.0,FC000005,3013,unmatched,,,1,False
PF230597,"국립오페라단, 알제리의 이탈리아 여인",서양음악(클래식),2024-02-22,2024-02-25,국립극장 해오름극장,165.0,FC000003,3009,unmatched,,,1,False
PF232093,서울시향 신년 음악회,서양음악(클래식),2024-01-05,2024-01-05,세종문화회관 세종대극장,95.0,FC000020,2994,unmatched,,,1,False
PF263156,"부산시립극단, 신데렐라: 너의 뜻대로",뮤지컬,2025-06-06,2025-07-06,부산문화회관 사랑채극장 (소극장) ,75.0,FC000167,2966,matched,부산시립극단 신데렐라: 너의 뜻대로::부산시립극단,2.0,3,False
PF241938,"제18회 DIMF 공식초청작, 미싱링크 [대구]",뮤지컬,2024-07-03,2024-07-07,대구문화예술회관 팔공홀,165.0,FC000191,2962,unmatched,,,1,False
PF245533,"국립무용단, 행 +- (행 플러스 마이너스)",무용(서양/한국무용),2024-08-29,2024-09-01,국립극장 해오름극장,60.0,FC000003,2900,unmatched,,,1,False
PF256447,"기획초청 Pick크닉, 유원",연극,2025-01-24,2025-02-02,국립극단 [명동] 명동예술극장,105.0,FC000005,2897,unmatched,,,1,False
PF248685,장수탕 선녀님 [전주],뮤지컬,2024-10-17,2024-10-19,한국소리문화의전당 모악당,60.0,FC000477,2882,matched,장수탕 선녀님::할리퀸크리에이션즈(주),42.0,5,False
PF277461,서울시향 얍 판 츠베덴의 브루크너 교향곡 4번,서양음악(클래식),2026-04-02,2026-04-03,롯데콘서트홀,120.0,FC001513,2873,unmatched,,,1,False
PF242464,아가사 [고양],뮤지컬,2024-07-27,2024-07-28,고양아람누리 아람극장,135.0,FC000127,2858,matched,아가사|::cast1,1.0,4,False
PF279354,"국립무용단, 귀향",무용(서양/한국무용),2026-04-23,2026-04-26,국립극장 해오름극장,70.0,FC000003,2845,unmatched,,,1,False
PF257894,"서울시발레단, 요한 잉거: 워킹 매드 & 블리스",무용(서양/한국무용),2025-05-09,2025-05-18,세종문화회관 세종M씨어터,90.0,FC000020,2842,unmatched,,,1,False
PF233685,"서울시극단, 연안지대 (Littoral)",연극,2024-06-14,2024-06-30,세종문화회관 세종S씨어터,120.0,FC000020,2838,unmatched,,,1,False
PF272813,"국립발레단, 호두까기인형 [세종]",무용(서양/한국무용),2025-12-02,2025-12-03,세종예술의전당 대공연장,120.0,FC002877,2821,matched,국립발레단 호두까기인형::국립발레단,7.0,3,False
PF279306,"국립국악관현악단, 어린이 음악회: 신나락 만나락",한국음악(국악),2026-04-22,2026-05-05,국립극장 하늘극장,60.0,FC000003,2782,unmatched,,,1,False
PF250417,라 트라비아타,서양음악(클래식),2024-11-23,2024-11-24,예술의전당 [서울] 오페라극장,160.0,FC000001,2759,unmatched,,,1,False
PF253053,서울시향 얍 판 츠베덴의 말러 교향곡 7번,서양음악(클래식),2025-02-20,2025-02-21,롯데콘서트홀,80.0,FC001513,2757,unmatched,,,1,False
PF232367,"국립발레단, 백조의 호수 [부산]",무용(서양/한국무용),2024-03-15,2024-03-16,부산시민회관 대극장,145.0,FC000497,2755,matched,국립발레단 백조의 호수::(재)국립발레단,1.0,2,False
PF240595,"경산시립극단, 원효와 요석",뮤지컬,2024-05-10,2024-05-11,천마아트센터 그랜드홀,110.0,FC001337,2702,unmatched,,,1,False
PF262183,"ACC 퍼니, 천개의 파랑",뮤지컬,2025-05-30,2025-05-31,국립아시아문화전당 극장1,175.0,FC001270,2702,unmatched,,,1,False
PF253113,서울시향 얍 판 츠베덴과 박재홍,서양음악(클래식),2025-09-25,2025-09-26,롯데콘서트홀,110.0,FC001513,2680,unmatched,,,1,False
PF250884,"국립발레단, 호두까기인형 [천안]",무용(서양/한국무용),2024-11-23,2024-11-24,천안예술의전당 대공연장,120.0,FC001383,2680,matched,국립발레단 호두까기인형::국립발레단,4.0,3,False
PF270404,로제타,연극,2025-08-23,2025-08-31,국립극단 [명동] 명동예술극장,100.0,FC000005,2661,matched,로제타|국립아시아문화전당::국립아시아문화전당,1.0,2,False
PF260121,"부여군충남국악단, 토요상설 국악공연",한국음악(국악),2025-03-01,2025-10-25,부여국악의전당,60.0,FC000428,2578,unmatched,,,1,False
PF253099,"서울시향 림스키코르사코프, 셰에라자드",서양음악(클래식),2025-09-04,2025-09-05,롯데콘서트홀,95.0,FC001513,2574,unmatched,,,1,False
PF253097,서울시향 롱 유의 라흐마니노프 교향적 무곡,서양음악(클래식),2025-04-10,2025-04-11,롯데콘서트홀,80.0,FC001513,2561,unmatched,,,1,False
PF264452,"부산 콘서트홀 개관 페스티벌: 사랑으로 부르는 자유, 피델리오 [부산]",서양음악(클래식),2025-06-27,2025-06-28,부산콘서트홀 콘서트홀,135.0,FC004296,2552,unmatched,,,1,False
PF265251,정글북 [안동],뮤지컬,2025-10-24,2025-10-25,안동문화예술의전당 웅부홀,85.0,FC000537,2550,matched,정글북|::cast2,24.0,2,False
PF235597,"국립현대무용단, 정글",무용(서양/한국무용),2024-04-11,2024-04-14,예술의전당 [서울] CJ 토월극장,60.0,FC000001,2537,matched,국립현대무용단 정글::국립현대무용단,2.0,3,False
PF281719,"국립발레단, 백조의 호수 [부산]",무용(서양/한국무용),2026-03-19,2026-03-20,부산시민회관 대극장,145.0,FC000497,2531,unmatched,,,1,False
PF259097,"예술의전당 교향악축제, 국립심포니오케스트라 (04.10)",서양음악(클래식),2025-04-10,2025-04-10,예술의전당 [서울] 콘서트홀,120.0,FC000001,2504,unmatched,,,1,False
PF233056,"서울시향 얍 판 츠베덴의 새로운 시작 ①, 음악감독 취임 연주회",서양음악(클래식),2024-01-25,2024-01-25,예술의전당 [서울] 콘서트홀,110.0,FC000001,2502,unmatched,,,1,False
PF259083,"예술의전당 교향악축제, 경기필하모닉오케스트라 (04.20)",서양음악(클래식),2025-04-20,2025-04-20,예술의전당 [서울] 콘서트홀,120.0,FC000001,2498,unmatched,,,1,False
PF270270,우면산 별밤축제,한국음악(국악),2025-08-23,2025-09-20,국립국악원 연희마당,90.0,FC000009,2495,unmatched,,,1,False
PF266490,"제19회 DIMF 공식초청작, 설공찬 [대구]",뮤지컬,2025-07-04,2025-07-12,대구문화예술회관 팔공홀,145.0,FC000191,2495,unmatched,,,1,False
PF259077,"예술의전당 교향악축제, 서울시립교향악단 (04.18)",서양음악(클래식),2025-04-18,2025-04-18,예술의전당 [서울] 콘서트홀,120.0,FC000001,2493,unmatched,,,1,False
PF253912,"국립국악관현악단, 어린이 음악회: 신나락 만나락",한국음악(국악),2025-04-22,2025-05-04,국립극장 하늘극장,50.0,FC000003,2486,unmatched,,,1,False
PF285078,"예술의전당 교향악축제, KBS교향악단 (04.22)",서양음악(클래식),2026-04-22,2026-04-22,예술의전당 [서울] 콘서트홀,120.0,FC000001,2485,unmatched,,,1,False
PF230301,서울시향 얍 판 츠베덴의 베토벤 교향곡 5번,서양음악(클래식),2024-10-24,2024-10-25,롯데콘서트홀,85.0,FC001513,2483,unmatched,,,1,False
PF285082,"예술의전당 교향악축제, 경기필하모닉오케스트라 (04.18)",서양음악(클래식),2026-04-18,2026-04-18,예술의전당 [서울] 콘서트홀,120.0,FC000001,2481,unmatched,,,1,False
PF285042,"예술의전당 교향악축제, 서울시립교향악단 (04.09)",서양음악(클래식),2026-04-09,2026-04-09,예술의전당 [서울] 콘서트홀,120.0,FC000001,2481,unmatched,,,1,False
PF276551,청사초롱 불 밝혀라,뮤지컬,2025-11-29,2025-12-20,국립정동극장,110.0,FC000006,2475,matched,청사초롱 불 밝혀라::(재)서울예술단,1.0,1,False
PF232684,"제251회 국립심포니오케스트라 정기연주회: 스트라빈스키, 페트루슈카",서양음악(클래식),2024-08-31,2024-08-31,예술의전당 [서울] 콘서트홀,120.0,FC000001,2455,unmatched,,,1,False
PF277454,서울시향 니콜라이 루간스키의 쇼팽 피아노 협주곡 1번 ②,서양음악(클래식),2026-02-13,2026-02-13,예술의전당 [서울] 콘서트홀,105.0,FC000001,2450,unmatched,,,1,False
PF240292,"제137회 광주시립발레단 정기공연, DIVINE",무용(서양/한국무용),2024-05-24,2024-05-25,광주 예술의 전당 대극장,75.0,FC000233,2441,unmatched,,,1,False
PF256403,"기획초청 Pick크닉, 파랑새 & 전락",연극,2025-02-08,2025-02-16,국립극단 [명동] 명동예술극장,90.0,FC000005,2433,unmatched,,,1,False
PF232635,"국립심포니오케스트라: 말러, 교향곡 1번 거인",서양음악(클래식),2024-12-07,2024-12-07,예술의전당 [서울] 콘서트홀,120.0,FC000001,2431,unmatched,,,1,False
PF230418,서울시향 레이 첸의 멘델스존과 차이콥스키,서양음악(클래식),2024-06-28,2024-06-29,롯데콘서트홀,90.0,FC001513,2416,unmatched,,,1,False
PF282237,"국립청년극단, 미녀와 야수 [춘천]",연극,2026-01-16,2026-01-17,춘천문화예술회관 공연장,100.0,FC000371,2409,matched,국립청년극단 미녀와 야수::(재) 국립극단,1.0,5,False
PF230423,서울시향 김은선과 스티븐 허프,서양음악(클래식),2024-07-10,2024-07-11,롯데콘서트홀,95.0,FC001513,2398,unmatched,,,1,False
PF277722,"국립국악원 송년공연, 나례",한국음악(국악),2025-12-18,2025-12-21,국립국악원 예악당,90.0,FC000009,2385,matched,국립국악원 송년공연 나례::국립국악원 송년공연,2.0,1,False
PF232724,"국립심포니오케스트라, 음악의 얼굴 베를리오즈, 환상교향곡",서양음악(클래식),2024-05-12,2024-05-12,예술의전당 [서울] 콘서트홀,120.0,FC000001,2366,unmatched,,,1,False
PF281245,"제262회 국립심포니오케스트라 정기연주회: 시벨리우스, 교향곡 2번",서양음악(클래식),2026-03-07,2026-03-07,예술의전당 [서울] 콘서트홀,120.0,FC000001,2362,unmatched,,,1,False
PF256798,"제258회 국립심포니오케스트라 정기연주회: 무소륵스키, 전람회의 그림",서양음악(클래식),2025-09-05,2025-09-05,예술의전당 [서울] 콘서트홀,110.0,FC000001,2354,unmatched,,,1,False
PF234442,"국립발레단, 백조의 호수 [구미]",무용(서양/한국무용),2024-03-20,2024-03-21,구미시문화예술회관 대공연장,145.0,FC000518,2351,matched,국립발레단 백조의 호수::(재)국립발레단,2.0,2,False
