perf_id,title,genre,perf_start_date,perf_end_date,venue_name,runtime_min,company_id,total_ticket_sales_qty,season_match_status,work_group_key,season_rank,actual_group_size,runtime_missing
PF242723,목 짧은 기린 지피 [거창],뮤지컬,2024-06-22,2024-06-22,거창문화센터 공연장,60.0,FC000879,449,matched,목 짧은 기린 지피::cast0,22.0,3,False
PF269388,"창원시립교향악단, 청소년협주곡의밤: 클래식의 미래를 만나다! [창원]",서양음악(클래식),2025-07-18,2025-07-18,성산아트홀 소극장,60.0,FC000885,448,unmatched,,,1,False
PF278846,"광주시립오페라단, 월드 클래식 오페라 시리즈 V",서양음악(클래식),2025-12-12,2025-12-12,국립아시아문화전당 극장2,60.0,FC001270,448,unmatched,,,1,False
PF260290,울산시립합창단 기획연주회: 소리높여 합창포유 Ⅱ [울산],서양음악(클래식),2025-04-17,2025-04-17,울산문화예술회관 대공연장,80.0,FC000081,448,unmatched,,,1,False
PF252272,카운터테너 이동규 리사이틀: Dream Quiter 꿈을 누비는 자 [인천],서양음악(클래식),2024-12-06,2024-12-06,청라복합문화센터 블루노바홀 공연장,95.0,FC002833,448,unmatched,,,1,False
PF241932,거인의 정원 [양산],무용(서양/한국무용),2024-06-22,2024-06-22,양산문화예술회관 대공연장,70.0,FC000238,446,unmatched,,,1,False
PF263024,제204회 공주시충남교향악단 정기연주회 [공주],서양음악(클래식),2025-05-29,2025-05-29,공주문예회관 대공연장,100.0,FC000415,446,unmatched,,,1,False
PF261432,봄밤음악회 [김천],복합,2025-04-10,2025-04-10,김천시립율곡도서관 율곡홀 (다목적강당),90.0,FC003446,446,unmatched,,,1,False
PF273422,"제46회 목포시립소년소녀합창단 정기연주회: 오늘, 빛나는 우리",서양음악(클래식),2025-09-27,2025-09-27,목포문화예술회관,60.0,FC001185,446,unmatched,,,1,False
PF255020,루돌프 [구리],무용(서양/한국무용),2024-12-22,2024-12-22,구리아트홀 유채꽃소극장,50.0,FC001196,446,matched,루돌프|::cast0,8.0,1,False
PF270187,종이꽃밭: 두할망본풀이 [평택 남부],한국음악(국악),2025-08-22,2025-08-22,평택시남부문예회관 대공연장,75.0,FC000934,446,matched,종이꽃밭: 두할망본풀이::판소리아지트 놀애박스,7.0,8,False
PF217283,연희 도깨비 [포항],한국음악(국악),2023-06-10,2023-06-10,포항시청 대잠홀,55.0,FC001256,446,unmatched,,,1,False
PF271191,쪽빛 황혼 [제주],연극,2025-08-23,2025-08-23,제주문예회관 대극장,80.0,FC000260,446,unmatched,,,1,False
PF236884,강원특별자치도립무용단 앵콜 기획공연: 舞 (무) 의 無我 (무아) [춘천],무용(서양/한국무용),2024-03-17,2024-03-17,춘천문화예술회관 공연장,60.0,FC000371,445,unmatched,,,1,False
PF251451,"부산시향과 함께 걷다, 세계 클래식 음악 산책: 마티네, 북유럽",서양음악(클래식),2025-07-25,2025-07-25,부산문화회관 중극장,,FC000167,445,unmatched,,,1,True
PF243643,토선생 용궁가다 [김포],한국음악(국악),2024-07-13,2024-07-13,김포아트홀,90.0,FC001618,445,unmatched,,,1,False
PF279680,올라비올라의 B to B [제주],서양음악(클래식),2025-12-05,2025-12-05,제주문예회관 대극장,90.0,FC000260,445,matched,올라비올라의 B to B::cast2,3.0,3,False
PF267819,청양군민을 위한 WIND STONY : 필립 스파크의 초상 [청양],서양음악(클래식),2025-07-17,2025-07-17,청양문예회관 대공연장,100.0,FC000441,445,unmatched,,,1,False
PF274507,대구경북소년소녀합창페스티벌: 우리가 노래하는 세상 [대구],서양음악(클래식),2025-10-18,2025-10-18,대구문화예술회관 팔공홀,100.0,FC000191,444,unmatched,,,1,False
PF284622,제629회 부산시립교향악단 정기연주회: 축제 [부산 강서],서양음악(클래식),2026-04-01,2026-04-01,낙동아트센터 콘서트홀,,FC004469,444,unmatched,,,1,True
PF244302,마술사 최형배의 오리지널 과학마술 콘서트 시즌1 [아산],서커스/마술,2024-08-15,2024-08-15,아산시 평생학습관(아산아트홀) 아산아트홀(아산시평생학습관),65.0,FC000908,444,matched,마술사 최형배의 오리지널 과학마술 콘서트 시즌1::cast0,4.0,1,False
PF265414,레미제라블 [부산],무용(서양/한국무용),2025-06-21,2025-06-21,동래문화회관 대극장,120.0,FC000164,444,unmatched,,,1,False
PF283283,제121회 군산시립합창단 정기 연주회 [군산],서양음악(클래식),2026-02-05,2026-02-05,군산예술의전당 소공연장,70.0,FC000447,444,matched,군산시립합창단 정기 연주회::군산시청,2.0,2,False
PF247395,"대한민국국악관현악축제, 부산시립국악관현악단",한국음악(국악),2024-10-25,2024-10-25,세종문화회관 세종M씨어터,120.0,FC000020,444,matched,대한민국국악관현악축제 부산시립국악관현악단::대한민국국악관현악축제,2.0,1,False
PF265108,"부천시립예술단 1234 콘서트, 부천필하모닉오케스트라: 20세기 파리",서양음악(클래식),2025-08-28,2025-08-28,부천아트센터 콘서트홀,100.0,FC003150,444,unmatched,,,1,False
PF257678,제76회 군산시립교향악단 특별기획연주회: 발렌타인 콘서트,서양음악(클래식),2025-02-14,2025-02-14,군산예술의전당 소공연장,60.0,FC000447,444,unmatched,,,1,False
PF275202,Seoul Philharmonic Orchestra: SPO DAY,서양음악(클래식),2025-10-14,2025-10-14,세종문화회관 세종체임버홀,90.0,FC000020,443,unmatched,,,1,False
PF275047,미녀와 야수 [해남],무용(서양/한국무용),2025-10-23,2025-10-23,해남문화예술회관 대공연장,60.0,FC000166,443,unmatched,,,1,False
PF269338,"낙월블루하트와 함께하는 서울시향 행복한 음악회, 함께! Ⅰ",서양음악(클래식),2025-07-18,2025-07-18,세종문화회관 세종체임버홀,100.0,FC000020,443,unmatched,,,1,False
PF268508,김영욱 X 콜레기움 무지쿰 서울: 8 Seasons [화성],서양음악(클래식),2025-11-29,2025-11-29,반석아트홀,110.0,FC000118,443,unmatched,,,1,False
PF257866,최수열x서울시국악관현악단: Reframing 프로젝트,한국음악(국악),2025-06-26,2025-06-26,세종문화회관 세종M씨어터,80.0,FC000020,443,unmatched,,,1,False
PF284352,더 픽션 [안동],뮤지컬,2026-06-12,2026-06-13,안동문화예술의전당 백조홀,90.0,FC000537,443,unmatched,,,1,False
PF265264,APEC 뮤직페스티벌 [경주] (06.14),서양음악(클래식),2025-06-14,2025-06-14,경주예술의전당 대공연장(화랑홀),90.0,FC000517,443,unmatched,,,1,False
PF232000,부천필하모닉오케스트라 아침의 콘서트: 올림포스의 음악축제,서양음악(클래식),2024-04-12,2024-04-12,부천아트센터 콘서트홀,70.0,FC003150,443,unmatched,,,1,False
PF229235,수박수영장 [영월],뮤지컬,2023-12-15,2023-12-16,영월군문화예술회관,70.0,FC000751,443,unmatched,,,1,False
PF288597,누가 내 머리에 똥쌌어? [횡성],뮤지컬,2026-05-02,2026-05-02,횡성문화예술회관 대공연장,55.0,FC001195,442,unmatched,,,1,False
PF249608,"제21회 무룡 아트 페스티벌, 원더매직의 오리지널 과학마술콘서트 시즌1 [울산]",서커스/마술,2024-10-15,2024-10-15,울산북구문화예술회관 공연장,,FC000084,442,unmatched,,,1,True
PF288613,"M 아티스트, 선율 피아노 리사이틀 Ⅰ",서양음악(클래식),2026-06-04,2026-06-04,마포아트센터 아트홀맥,100.0,FC000788,442,unmatched,,,1,False
PF271119,"제3회 대한민국 국악관현악축제, 청주시립국악단",한국음악(국악),2025-10-21,2025-10-21,세종문화회관 세종M씨어터,100.0,FC000020,442,unmatched,,,1,False
PF290419,"화류비련극, 홍도 [밀양]",연극,2026-06-05,2026-06-05,밀양아리랑아트센터 대공연장,100.0,FC001675,441,unmatched,,,1,False
PF237822,"천안시립교향악단 오페라 마티네, 모차르트의 여자는 다 그래",서양음악(클래식),2024-05-02,2024-05-02,천안시청 봉서홀,90.0,FC000474,441,unmatched,,,1,False
PF270196,강강숲에 떨어진 달님 [천안],한국음악(국악),2025-09-05,2025-09-05,천안예술의전당 소공연장,45.0,FC001383,441,matched,강강숲에 떨어진 달님::cast0,2.0,1,False
PF280983,충주시립우륵국악단 기획연주회Ⅳ x 충주시청소년우륵국악단 창단연주회,한국음악(국악),2025-12-18,2025-12-18,충주시문화회관,140.0,FC000405,441,unmatched,,,1,False
PF259689,신귀복 가곡 음악회: 가곡의 별 [인천],서양음악(클래식),2025-03-15,2025-03-15,남동소래아트홀 소래극장 (대공연장) ,90.0,FC000214,441,matched,신귀복 가곡 음악회: 가곡의 별::cast0,1.0,3,False
PF269912,신데렐라의 모래이야기 [목포],서양음악(클래식),2025-08-09,2025-08-09,목포문화예술회관,80.0,FC001185,440,matched,신데렐라의 모래이야기::cast0,2.0,2,False
PF240838,유앤잇 [하남],뮤지컬,2024-06-22,2024-06-22,하남문화예술회관 검단홀(대극장),100.0,FC000095,440,matched,유앤잇|이지(EG)뮤지컬 컴퍼니::이지(EG)뮤지컬 컴퍼니,1.0,2,False
PF274977,신뺑파전 [장흥],연극,2025-10-23,2025-10-23,장흥문화예술회관 대공연장,90.0,FC001187,440,matched,신뺑파전|::cast0,12.0,7,False
PF244863,송소희 X 두번째달 X 오단해: 모던민요 [익산],한국음악(국악),2024-08-02,2024-08-02,익산예술의전당 대공연장,100.0,FC001356,440,matched,송소희 X 두번째달 X 오단해: 모던민요::cast0,2.0,1,False
PF244107,"과천시립소년소녀합창단 하모니시리즈 2, 프렌들리 콘서트 [과천]",서양음악(클래식),2024-07-27,2024-07-27,과천시민회관 대극장,70.0,FC000808,439,unmatched,,,1,False
PF246080,국립발레단 부설 발레아카데미 정기공연: PLIE,무용(서양/한국무용),2024-08-16,2024-08-16,서울아트센터 도암홀,85.0,FC003417,438,unmatched,,,1,False
PF268417,비밀의 노래 [보성],연극,2025-07-17,2025-07-17,보성군문화예술회관,100.0,FC001398,438,matched,비밀의 노래::극단 산,3.0,1,False
PF259186,"제199회 광주시립합창단 정기연주회, 신춘음악회: 희망과 사랑",서양음악(클래식),2025-03-13,2025-03-13,빛고을시민문화관 공연장,75.0,FC000068,438,unmatched,,,1,False
PF289692,"제21회 광주시립오페라단 정기공연, 콘서트 오페라: 카르멘",서양음악(클래식),2026-05-16,2026-05-16,국립아시아문화전당 극장2,80.0,FC001270,438,unmatched,,,1,False
PF289333,인천학생교육문화회관과 함께하는 인천시립교향악단 요기조기 음악회 [인천],서양음악(클래식),2026-04-29,2026-04-29,인천학생교육문화회관 싸리재홀(대공연장),60.0,FC000325,438,unmatched,,,1,False
PF255216,"제73회 충주시립우륵국악단 정기연주회, 노래하라: CANTAREⅡ",한국음악(국악),2024-12-19,2024-12-19,충주시문화회관,100.0,FC000405,438,unmatched,,,1,False
PF240560,"과천시립여성합창단 콰이어시리즈 2, 혼성합창 그리고 봄의 향기 노래 (春.向.歌)",서양음악(클래식),2024-05-23,2024-05-23,과천시민회관 대극장,90.0,FC000808,438,unmatched,,,1,False
PF248273,제194회 부산시립합창단 정기연주회: 현대 오라토리오,서양음악(클래식),2024-12-05,2024-12-05,부산문화회관 대극장,90.0,FC000167,438,unmatched,,,1,False
PF257155,"봄, 봄, 봄 [울산]",서양음악(클래식),2025-02-14,2025-02-14,울산문화예술회관 대공연장,90.0,FC000081,437,unmatched,,,1,False
PF272651,"국립정동극장, 광대 [대전]",한국음악(국악),2025-09-20,2025-09-21,대전시립연정국악원 큰마당,80.0,FC001415,437,matched,국립정동극장 광대::국립정동극장,1.0,1,False
PF242209,깃털피리 [영주],뮤지컬,2024-06-22,2024-06-22,영주문화예술회관 까치홀,60.0,FC000050,436,matched,깃털피리|동화가 꽃피는 나무::동화가 꽃피는 나무,1.0,2,False
PF283804,"최수호 x 유태평양 x 억스, 빅3 콘서트 with 공주시충남연정국악단",한국음악(국악),2026-03-07,2026-03-07,공주문예회관 대공연장,90.0,FC000415,435,unmatched,,,1,False
PF278470,신명의 꽃: 헌화가 [논산],한국음악(국악),2025-11-21,2025-11-21,논산아트센터(구. 논산문화예술회관) 대공연장,90.0,FC001182,435,matched,신명의 꽃: 헌화가::cast1,2.0,2,False
PF245064,"국립심포니오케스트라, ECO & ECHO 콘서트 [세종]",서양음악(클래식),2024-09-13,2024-09-13,세종예술의전당 대공연장,100.0,FC002877,434,matched,국립심포니오케스트라 ECO & ECHO 콘서트::국립심포니오케스트라,1.0,2,False
PF275058,국립합창단 기획공연: 신진지휘자 초청연주회,서양음악(클래식),2025-11-14,2025-11-14,예술의전당 [서울] IBK챔버홀,70.0,FC000001,434,unmatched,,,1,False
PF262430,제35회 김천시립교향악단 정기연주회,서양음악(클래식),2025-04-17,2025-04-17,김천시립율곡도서관 율곡홀 (다목적강당),90.0,FC003446,434,unmatched,,,1,False
PF239626,"목포시립예술단, 동물의 사육제",뮤지컬,2024-05-09,2024-05-09,목포문화예술회관,60.0,FC001185,434,unmatched,,,1,False
PF263774,"목포시립교향악단 특별연주회, 가족음악회",서양음악(클래식),2025-05-08,2025-05-08,목포시민문화체육센터 대공연장,60.0,FC000491,433,unmatched,,,1,False
PF249737,"국립국악원 무용단, 고려가무",무용(서양/한국무용),2024-10-16,2024-10-17,국립국악원 우면당,90.0,FC000009,433,unmatched,,,1,False
PF242498,제170회 대구시립합창단 정기연주회: 칼 젠킨스의 평화를 위한 기원,서양음악(클래식),2024-06-27,2024-06-27,대구콘서트하우스 그랜드홀 (대공연장) ,90.0,FC001193,433,unmatched,,,1,False
PF242699,구구 [김해],뮤지컬,2024-07-06,2024-07-07,김해문화의전당 누리홀,60.0,FC001170,433,unmatched,,,1,False
PF286865,"BAC 초이스, 디토 오케스트라 with 신지아",서양음악(클래식),2026-04-19,2026-04-19,부천아트센터 콘서트홀,80.0,FC003150,433,unmatched,,,1,False
PF251360,제30회 춘천시립청소년합창단 정기연주회: 노래 어때? 게임 어때?,서양음악(클래식),2024-11-16,2024-11-16,춘천문화예술회관 공연장,90.0,FC000371,433,unmatched,,,1,False
PF223012,"개관 15주년 컬렉션 개막작, 물질 [창원]",복합,2023-08-25,2023-08-26,3.15아트센터 자유마당,60.0,FC000877,432,unmatched,,,1,False
PF264795,환도열차 [청주],연극,2025-06-13,2025-06-14,충청북도학생교육문화원 대공연장,150.0,FC000459,432,matched,환도열차|충북도립극단::충북도립극단,1.0,2,False
PF285881,"국립합창단, 클래식 세레나데 [제천]",서양음악(클래식),2026-04-03,2026-04-03,제천예술의전당 대공연장,70.0,FC003948,432,unmatched,,,1,False
PF261346,제178회 춘천시립교향악단 정기연주회: OBERON,서양음악(클래식),2025-04-18,2025-04-18,춘천문화예술회관 공연장,100.0,FC000371,432,unmatched,,,1,False
PF269205,제145회 광주시립소년소녀합창단 정기공연: 아! 대한민국,서양음악(클래식),2025-08-14,2025-08-14,광주 예술의 전당 대극장,85.0,FC000233,432,unmatched,,,1,False
PF272850,"리: 바운드 축제, 혹부리 영감이 되고 싶은 도깨비",서양음악(클래식),2025-11-07,2025-11-08,예술의전당 [서울] 자유소극장,55.0,FC000001,431,unmatched,,,1,False
PF274887,BAC 초이스 Ⅵ. 이매지너리,뮤지컬,2025-11-29,2025-11-30,부천아트센터 소공연장,95.0,FC003150,431,unmatched,,,1,False
PF242651,제198회 공주시충남교향악단 정기연주회: 비창의 미학 [공주],서양음악(클래식),2024-07-19,2024-07-19,공주문예회관 대공연장,100.0,FC000415,431,unmatched,,,1,False
PF261061,"대전시립교향악단 마스터즈 시리즈Ⅳ, 쇼스타코비치 교향곡 제11번: 1905년",서양음악(클래식),2025-04-10,2025-04-10,대전예술의전당 아트홀,110.0,FC000076,431,unmatched,,,1,False
PF264191,"국립현대무용단, 얍! 얍! 얍! [제주]",무용(서양/한국무용),2025-06-06,2025-06-06,제주아트센터 대극장,60.0,FC000262,431,matched,국립현대무용단 얍! 얍! 얍!::국립현대무용단,3.0,6,False
PF281669,"인천시립교향악단 기획연주회, 실내악 콘서트 Ⅰ",서양음악(클래식),2026-01-21,2026-01-21,인천문화예술회관 소공연장,,FC000013,431,unmatched,,,1,True
PF246701,"국립심포니오케스트라, ECO & ECHO 콘서트 [통영]",서양음악(클래식),2024-11-30,2024-11-30,통영국제음악당 콘서트홀,,FC001271,430,matched,국립심포니오케스트라 ECO & ECHO 콘서트::국립심포니오케스트라,2.0,2,True
PF265546,김성녀의 마당놀이: 심청이와 춘향이가 온다 [영덕],연극,2025-07-19,2025-07-19,예주문화예술회관,110.0,FC000548,430,matched,김성녀의 마당놀이: 심청이와 춘향이가 온다::cast3,2.0,3,False
PF272175,"서울아트마켓 (PAMS) , TOB GROUP: BARCODE",무용(서양/한국무용),2025-10-21,2025-10-22,대학로예술극장 대극장,50.0,FC002633,430,unmatched,,,1,False
PF225029,"오페라 하이라이트 페스타, 카르멘 [화성]",서양음악(클래식),2023-11-18,2023-11-18,반석아트홀,70.0,FC000118,430,matched,오페라 하이라이트 페스타 카르멘::오페라 하이라이트 페스타,2.0,2,False
PF245705,송년판소리,한국음악(국악),2024-12-28,2024-12-28,국립극장 달오름극장,180.0,FC000003,430,unmatched,,,1,False
PF283350,"국악콘서트, 장끼자랑: 사내들 [대전]",한국음악(국악),2026-02-07,2026-02-07,대전시립연정국악원 큰마당,100.0,FC001415,430,unmatched,,,1,False
PF279300,"국립창극단, 완창판소리 (3월)",한국음악(국악),2026-03-07,2026-03-07,국립극장 달오름극장,210.0,FC000003,430,unmatched,,,1,False
PF269578,"국립국악관현악단, 국악가요",한국음악(국악),2025-10-25,2025-10-25,국립극장 하늘극장,70.0,FC000003,430,unmatched,,,1,False
PF265200,제298회 수원시립교향악단 정기연주회 [수원],서양음악(클래식),2025-06-18,2025-06-18,수원SK아트리움 대공연장,120.0,FC001438,430,unmatched,,,1,False
PF254680,제185회 원주시립교향악단 정기연주회 [원주],서양음악(클래식),2024-12-12,2024-12-12,원주백운아트홀,90.0,FC000676,430,unmatched,,,1,False
PF271426,지젤 [부산],무용(서양/한국무용),2025-09-19,2025-09-19,금정문화회관 대공연장(금빛누리홀),100.0,FC000160,430,unmatched,,,1,False
PF272133,"제25회 SPAF, 16 & 17",무용(서양/한국무용),2025-10-16,2025-10-17,대학로예술극장 대극장,75.0,FC002633,430,unmatched,,,1,False
PF255468,우리읍내 [포천],연극,2024-12-20,2024-12-20,포천반월아트홀 대극장,90.0,FC000612,429,unmatched,,,1,False
PF246264,"제24회 SPAF, FCC & 투시아타 아비아: 새비지 콜로나이저",연극,2024-10-19,2024-10-20,대학로예술극장 대극장,75.0,FC002633,429,unmatched,,,1,False
PF266618,"서구愛 마토콘서트, 매우 춰라!",한국음악(국악),2025-06-28,2025-06-28,대구서구문화회관 공연장,60.0,FC000836,429,unmatched,,,1,False
PF270847,배소고지 이야기: 기억의 연못 [평택],연극,2025-09-19,2025-09-19,평택시남부문예회관 대공연장,100.0,FC000934,429,matched,배소고지 이야기: 기억의 연못::cast0,5.0,5,False
PF273460,세상친구 [논산],연극,2025-09-19,2025-09-19,논산아트센터(구. 논산문화예술회관) 대공연장,100.0,FC001182,429,matched,세상친구|::cast1,1.0,3,False
PF256047,"인천시립교향악단 기획연주회, 인천 영 아티스트 콘서트 [인천]",서양음악(클래식),2025-01-23,2025-01-23,아트센터 인천 콘서트홀,110.0,FC001873,429,matched,인천시립교향악단 기획연주회 인천 영 아티스트 콘서트::인천시립교향악단 기획연주회,2.0,3,False
PF252224,스피리또 앙상블과 함께하는 베토벤 Ⅹ 클림트: 운명의 키스,복합,2024-11-22,2024-11-22,다산아트홀,90.0,FC001931,429,unmatched,,,1,False
PF269763,별주부전 [목포],한국음악(국악),2025-08-02,2025-08-02,목포문화예술회관,60.0,FC001185,429,unmatched,,,1,False
PF247714,이희문 프로젝트: 오방신과 스팽글 [익산],한국음악(국악),2024-10-17,2024-10-17,익산예술의전당 대공연장,70.0,FC001356,429,unmatched,,,1,False
PF264543,경셩유행가: 판을 나온 소리 [연천],한국음악(국악),2025-06-13,2025-06-13,연천수레울아트홀 대공연장,75.0,FC000142,428,unmatched,,,1,False
PF286278,"앤서니 브라운, 난 책이 좋아요 [양주]",뮤지컬,2026-04-11,2026-04-11,양주문화예술회관 소공연장,60.0,FC000134,428,unmatched,,,1,False
PF245518,완창판소리 (11월),한국음악(국악),2024-11-23,2024-11-23,국립극장 달오름극장,210.0,FC000003,428,unmatched,,,1,False
PF251941,국립합창단 신진지휘자 초청연주회,서양음악(클래식),2024-11-14,2024-11-14,예술의전당 [서울] IBK챔버홀,70.0,FC000001,428,unmatched,,,1,False
PF271418,"안동시립합창단 기획공연, 안동여행: 봄, 여름, 가을, 겨울 그리고 다시 봄",서양음악(클래식),2025-09-11,2025-09-11,안동문화예술의전당 웅부홀,80.0,FC000537,428,unmatched,,,1,False
PF271088,"제3회 대한민국국악관현악축제, 국립국악원 창작악단",한국음악(국악),2025-10-17,2025-10-17,세종문화회관 세종M씨어터,100.0,FC000020,428,unmatched,,,1,False
PF236358,남양주시립예술단 신춘음악회,서양음악(클래식),2024-03-09,2024-03-09,다산아트홀,80.0,FC001931,427,matched,남양주시립예술단 신춘음악회::cast0,3.0,3,False
PF273167,신뺑파전 [아산],연극,2025-10-02,2025-10-02,아산시 평생학습관(아산아트홀) 아산아트홀(아산시평생학습관),60.0,FC000908,427,matched,신뺑파전|::cast0,11.0,7,False
PF273993,"국립오페라단, 잔니 스키키 [부산]",서양음악(클래식),2025-11-08,2025-11-08,(재) 영화의전당 하늘연극장,60.0,FC000175,427,matched,국립오페라단 잔니 스키키::국립오페라단,7.0,6,False
PF259813,"과천시립소년소녀합창단 하모니시리즈 1, 노래가 세상이라면",서양음악(클래식),2025-03-22,2025-03-22,과천시민회관 대극장,90.0,FC000808,427,unmatched,,,1,False
PF242672,"대전시립교향악단 마스터즈 시리즈 7, 말러 교향곡 제5번",서양음악(클래식),2024-07-19,2024-07-19,대전예술의전당 아트홀,115.0,FC000076,426,unmatched,,,1,False
PF269594,"국립창극단, 완창판소리 (11월)",한국음악(국악),2025-11-15,2025-11-15,국립극장 달오름극장,120.0,FC000003,425,unmatched,,,1,False
PF256726,"부산시립교향악단 기획음악회, 실내악시리즈Ⅰ: 위대한 유산",서양음악(클래식),2025-02-21,2025-02-21,부산문화회관 중극장,90.0,FC000167,425,unmatched,,,1,False
PF271040,"대구시립교향악단, 체임버 시리즈 Ⅲ. 거장의 금고",서양음악(클래식),2025-08-05,2025-08-05,어울아트센터(구. 대구북구문예회관) 함지홀(대공연장),60.0,FC001178,425,unmatched,,,1,False
PF273895,"대구시립무용단, 탈출 [대구 북구]",무용(서양/한국무용),2025-09-10,2025-09-10,어울아트센터(구. 대구북구문예회관) 함지홀(대공연장),45.0,FC001178,425,unmatched,,,1,False
PF251522,제20회 서구립소년소녀합창단 정기연주회: 어린왕자와 노래별,서양음악(클래식),2024-10-25,2024-10-25,청라복합문화센터 블루노바홀 공연장,80.0,FC002833,425,unmatched,,,1,False
PF291347,청사초롱 불 밝혀라 [제주],뮤지컬,2026-05-30,2026-05-30,제주문예회관 대극장,100.0,FC000260,425,unmatched,,,1,False
PF263857,"제190회 수원시립합창단 정기연주회: 거장의 울림, 모차르트 레퀴엠",서양음악(클래식),2025-05-22,2025-05-22,수원SK아트리움 대공연장,90.0,FC001438,425,unmatched,,,1,False
PF281184,"국립심포니 아카데미, 겨울 프롤로그 [대구]",서양음악(클래식),2025-12-09,2025-12-09,어울아트센터(구. 대구북구문예회관) 함지홀(대공연장),60.0,FC001178,425,unmatched,,,1,False
PF270846,노자와 베토벤 [울산],서양음악(클래식),2025-09-26,2025-09-26,울산중구문화의전당 함월홀 (2층) ,100.0,FC001328,425,matched,노자와 베토벤::cast0,11.0,1,False
PF247013,"카운터테너 이동규 리사이틀, Dream Quilter: 꿈을 누비는 자 [홍성]",서양음악(클래식),2024-08-30,2024-08-30,홍주문화회관 대공연장,120.0,FC000445,424,matched,카운터테너 이동규 리사이틀 Dream Quilter: 꿈을 누비는 자::카운터테너 이동규 리사이틀,2.0,1,False
PF250878,제36회 고양시립소년소녀합창단 정기연주회: 동심의 날개,서양음악(클래식),2024-11-02,2024-11-02,고양아람누리 아람음악당,70.0,FC000127,424,unmatched,,,1,False
PF262646,"부산시립합창단 유명지휘자 초청연주회, 전쟁과 평화 그리고 희망",서양음악(클래식),2025-06-20,2025-06-20,부산문화회관 중극장,90.0,FC000167,424,unmatched,,,1,False
PF246675,브람스 [인천 남동],뮤지컬,2024-09-06,2024-09-07,남동소래아트홀 소래극장 (대공연장) ,90.0,FC000214,424,matched,브람스|NTA 컴퍼니::NTA 컴퍼니,1.0,2,False
PF251355,"부산시립청소년교향악단 예술교육공연, 재밌는 클래식 맛있는 클래식",서양음악(클래식),2024-10-15,2024-10-15,부산문화회관 중극장,60.0,FC000167,424,matched,부산시립청소년교향악단 예술교육공연 재밌는 클래식 맛있는 클래식::부산시립청소년교향악단 예술교육공연,4.0,5,False
PF280834,"부천시립예술단 1234 콘서트 Ⅰ, 부천필하모닉오케스트라: 봄, 그리고 이야기 [부천]",서양음악(클래식),2026-03-19,2026-03-19,부천아트센터 콘서트홀,60.0,FC003150,424,unmatched,,,1,False
PF251828,"제13회 부평구립소년소녀합창단 정기연주회, Vivaldi and Love",서양음악(클래식),2024-11-09,2024-11-09,부평아트센터 해누리극장,90.0,FC000216,424,unmatched,,,1,False
PF289254,오케스트라가 들려주는 클래식 동화: 페페의 꿈 [서천],서양음악(클래식),2026-05-20,2026-05-20,서천문예의전당 대강당,60.0,FC000431,424,unmatched,,,1,False
PF288399,주기철의 일사각오: 열애 [포항],서양음악(클래식),2026-05-01,2026-05-01,포항문화예술회관 대공연장,120.0,FC001191,424,unmatched,,,1,False
PF263285,신콩쥐 [완주],서양음악(클래식),2025-05-03,2025-05-03,완주문화예술회관 대극장,70.0,FC002526,423,matched,신콩쥐|::cast1,1.0,3,False
PF250053,"국립오페라단, 잔니 스키키 [연천]",서양음악(클래식),2024-11-23,2024-11-23,연천수레울아트홀 대공연장,70.0,FC000142,423,matched,국립오페라단 잔니 스키키::국립오페라단,3.0,6,False
PF267028,사랑의 묘약 [나주],서양음악(클래식),2025-06-28,2025-06-28,나주문화예술회관,80.0,FC000485,423,unmatched,,,1,False
PF271346,"나, 옥분뎐傳! [논산]",연극,2025-08-22,2025-08-22,논산아트센터(구. 논산문화예술회관) 대공연장,90.0,FC001182,422,matched,나 옥분뎐!::cast0,2.0,2,False
PF260890,"인천시립교향악단 기획연주회, For Culture Leaders [인천]",서양음악(클래식),2025-04-18,2025-04-18,인천문화예술회관 소공연장,70.0,FC000013,422,unmatched,,,1,False
PF262681,"경남도립극단 교류공연, 빌미 [부산 남구]",연극,2025-08-23,2025-08-23,부산문화회관 중극장,100.0,FC000167,422,unmatched,,,1,False
PF241986,제121회 포항시립합창단 정기연주회: 6월에는,서양음악(클래식),2024-06-20,2024-06-20,포항문화예술회관 대공연장,70.0,FC001191,422,unmatched,,,1,False
PF247342,"인천시립교향악단 기획연주회, 하이든 2 베토벤 [인천]",서양음악(클래식),2024-10-02,2024-10-02,남동소래아트홀 소래극장 (대공연장) ,60.0,FC000214,422,unmatched,,,1,False
PF237580,제203회 성남시립교향악단 정기연주회,서양음악(클래식),2024-04-12,2024-04-12,성남아트센터 콘서트홀,100.0,FC000016,422,unmatched,,,1,False
PF265706,향악잡영오수: 최치원 놀이 [연천],한국음악(국악),2025-07-18,2025-07-18,연천수레울아트홀 대공연장,90.0,FC000142,422,unmatched,,,1,False
PF245055,"K-예술축제 아.우.름, 종이꽃밭: 두할망본풀이",한국음악(국악),2024-08-30,2024-08-31,대전시립연정국악원 큰마당,80.0,FC001415,422,unmatched,,,1,False
PF240288,춘천시립청소년교향악단 특별연주회: DREAMS COME TRUE,서양음악(클래식),2024-06-01,2024-06-01,춘천문화예술회관 공연장,90.0,FC000371,421,unmatched,,,1,False
