week_ending,production_id,show,theatre,this_week_gross,potential_gross,diff_dollar,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,performances,previews,pct_capacity,diff_pct_cap
2022-04-24,00000150-aea2-d936-a7fd-eef6db350002,Chicago,Ambassador Theatre,"$713,877.30",,"-$115,342.12",$100.74,$217.00,"7,086","1,080",8,0,82.01%,-10.96%
2022-04-24,00000156-988c-d1e6-a5fe-dfdd61a10000,Come From Away,Gerald Schoenfeld Theatre,"$568,441.78",,"-$19,722.68",$89.72,$247.00,"6,336","1,046",8,0,75.72%,-4.19%
2022-04-24,0000016c-f79c-d05c-adfe-ffded28d0000,Company,Bernard B. Jacobs Theatre,"$672,598.75",,"-$19,129.09",$113.12,$327.00,"5,946","1,046",8,0,71.06%,-4.35%
2022-04-24,00000155-78e3-d665-a757-fdfb0f520000,Dear Evan Hansen,Music Box Theatre,"$691,173.50",,"-$67,404.10",$108.71,$248.00,"6,358",984,8,0,80.77%,-3.86%
2022-04-24,0000017d-2450-dc78-a37f-b77ec1ed0000,for colored girls who have considered suicide/when the rainbow is enuf,Booth Theatre,"$144,376.96",,"$14,017.62",$37.72,$223.00,"3,828",773,3,5,61.90%,0.92%
2022-04-24,0000017c-287e-dfe3-a37d-e97e10500000,Funny Girl,August Wilson Theatre,"$1,147,647.50",,"-$267,438.00",$117.23,$0.00,"9,790","1,219",1,7,100.39%,0.31%
2022-04-24,00000167-5ad2-d052-a567-dfdb48060000,Hadestown,Walter Kerr Theatre,"$1,013,272.10",,"-$31,067.30",$137.92,$0.00,"7,347",918,8,0,100.04%,0.58%
2022-04-24,00000150-aea8-d936-a7fd-eefc733e0005,Hamilton,Richard Rodgers Theatre,"$2,445,193.00",,"-$8,126.00",$230.44,$449.00,"10,611","1,324",8,0,100.18%,-0.25%
2022-04-24,75d7f26f-aacf-416d-9650-ddb54f7174b5,Hangmen,John Golden Theatre,"$252,434.50",,"$43,239.40",$52.99,$223.00,"4,764",802,4,4,74.25%,4.55%
2022-04-24,0000015b-d406-d273-a9fb-de4fdd390000,Harry Potter and the Cursed Child,Lyric Theatre,"$1,684,209.60",,"-$280,455.40",$143.81,$299.00,"11,711","1,622",8,0,90.25%,-8.53%
2022-04-24,0000016c-8c1c-dfe0-a3ec-fd1eebe10000,How I Learned to Drive,Samuel J. Friedman Theatre,"$265,830.00",,"$27,940.00",$66.41,$299.00,"4,003",637,7,0,89.77%,5.35%
2022-04-24,00000150-aea5-d936-a7fd-eef572240001,The Lion King,Minskoff Theatre,"$2,000,821.00",,"-$560,139.00",$149.19,$199.00,"13,411","1,696",8,0,98.84%,-0.43%
2022-04-24,0000017d-9ff2-df9d-a3fd-fff2606f0000,The Little Prince,Broadway Theatre,"$280,886.75",,"-$92,944.25",$86.08,$247.00,"3,263","1,482",8,0,27.52%,-29.03%
2022-04-24,0000017c-3226-d0e5-adfc-fabe077d0000,Macbeth,Longacre Theatre,"$1,285,183.00",,"$115,170.43",$175.26,$497.00,"7,333","1,051",0,7,99.67%,0.03%
2022-04-24,0000016b-7644-dd0b-a3ff-7e7eee940000,The Minutes,Studio 54,"$401,095.00",,"$97,021.00",$92.89,$195.00,"4,318",667,8,0,80.92%,-4.24%
2022-04-24,0000016d-b638-daf0-ad6f-f7bf677a0000,MJ The Musical,Neil Simon Theatre,"$1,446,358.60",,"-$16,125.60",$136.78,$250.00,"10,574","1,387",8,0,95.30%,-2.40%
2022-04-24,00000167-2c70-d24b-ad67-bdf901c30000,Moulin Rouge! The Musical,Al Hirschfeld Theatre,"$1,469,431.50",,"$1,214.70",$145.52,$0.00,"10,098","1,300",8,0,97.10%,-0.20%
2022-04-24,0000017d-0a6d-de6f-a77d-1aede0990000,Mr. Saturday Night,Nederlander Theatre,"$770,229.00",,"$117,309.00",$102.64,$299.00,"7,504","1,191",0,7,90.01%,24.35%
2022-04-24,0000016d-d145-d4db-a17f-fb4f7f170000,Mrs. Doubtfire,Stephen Sondheim Theatre,"$631,929.00",,"$103,122.00",$89.28,$227.00,"7,078","1,034",8,0,85.57%,-9.32%
2022-04-24,00000169-776c-df39-a3e9-777df8fe0000,The Music Man,Winter Garden Theatre,"$3,464,388.40",,"$136,135.32",$284.50,$597.00,"12,177","1,525",8,0,99.81%,0.42%
2022-04-24,0000017a-5d5b-d997-a1fe-5d5fb32a0000,Paradise Square,Ethel Barrymore Theatre,"$253,373.74",,$0.00,$52.89,$208.00,"4,791",981,8,0,61.05%,0.00%
2022-04-24,00000150-aea4-d936-a7fd-eef4dee60001,The Phantom of the Opera,Majestic Theatre,"$850,939.64",,"-$222,323.56",$101.91,$277.00,"8,350","1,605",8,0,65.03%,-12.92%
2022-04-24,0000016d-1bbd-d445-a7fd-7fffbbd80000,Plaza Suite,Hudson Theatre,"$1,684,725.00",,"$766,906.00",$218.00,$549.00,"7,728",975,8,0,99.08%,6.59%
2022-04-24,fbf89d90-5abe-43ae-a74d-69b552828c9b,"POTUS: Or, Behind Every Great Dumbass Are Seven Women Trying to Keep Him Alive",Sam S. Shubert Theatre,"$313,367.25",,"$160,640.25",$44.42,$248.00,"7,055","1,451",0,7,69.46%,9.73%
2022-04-24,0000016c-4dc0-dda1-abef-edf4826d0000,SIX: The Musical,Lena Horne Theatre,"$1,287,373.00",,"-$69,903.00",$159.17,$249.00,"8,088","1,031",8,0,98.06%,-0.82%
2022-04-24,0000017c-2867-dfe3-a37d-e97fee7f0000,The Skin of Our Teeth,Vivian Beaumont Theater,"$174,880.00",,"$36,270.00",$37.56,$225.00,"4,656","1,058",0,8,55.01%,9.62%
2022-04-24,0000017d-d93f-d514-a97f-d93f18e80000,A Strange Loop,Lyceum Theatre,"$385,960.00",,"$183,557.50",$65.43,$223.00,"5,899",922,0,8,79.98%,5.25%
2022-04-24,0000016a-091a-dc31-a56f-0fbb53250000,Take Me Out,Hayes Theater,"$424,286.65",,"$26,973.30",$99.48,$199.00,"4,265",585,8,0,91.13%,1.13%
2022-04-24,0000016a-0cec-d4da-a7fa-4ffdd8900001,Tina: The Tina Turner Musical,Lunt-Fontanne Theatre,"$969,832.00",,"$143,011.50",$119.32,$249.00,"8,128","1,478",8,0,68.74%,8.15%
2022-04-24,00000150-aea6-d936-a7fd-eef6ecdd0001,Wicked,Gershwin Theatre,"$1,908,644.00",,"-$405,444.00",$136.74,$230.00,"13,958","1,807",8,0,96.56%,-1.50%
2022-05-01,00000150-aea8-d936-a7fd-eefc73620003,Aladdin,New Amsterdam Theatre,"$965,527.18",,"-$352,695.71",$77.14,$199.50,"12,516","1,727",8,0,90.59%,-7.13%
2022-05-01,0000016d-40d1-dbfc-a16f-6af1efb10000,American Buffalo,Circle in the Square Theatre,"$528,846.30",,"-$67,979.60",$114.22,$299.50,"4,630",751,8,0,77.06%,-10.51%
2022-05-01,0000017b-e5b7-dbd7-a9fb-e7f724550000,Beetlejuice,Marquis Theatre,"$875,738.60",,"-$492,698.10",$119.38,$249.00,"7,336","1,602",8,0,57.24%,-23.42%
2022-05-01,0000016b-66f9-dad2-a37f-efff009d0000,Birthday Candles,American Airlines Theatre,"$286,387.00",,"-$13,869.00",$72.98,$197.00,"3,924",727,8,0,67.47%,-5.74%
2022-05-01,00000150-aea8-d936-a7fd-eefc3a440004,The Book of Mormon,Eugene O'Neill Theatre,"$857,180.97",,"-$161,138.85",$117.25,$0.00,"7,311","1,066",8,0,85.73%,-7.89%
2022-05-01,00000150-aea2-d936-a7fd-eef6db350002,Chicago,Ambassador Theatre,"$585,101.25",,"-$128,776.05",$93.98,$207.00,"6,226","1,080",8,0,72.06%,-9.95%
2022-05-01,00000156-988c-d1e6-a5fe-dfdd61a10000,Come From Away,Gerald Schoenfeld Theatre,"$446,094.40",,"-$122,347.38",$87.44,$247.00,"5,102","1,046",8,0,60.97%,-14.75%
2022-05-01,0000016c-f79c-d05c-adfe-ffded28d0000,Company,Bernard B. Jacobs Theatre,"$660,222.71",,"-$12,376.04",$118.94,$327.00,"5,551","1,046",8,0,66.34%,-4.72%
2022-05-01,00000155-78e3-d665-a757-fdfb0f520000,Dear Evan Hansen,Music Box Theatre,"$474,607.70",,"-$216,565.80",$93.67,$248.00,"5,067",984,8,0,64.37%,-16.40%
2022-05-01,0000017d-2450-dc78-a37f-b77ec1ed0000,for colored girls who have considered suicide/when the rainbow is enuf,Booth Theatre,"$250,174.50",,"$105,797.54",$79.45,$223.00,"3,149",773,8,0,50.92%,-10.98%
2022-05-01,0000017c-287e-dfe3-a37d-e97e10500000,Funny Girl,August Wilson Theatre,"$1,116,472.95",,"-$31,174.55",$118.07,$0.00,"9,456","1,219",8,0,96.96%,-3.43%
2022-05-01,0000016b-6ba8-dc6f-a1fb-ebeb101a0000,Girl From the North Country,Belasco Theatre,"$131,956.50",,$0.00,$78.41,$197.00,"1,683",998,3,0,56.21%,0.00%
2022-05-01,00000167-5ad2-d052-a567-dfdb48060000,Hadestown,Walter Kerr Theatre,"$851,687.00",,"-$161,585.10",$121.60,$0.00,"7,004",918,8,0,95.37%,-4.67%
2022-05-01,00000150-aea8-d936-a7fd-eefc733e0005,Hamilton,Richard Rodgers Theatre,"$2,091,733.00",,"-$353,460.00",$216.69,$449.00,"9,653","1,324",8,0,91.13%,-9.05%
2022-05-01,75d7f26f-aacf-416d-9650-ddb54f7174b5,Hangmen,John Golden Theatre,"$294,033.00",,"$41,598.50",$82.43,$223.00,"3,567",802,8,0,55.60%,-18.65%
2022-05-01,0000015b-d406-d273-a9fb-de4fdd390000,Harry Potter and the Cursed Child,Lyric Theatre,"$1,095,952.00",,"-$588,257.60",$119.35,$299.00,"9,183","1,622",8,0,70.77%,-19.48%
2022-05-01,0000016c-8c1c-dfe0-a3ec-fd1eebe10000,How I Learned to Drive,Samuel J. Friedman Theatre,"$311,030.00",,"$45,200.00",$72.25,$299.00,"4,305",637,7,0,96.55%,6.78%
2022-05-01,00000150-aea5-d936-a7fd-eef572240001,The Lion King,Minskoff Theatre,"$1,635,397.00",,"-$365,424.00",$128.80,$199.00,"12,697","1,696",8,0,93.58%,-5.26%
2022-05-01,0000017d-9ff2-df9d-a3fd-fff2606f0000,The Little Prince,Broadway Theatre,"$232,808.00",,"-$48,078.75",$76.33,$247.00,"3,050","1,472",8,0,25.90%,-1.62%
2022-05-01,0000017c-3226-d0e5-adfc-fabe077d0000,Macbeth,Longacre Theatre,"$970,737.00",,"-$314,446.00",$132.74,$497.00,"7,313","1,051",4,3,99.40%,-0.27%
2022-05-01,0000016b-7644-dd0b-a3ff-7e7eee940000,The Minutes,Studio 54,"$374,812.00",,"-$26,283.00",$92.41,$195.00,"4,056",667,8,0,76.01%,-4.91%
2022-05-01,0000016d-b638-daf0-ad6f-f7bf677a0000,MJ The Musical,Neil Simon Theatre,"$1,226,825.10",,"-$219,533.50",$130.95,$250.00,"9,369","1,387",8,0,84.44%,-10.86%
2022-05-01,00000167-2c70-d24b-ad67-bdf901c30000,Moulin Rouge! The Musical,Al Hirschfeld Theatre,"$1,419,844.60",,"-$49,586.90",$143.36,$0.00,"9,904","1,300",8,0,95.23%,-1.87%
2022-05-01,0000017d-0a6d-de6f-a77d-1aede0990000,Mr. Saturday Night,Nederlander Theatre,"$711,269.20",,"-$58,959.80",$118.43,$299.00,"6,006","1,191",5,1,84.05%,-5.96%
2022-05-01,0000016d-d145-d4db-a17f-fb4f7f170000,Mrs. Doubtfire,Stephen Sondheim Theatre,"$421,454.00",,"-$210,475.00",$79.70,$227.00,"5,288","1,034",8,0,63.93%,-21.64%
2022-05-01,00000169-776c-df39-a3e9-777df8fe0000,The Music Man,Winter Garden Theatre,"$3,314,670.56",,"-$149,717.84",$277.26,$597.00,"11,955","1,525",8,0,97.99%,-1.82%
2022-05-01,0000017a-5d5b-d997-a1fe-5d5fb32a0000,Paradise Square,Ethel Barrymore Theatre,"$206,561.80",,"-$46,811.94",$48.49,$248.00,"4,260",981,8,0,54.28%,-6.77%
2022-05-01,00000150-aea4-d936-a7fd-eef4dee60001,The Phantom of the Opera,Majestic Theatre,"$625,180.42",,"-$225,759.22",$93.76,$247.00,"6,668","1,605",8,0,51.93%,-13.10%
2022-05-01,0000016d-1bbd-d445-a7fd-7fffbbd80000,Plaza Suite,Hudson Theatre,"$1,656,073.60",,"-$28,651.40",$215.27,$549.00,"7,693",975,8,0,98.63%,-0.45%
2022-05-01,fbf89d90-5abe-43ae-a74d-69b552828c9b,"POTUS: Or, Behind Every Great Dumbass Are Seven Women Trying to Keep Him Alive",Sam S. Shubert Theatre,"$330,416.92",,"$17,049.67",$37.18,$248.00,"8,888","1,451",6,2,76.57%,7.11%
2022-05-01,0000016c-4dc0-dda1-abef-edf4826d0000,SIX: The Musical,Lena Horne Theatre,"$1,083,870.00",,"-$203,503.00",$147.28,$249.00,"7,359","1,031",8,0,89.22%,-8.84%
2022-05-01,0000017c-2867-dfe3-a37d-e97fee7f0000,The Skin of Our Teeth,Vivian Beaumont Theater,"$141,111.00",,"-$33,769.00",$35.24,$225.00,"4,004","1,058",8,0,47.31%,-7.70%
2022-05-01,0000017d-d93f-d514-a97f-d93f18e80000,A Strange Loop,Lyceum Theatre,"$415,275.50",,"$29,315.50",$74.01,$248.00,"5,611",922,7,1,76.07%,-3.91%
2022-05-01,0000016a-091a-dc31-a56f-0fbb53250000,Take Me Out,Hayes Theater,"$408,922.75",,"-$15,363.90",$100.15,$199.00,"4,083",585,8,0,87.24%,-3.89%
2022-05-01,0000016a-0cec-d4da-a7fa-4ffdd8900001,Tina: The Tina Turner Musical,Lunt-Fontanne Theatre,"$872,345.50",,"-$97,486.50",$124.19,$249.00,"7,024","1,478",8,0,59.40%,-9.34%
2022-05-01,00000150-aea6-d936-a7fd-eef6ecdd0001,Wicked,Gershwin Theatre,"$1,196,763.00",,"-$711,881.00",$112.81,$230.00,"10,609","1,807",8,0,73.39%,-23.17%
2022-05-08,00000150-aea8-d936-a7fd-eefc73620003,Aladdin,New Amsterdam Theatre,"$1,091,385.55",,"$125,858.37",$83.17,$199.50,"13,123","1,727",8,0,94.98%,4.39%
2022-05-08,0000016d-40d1-dbfc-a16f-6af1efb10000,American Buffalo,Circle in the Square Theatre,"$514,501.63",,"-$14,344.67",$109.80,$299.50,"4,686",751,8,0,78.00%,0.94%
2022-05-08,0000017b-e5b7-dbd7-a9fb-e7f724550000,Beetlejuice,Marquis Theatre,"$900,622.50",,"$24,883.90",$111.99,$249.00,"8,042","1,602",8,0,62.75%,5.51%
2022-05-08,0000016b-66f9-dad2-a37f-efff009d0000,Birthday Candles,American Airlines Theatre,"$264,076.00",,"-$22,311.00",$72.87,$197.00,"3,624",727,8,0,62.31%,-5.16%
2022-05-08,00000150-aea8-d936-a7fd-eefc3a440004,The Book of Mormon,Eugene O'Neill Theatre,"$905,752.71",,"$48,571.74",$115.02,$0.00,"7,875","1,066",8,0,92.34%,6.61%
2022-05-08,00000150-aea2-d936-a7fd-eef6db350002,Chicago,Ambassador Theatre,"$684,274.40",,"$99,173.15",$95.72,$207.00,"7,149","1,080",8,0,82.74%,10.68%
2022-05-08,00000156-988c-d1e6-a5fe-dfdd61a10000,Come From Away,Gerald Schoenfeld Theatre,"$473,306.68",,"$27,212.28",$96.08,$247.00,"4,926","1,046",8,0,58.87%,-2.10%
2022-05-08,0000016c-f79c-d05c-adfe-ffded28d0000,Company,Bernard B. Jacobs Theatre,"$617,116.73",,"-$43,105.98",$110.93,$327.00,"5,563","1,046",8,0,66.48%,0.14%
2022-05-08,00000155-78e3-d665-a757-fdfb0f520000,Dear Evan Hansen,Music Box Theatre,"$489,004.50",,"$14,396.80",$90.64,$248.00,"5,395",984,8,0,68.53%,4.16%
2022-05-08,0000017d-2450-dc78-a37f-b77ec1ed0000,for colored girls who have considered suicide/when the rainbow is enuf,Booth Theatre,"$159,092.90",,"-$91,081.60",$65.71,$223.00,"2,421",773,8,0,39.15%,-11.77%
2022-05-08,0000017c-287e-dfe3-a37d-e97e10500000,Funny Girl,August Wilson Theatre,"$1,382,855.75",,"$266,382.80",$145.38,$0.00,"9,512","1,219",8,0,97.54%,0.58%
2022-05-08,0000016b-6ba8-dc6f-a1fb-ebeb101a0000,Girl From the North Country,Belasco Theatre,"$274,781.50",,"$142,825.00",$82.25,$197.00,"3,341",798,8,0,52.33%,-3.88%
2022-05-08,00000167-5ad2-d052-a567-dfdb48060000,Hadestown,Walter Kerr Theatre,"$856,528.50",,"$4,841.50",$118.81,$0.00,"7,209",918,8,0,98.16%,2.79%
2022-05-08,00000150-aea8-d936-a7fd-eefc733e0005,Hamilton,Richard Rodgers Theatre,"$2,103,020.00",,"$11,287.00",$210.05,$449.00,"10,012","1,324",8,0,94.52%,3.39%
2022-05-08,75d7f26f-aacf-416d-9650-ddb54f7174b5,Hangmen,John Golden Theatre,"$252,543.44",,"-$41,489.56",$97.09,$223.00,"2,601",802,8,0,40.54%,-15.06%
2022-05-08,0000015b-d406-d273-a9fb-de4fdd390000,Harry Potter and the Cursed Child,Lyric Theatre,"$1,177,920.80",,"$81,968.80",$112.55,$299.00,"10,466","1,622",8,0,80.66%,9.89%
2022-05-08,0000016c-8c1c-dfe0-a3ec-fd1eebe10000,How I Learned to Drive,Samuel J. Friedman Theatre,"$317,017.00",,"$5,987.00",$75.10,$299.00,"4,221",637,8,0,82.83%,-13.72%
2022-05-08,00000150-aea5-d936-a7fd-eef572240001,The Lion King,Minskoff Theatre,"$1,716,181.00",,"$80,784.00",$130.06,$199.00,"13,195","1,696",8,0,97.25%,3.67%
2022-05-08,0000017d-9ff2-df9d-a3fd-fff2606f0000,The Little Prince,Broadway Theatre,"$330,668.47",,"$97,860.47",$53.07,$247.00,"6,231","1,472",8,0,52.91%,27.01%
2022-05-08,0000017c-3226-d0e5-adfc-fabe077d0000,Macbeth,Longacre Theatre,"$1,365,598.50",,"$394,861.50",$169.07,$497.00,"8,077","1,051",8,0,96.06%,-3.34%
2022-05-08,0000016b-7644-dd0b-a3ff-7e7eee940000,The Minutes,Studio 54,"$346,283.00",,"-$28,529.00",$93.69,$195.00,"3,696",667,8,0,69.27%,-6.74%
2022-05-08,0000016d-b638-daf0-ad6f-f7bf677a0000,MJ The Musical,Neil Simon Theatre,"$1,352,589.00",,"$125,763.90",$135.63,$250.00,"9,973","1,387",8,0,89.88%,5.44%
2022-05-08,00000167-2c70-d24b-ad67-bdf901c30000,Moulin Rouge! The Musical,Al Hirschfeld Theatre,"$1,592,497.50",,"$172,652.90",$154.27,$0.00,"10,323","1,300",8,0,99.26%,4.03%
2022-05-08,0000017d-0a6d-de6f-a77d-1aede0990000,Mr. Saturday Night,Nederlander Theatre,"$565,411.50",,"-$145,857.70",$139.33,$299.00,"4,058","1,191",5,0,68.14%,-15.91%
2022-05-08,0000016d-d145-d4db-a17f-fb4f7f170000,Mrs. Doubtfire,Stephen Sondheim Theatre,"$477,132.00",,"$55,678.00",$83.56,$227.00,"5,710","1,034",8,0,69.03%,5.10%
2022-05-08,00000169-776c-df39-a3e9-777df8fe0000,The Music Man,Winter Garden Theatre,"$3,431,657.08",,"$116,986.52",$282.42,$597.00,"12,151","1,525",8,0,99.60%,1.61%
2022-05-08,0000017a-5d5b-d997-a1fe-5d5fb32a0000,Paradise Square,Ethel Barrymore Theatre,"$193,669.30",,"-$12,892.50",$40.31,$248.00,"4,804",982,8,0,61.15%,6.87%
2022-05-08,00000150-aea4-d936-a7fd-eef4dee60001,The Phantom of the Opera,Majestic Theatre,"$742,308.20",,"$117,127.78",$94.60,$247.00,"7,847","1,605",8,0,61.11%,9.18%
2022-05-08,0000016d-1bbd-d445-a7fd-7fffbbd80000,Plaza Suite,Hudson Theatre,"$1,668,783.10",,"$12,709.50",$215.16,$549.00,"7,756",975,8,0,99.44%,0.81%
2022-05-08,fbf89d90-5abe-43ae-a74d-69b552828c9b,"POTUS: Or, Behind Every Great Dumbass Are Seven Women Trying to Keep Him Alive",Sam S. Shubert Theatre,"$380,673.50",,"$50,256.58",$66.68,$248.00,"5,709","1,451",8,0,49.18%,-27.39%
2022-05-08,0000016c-4dc0-dda1-abef-edf4826d0000,SIX: The Musical,Lena Horne Theatre,"$1,162,514.00",,"$78,644.00",$146.15,$249.00,"7,954","1,031",8,0,96.44%,7.22%
2022-05-08,0000017c-2867-dfe3-a37d-e97fee7f0000,The Skin of Our Teeth,Vivian Beaumont Theater,"$174,481.00",,"$33,370.00",$52.81,$225.00,"3,304","1,058",8,0,39.04%,-8.27%
2022-05-08,0000017d-d93f-d514-a97f-d93f18e80000,A Strange Loop,Lyceum Theatre,"$476,797.00",,"$61,521.50",$96.03,$248.00,"4,965",922,8,0,67.31%,-8.76%
2022-05-08,0000016a-091a-dc31-a56f-0fbb53250000,Take Me Out,Hayes Theater,"$351,909.70",,"-$57,013.05",$105.30,$199.00,"3,342",585,7,0,81.61%,-5.63%
2022-05-08,0000016a-0cec-d4da-a7fa-4ffdd8900001,Tina: The Tina Turner Musical,Lunt-Fontanne Theatre,"$1,065,578.30",,"$193,232.80",$122.56,$249.00,"8,694","1,478",8,0,73.53%,14.13%
2022-05-08,00000150-aea6-d936-a7fd-eef6ecdd0001,Wicked,Gershwin Theatre,"$1,341,127.00",,"$144,364.00",$119.06,$230.00,"11,264","1,807",8,0,77.92%,4.53%
2022-05-15,00000150-aea8-d936-a7fd-eefc73620003,Aladdin,New Amsterdam Theatre,"$998,162.79",,"-$93,222.76",$78.12,$199.50,"12,777","1,727",8,0,92.48%,-2.50%
2022-05-15,0000016d-40d1-dbfc-a16f-6af1efb10000,American Buffalo,Circle in the Square Theatre,"$536,163.90",,"$21,662.27",$110.14,$299.50,"4,868",751,8,0,81.03%,3.03%
2022-05-15,0000017b-e5b7-dbd7-a9fb-e7f724550000,Beetlejuice,Marquis Theatre,"$886,771.50",,"-$13,851.00",$109.93,$249.00,"8,067","1,602",8,0,62.94%,0.19%
2022-05-15,0000016b-66f9-dad2-a37f-efff009d0000,Birthday Candles,American Airlines Theatre,"$266,797.00",,"$2,721.00",$71.39,$197.00,"3,737",727,8,0,64.25%,1.94%
2022-05-15,00000150-aea8-d936-a7fd-eefc3a440004,The Book of Mormon,Eugene O'Neill Theatre,"$941,030.65",,"$35,277.94",$122.55,$0.00,"7,679","1,066",8,0,90.04%,-2.30%
2022-05-15,00000150-aea2-d936-a7fd-eef6db350002,Chicago,Ambassador Theatre,"$667,945.65",,"-$16,328.75",$96.19,$207.00,"6,944","1,080",8,0,80.37%,-2.37%
2022-05-15,00000156-988c-d1e6-a5fe-dfdd61a10000,Come From Away,Gerald Schoenfeld Theatre,"$468,509.24",,"-$4,797.44",$92.81,$247.00,"5,048","1,046",8,0,60.33%,1.46%
2022-05-15,0000016c-f79c-d05c-adfe-ffded28d0000,Company,Bernard B. Jacobs Theatre,"$719,968.09",,"$102,851.36",$102.50,$327.00,"7,024","1,046",8,0,83.94%,17.46%
2022-05-15,00000155-78e3-d665-a757-fdfb0f520000,Dear Evan Hansen,Music Box Theatre,"$522,763.89",,"$33,759.39",$89.61,$248.00,"5,834",984,8,0,74.11%,5.58%
2022-05-15,0000017d-2450-dc78-a37f-b77ec1ed0000,for colored girls who have considered suicide/when the rainbow is enuf,Booth Theatre,"$249,353.60",,"$90,260.70",$61.40,$223.00,"4,061",773,8,0,65.67%,26.52%
2022-05-15,0000017c-287e-dfe3-a37d-e97e10500000,Funny Girl,August Wilson Theatre,"$1,316,457.00",,"-$66,398.75",$136.79,$0.00,"9,624","1,219",8,0,98.69%,1.15%
2022-05-15,0000016b-6ba8-dc6f-a1fb-ebeb101a0000,Girl From the North Country,Belasco Theatre,"$289,305.00",,"$14,523.50",$73.41,$197.00,"3,941",798,8,0,61.73%,9.40%
2022-05-15,00000167-5ad2-d052-a567-dfdb48060000,Hadestown,Walter Kerr Theatre,"$943,568.75",,"$87,040.25",$129.01,$0.00,"7,314",918,8,0,99.59%,1.43%
2022-05-15,00000150-aea8-d936-a7fd-eefc733e0005,Hamilton,Richard Rodgers Theatre,"$2,053,252.00",,"-$49,768.00",$200.75,$449.00,"10,228","1,324",8,0,96.56%,2.04%
2022-05-15,75d7f26f-aacf-416d-9650-ddb54f7174b5,Hangmen,John Golden Theatre,"$288,436.08",,"$35,892.64",$94.20,$223.00,"3,062",802,8,0,47.72%,7.18%
2022-05-15,0000015b-d406-d273-a9fb-de4fdd390000,Harry Potter and the Cursed Child,Lyric Theatre,"$1,163,099.10",,"-$14,821.70",$113.72,$299.00,"10,228","1,622",8,0,78.82%,-1.84%
2022-05-15,0000016c-8c1c-dfe0-a3ec-fd1eebe10000,How I Learned to Drive,Samuel J. Friedman Theatre,"$364,925.00",,"$47,908.00",$84.06,$299.00,"4,341",637,8,0,85.18%,2.35%
2022-05-15,00000150-aea5-d936-a7fd-eef572240001,The Lion King,Minskoff Theatre,"$1,636,928.00",,"-$79,253.00",$129.31,$199.00,"12,659","1,696",8,0,93.30%,-3.95%
2022-05-15,0000017c-3226-d0e5-adfc-fabe077d0000,Macbeth,Longacre Theatre,"$1,233,487.42",,"-$132,111.08",$170.70,$497.00,"7,226","1,051",7,0,98.22%,2.16%
2022-05-15,0000016b-7644-dd0b-a3ff-7e7eee940000,The Minutes,Studio 54,"$386,898.00",,"$40,615.00",$99.46,$195.00,"3,890",667,8,0,72.90%,3.63%
2022-05-15,0000016d-b638-daf0-ad6f-f7bf677a0000,MJ The Musical,Neil Simon Theatre,"$1,352,143.20",,-$445.80,$129.17,$250.00,"10,468","1,387",8,0,94.34%,4.46%
2022-05-15,00000167-2c70-d24b-ad67-bdf901c30000,Moulin Rouge! The Musical,Al Hirschfeld Theatre,"$537,705.40",,"-$1,054,792.10",$113.20,$0.00,"4,750","1,300",4,0,91.35%,-7.91%
2022-05-15,0000017d-0a6d-de6f-a77d-1aede0990000,Mr. Saturday Night,Nederlander Theatre,"$858,847.00",,"$293,435.50",$131.75,$299.00,"6,519","1,191",7,0,78.19%,10.05%
2022-05-15,0000016d-d145-d4db-a17f-fb4f7f170000,Mrs. Doubtfire,Stephen Sondheim Theatre,"$395,679.00",,"-$81,453.00",$75.77,$227.00,"5,222","1,034",8,0,63.13%,-5.90%
2022-05-15,00000169-776c-df39-a3e9-777df8fe0000,The Music Man,Winter Garden Theatre,"$3,377,554.04",,"-$54,103.04",$275.31,$597.00,"12,268","1,525",8,0,100.56%,0.96%
2022-05-15,0000017a-5d5b-d997-a1fe-5d5fb32a0000,Paradise Square,Ethel Barrymore Theatre,"$235,604.00",,"$41,934.70",$42.93,$248.00,"5,488",982,8,0,69.86%,8.71%
2022-05-15,00000150-aea4-d936-a7fd-eef4dee60001,The Phantom of the Opera,Majestic Theatre,"$728,082.26",,"-$14,225.94",$94.51,$247.00,"7,704","1,605",8,0,60.00%,-1.11%
2022-05-15,0000016d-1bbd-d445-a7fd-7fffbbd80000,Plaza Suite,Hudson Theatre,"$1,619,810.90",,"-$48,972.20",$209.82,$549.00,"7,720",975,8,0,98.97%,-0.47%
2022-05-15,fbf89d90-5abe-43ae-a74d-69b552828c9b,"POTUS: Or, Behind Every Great Dumbass Are Seven Women Trying to Keep Him Alive",Sam S. Shubert Theatre,"$461,864.25",,"$81,190.75",$73.01,$248.00,"6,326","1,451",8,0,54.50%,5.32%
2022-05-15,0000016c-4dc0-dda1-abef-edf4826d0000,SIX: The Musical,Lena Horne Theatre,"$1,190,681.00",,"$28,167.00",$146.11,$249.00,"8,149","1,031",8,0,98.80%,2.36%
2022-05-15,0000017c-2867-dfe3-a37d-e97fee7f0000,The Skin of Our Teeth,Vivian Beaumont Theater,"$115,745.00",,"-$58,736.00",$48.82,$225.00,"2,371","1,058",5,0,44.82%,5.78%
