data1,data2,data3,data4,data5,data6,data7,data8,data9,data11,data12,totalCnt,__typename,_date
4,"부천시립합창단 어린이 음악회, 우리 함께 가요",서양음악(클래식),2024-02-29,2024-02-29,부천아트센터 콘서트홀,1,528,4405,PF231994,FC003150,10,PerfoByDTO,20240229
5,"제204회 포항시립교향악단 정기연주회, 전원속의 브람스",서양음악(클래식),2024-02-29,2024-02-29,포항문화예술회관 대공연장,1,488,1404,PF235230,FC001191,10,PerfoByDTO,20240229
6,광주시립교향악단 GSO 체임버 시리즈 Ⅰ,서양음악(클래식),2024-02-29,2024-02-29,광주 예술의 전당 소극장,1,346,2179,PF234473,FC000233,10,PerfoByDTO,20240229
7,"강릉시립합창단 단원콘서트, 가곡과 오페라: Der Klang",서양음악(클래식),2024-02-29,2024-02-29,강릉아트센터 (구. 강릉문화예술관) 소공연장,1,263,1940,PF234940,FC001787,10,PerfoByDTO,20240229
8,춘천시립예술단 정기회원 음악회,서양음악(클래식),2024-02-29,2024-02-29,춘천문화예술회관 공연장,1,196,0,PF235151,FC000371,10,PerfoByDTO,20240229
9,"대전시립교향악단, 마티네 콘서트 1",서양음악(클래식),2024-02-29,2024-02-29,대전시립연정국악원 작은마당,1,101,906,PF234277,FC001415,10,PerfoByDTO,20240229
10,제108회 원주시립합창단 정기연주회 [원주],서양음악(클래식),2024-02-29,2024-02-29,원주치악예술관,1,40,190,PF235817,FC000365,10,PerfoByDTO,20240229
1,마리 퀴리 [광주],뮤지컬,2024-03-02,2024-03-03,광주 예술의 전당 대극장,2,813,56616,PF234507,FC000233,2,PerfoByDTO,20240302
2,"제873회 전남도립국악단 토요가무악희 시즌1, 그린국악",한국음악(국악),2024-03-02,2024-03-02,남도소리울림터,1,97,0,PF236348,FC001396,2,PerfoByDTO,20240302
1,마리 퀴리 [광주],뮤지컬,2024-03-02,2024-03-03,광주 예술의 전당 대극장,2,1331,93008,PF234507,FC000233,2,PerfoByDTO,20240303
2,"신춘 국악콘서트: 탐라, 봄의 향연",한국음악(국악),2024-03-03,2024-03-03,제주아트센터 대극장,1,1067,0,PF235645,FC000262,2,PerfoByDTO,20240303
1,"부천필하모닉오케스트라 해설음악회 I: 음악의 아버지, 바흐",서양음악(클래식),2024-03-07,2024-03-07,부천아트센터 콘서트홀,1,1032,16123,PF232014,FC003150,5,PerfoByDTO,20240307
2,"수원시립교향악단 기획연주회, 음악인의 밤",서양음악(클래식),2024-03-07,2024-03-07,수원SK아트리움 대공연장,1,635,3309,PF235855,FC001438,5,PerfoByDTO,20240307
3,제202회 성남시립교향악단 정기연주회,서양음악(클래식),2024-03-07,2024-03-07,성남아트센터 콘서트홀,1,477,4441,PF235288,FC000016,5,PerfoByDTO,20240307
4,"국립국악원 창작악단 기획공연, 작곡가 시리즈 Ⅲ: 이강덕",한국음악(국악),2024-03-07,2024-03-08,국립국악원 예악당,1,319,2440,PF235577,FC000009,5,PerfoByDTO,20240307
5,"제126회 울산시립합창단 정기연주회, 합창선물 3",서양음악(클래식),2024-03-07,2024-03-07,울산문화예술회관 대공연장,1,128,985,PF235441,FC000081,5,PerfoByDTO,20240307
1,제55회 천안시립교향악단 정기연주회,서양음악(클래식),2024-03-08,2024-03-08,천안시청 봉서홀,1,715,5415,PF234645,FC000474,8,PerfoByDTO,20240308
2,대전시립교향악단 마스터즈 시리즈 3: 라벨 다프니스와 클로에 모음곡 제2번,서양음악(클래식),2024-03-08,2024-03-08,대전예술의전당 아트홀,1,391,5240,PF234531,FC000076,8,PerfoByDTO,20240308
3,"광주시립발레단 기획공연, 발레살롱콘서트 Ⅰ: Voice of Spring",무용(서양/한국무용),2024-03-08,2024-03-09,광주 예술의 전당 소극장,1,379,5010,PF235027,FC000233,8,PerfoByDTO,20240308
4,다윈 영의 악의 기원,뮤지컬,2024-03-08,2024-03-24,예술의전당 [서울] CJ 토월극장,1,359,9466,PF234341,FC000001,8,PerfoByDTO,20240308
5,"부산시립교향악단 기획음악회, 실내악 시리즈Ⅱ 봄 인사",서양음악(클래식),2024-03-08,2024-03-08,부산문화회관 중극장,1,299,2299,PF234744,FC000167,8,PerfoByDTO,20240308
6,"제196회 공주시충남교향악단 정기연주회, 봄의 향기 [공주]",서양음악(클래식),2024-03-08,2024-03-08,공주문예회관 대공연장,1,292,1675,PF235304,FC000415,8,PerfoByDTO,20240308
7,"국립국악원 창작악단 기획공연, 작곡가 시리즈 Ⅲ: 이강덕",한국음악(국악),2024-03-07,2024-03-08,국립국악원 예악당,1,257,1714,PF235577,FC000009,8,PerfoByDTO,20240308
8,"울산시립무용단 기획공연, 춤비나리: 벨신",무용(서양/한국무용),2024-03-08,2024-03-08,울산문화예술회관 소공연장,1,122,891,PF235491,FC000081,8,PerfoByDTO,20240308
1,"제248회 국립심포니오케스트라 정기연주회: 라벨, 두 개의 피아노 협주곡",서양음악(클래식),2024-03-09,2024-03-09,롯데콘서트홀,1,1269,29535,PF232682,FC001513,9,PerfoByDTO,20240309
2,부산시립청소년교향악단 교류음악회: 우리의 봄 [세종],서양음악(클래식),2024-03-09,2024-03-09,세종예술의전당 대공연장,1,915,0,PF235527,FC002877,9,PerfoByDTO,20240309
3,다윈 영의 악의 기원,뮤지컬,2024-03-08,2024-03-24,예술의전당 [서울] CJ 토월극장,2,878,30886,PF234341,FC000001,9,PerfoByDTO,20240309
4,"광주시립발레단 기획공연, 발레살롱콘서트 Ⅰ: Voice of Spring",무용(서양/한국무용),2024-03-08,2024-03-09,광주 예술의 전당 소극장,2,742,9670,PF235027,FC000233,9,PerfoByDTO,20240309
5,남양주시립예술단 신춘음악회,서양음악(클래식),2024-03-09,2024-03-09,다산아트홀,1,427,0,PF236358,FC001931,9,PerfoByDTO,20240309
6,"대전시립연정국악단, 토요국악",한국음악(국악),2024-03-09,2024-11-23,대전시립연정국악원 작은마당,1,267,345,PF234671,FC001415,9,PerfoByDTO,20240309
7,더 북 [수원],뮤지컬,2024-03-09,2024-04-28,정조테마공연장,1,232,1247,PF235602,FC003664,9,PerfoByDTO,20240309
8,"제874회 전남도립국악단 토요가무악희 시즌1, 그린국악",한국음악(국악),2024-03-09,2024-03-09,남도소리울림터,1,50,40,PF236497,FC001396,9,PerfoByDTO,20240309
9,소리판 완창무대,한국음악(국악),2024-03-09,2024-10-12,국립민속국악원 예음헌,1,37,0,PF237142,FC001316,9,PerfoByDTO,20240309
1,다윈 영의 악의 기원,뮤지컬,2024-03-08,2024-03-24,예술의전당 [서울] CJ 토월극장,1,440,17446,PF234341,FC000001,2,PerfoByDTO,20240310
2,더 북 [수원],뮤지컬,2024-03-09,2024-04-28,정조테마공연장,1,204,1166,PF235602,FC003664,2,PerfoByDTO,20240310
1,부천시립합창단 아침의 콘서트: 영화와 합창음악,서양음악(클래식),2024-03-12,2024-03-12,부천아트센터 콘서트홀,1,335,2746,PF231990,FC003150,2,PerfoByDTO,20240312
2,다윈 영의 악의 기원,뮤지컬,2024-03-08,2024-03-24,예술의전당 [서울] CJ 토월극장,1,335,8307,PF234341,FC000001,2,PerfoByDTO,20240312
1,다윈 영의 악의 기원,뮤지컬,2024-03-08,2024-03-24,예술의전당 [서울] CJ 토월극장,2,676,20273,PF234341,FC000001,3,PerfoByDTO,20240313
2,광주시립교향악단 GSO 체임버 시리즈 Ⅱ,서양음악(클래식),2024-03-13,2024-03-13,광주 예술의 전당 소극장,1,333,2142,PF234793,FC000233,3,PerfoByDTO,20240313
3,미리내 삼대 (三代) [부천],연극,2024-03-13,2024-03-16,부천시민회관 소공연장,1,42,548,PF235474,FC000122,3,PerfoByDTO,20240313
1,제5회 경산시립교향악단 정기연주회,서양음악(클래식),2024-03-14,2024-03-14,천마아트센터 그랜드홀,1,1767,0,PF236724,FC001337,17,PerfoByDTO,20240314
2,"인천시립교향악단 기획연주회, 화이트데이 콘서트",서양음악(클래식),2024-03-14,2024-03-14,아트센터 인천 콘서트홀,1,1721,9829,PF234575,FC001873,17,PerfoByDTO,20240314
3,서울시향 키안 솔타니의 드보르자크 첼로 협주곡,서양음악(클래식),2024-03-14,2024-03-15,롯데콘서트홀,1,1059,33591,PF230390,FC001513,17,PerfoByDTO,20240314
4,"국립국악관현악단, 정오의 음악회 (3월)",한국음악(국악),2024-03-14,2024-03-14,국립극장 해오름극장,1,938,14303,PF230532,FC000003,17,PerfoByDTO,20240314
5,제156회 군산시립교향악단 정기연주회: 3.5만세운동 구암동,서양음악(클래식),2024-03-14,2024-03-14,군산예술의전당 대공연장,1,844,0,PF235913,FC000447,17,PerfoByDTO,20240314
6,제2회 하남시립합창단 기획연주회,서양음악(클래식),2024-03-14,2024-03-14,하남문화예술회관 검단홀(대극장),1,733,0,PF235702,FC000095,17,PerfoByDTO,20240314
7,제70회 성남시립국악단 정기연주회,한국음악(국악),2024-03-14,2024-03-14,성남아트센터 콘서트홀,1,680,1641,PF236125,FC000016,17,PerfoByDTO,20240314
8,"제137회 광주시립국악관현악단 정기연주회: 새로운 30년, 그 서막 (序幕) 을 열다",한국음악(국악),2024-03-14,2024-03-14,광주 예술의 전당 대극장,1,667,7727,PF235740,FC000233,17,PerfoByDTO,20240314
9,제39회 공주시충남연정국악단 정기연주회: 당신의 봄,한국음악(국악),2024-03-14,2024-03-14,공주문예회관 대공연장,1,416,1735,PF236048,FC000415,17,PerfoByDTO,20240314
10,제234회 울산시립교향악단 정기연주회: 고백,서양음악(클래식),2024-03-14,2024-03-14,울산문화예술회관 대공연장,1,382,4974,PF235424,FC000081,17,PerfoByDTO,20240314
11,제76회 부산시립극단 정기공연: 사람에게는 얼마만큼의 땅이 필요한가,연극,2024-03-14,2024-03-16,부산문화회관 중극장,1,350,2787,PF233970,FC000167,17,PerfoByDTO,20240314
12,다윈 영의 악의 기원,뮤지컬,2024-03-08,2024-03-24,예술의전당 [서울] CJ 토월극장,1,344,11712,PF234341,FC000001,17,PerfoByDTO,20240314
13,제137회 강릉시립교향악단 정기연주회,서양음악(클래식),2024-03-14,2024-03-15,강릉아트센터 (구. 강릉문화예술관) 소공연장,1,342,2290,PF235840,FC001787,17,PerfoByDTO,20240314
14,제186회 수원시립합창단 정기연주회,서양음악(클래식),2024-03-14,2024-03-14,수원SK아트리움 대공연장,1,292,1681,PF236047,FC001438,17,PerfoByDTO,20240314
15,"대전시립교향악단 디스커버리 시리즈2, 화이트데이 콘서트",서양음악(클래식),2024-03-14,2024-03-15,대전예술의전당 앙상블홀,1,93,803,PF234711,FC000076,17,PerfoByDTO,20240314
16,"부산시립합창단, 화이트데이 브런치 콘서트",서양음악(클래식),2024-03-14,2024-03-14,부산문화회관 대극장,1,88,1000,PF234398,FC000167,17,PerfoByDTO,20240314
17,미리내 삼대 (三代) [부천],연극,2024-03-13,2024-03-16,부천시민회관 소공연장,1,58,636,PF235474,FC000122,17,PerfoByDTO,20240314
1,"국립발레단, 백조의 호수 [부산]",무용(서양/한국무용),2024-03-15,2024-03-16,부산시민회관 대극장,1,1330,87395,PF232367,FC000497,9,PerfoByDTO,20240315
2,"제503회 대구시립교향악단 정기연주회: 영국의 자부심, 엘가",서양음악(클래식),2024-03-15,2024-03-15,대구콘서트하우스 그랜드홀 (대공연장) ,1,1139,13289,PF235434,FC001193,9,PerfoByDTO,20240315
3,서울시향 키안 솔타니의 드보르자크 첼로 협주곡,서양음악(클래식),2024-03-14,2024-03-15,롯데콘서트홀,1,1096,27593,PF230390,FC001513,9,PerfoByDTO,20240315
4,다윈 영의 악의 기원,뮤지컬,2024-03-08,2024-03-24,예술의전당 [서울] CJ 토월극장,1,431,15008,PF234341,FC000001,9,PerfoByDTO,20240315
5,제137회 강릉시립교향악단 정기연주회,서양음악(클래식),2024-03-14,2024-03-15,강릉아트센터 (구. 강릉문화예술관) 소공연장,1,364,2580,PF235840,FC001787,9,PerfoByDTO,20240315
6,제76회 부산시립극단 정기공연: 사람에게는 얼마만큼의 땅이 필요한가,연극,2024-03-14,2024-03-16,부산문화회관 중극장,1,246,1739,PF233970,FC000167,9,PerfoByDTO,20240315
7,"대전시립교향악단 디스커버리 시리즈2, 화이트데이 콘서트",서양음악(클래식),2024-03-14,2024-03-15,대전예술의전당 앙상블홀,1,87,763,PF234711,FC000076,9,PerfoByDTO,20240315
8,미리내 삼대 (三代) [부천],연극,2024-03-13,2024-03-16,부천시민회관 소공연장,1,60,758,PF235474,FC000122,9,PerfoByDTO,20240315
9,"창작공감: 희곡, 입체낭독공연: 오함마백씨행장 완판본",연극,2024-03-15,2024-03-16,홍익대 대학로 아트센터 소극장,1,48,0,PF237141,FC001208,9,PerfoByDTO,20240315
1,"국립발레단, 백조의 호수 [부산]",무용(서양/한국무용),2024-03-15,2024-03-16,부산시민회관 대극장,1,1425,93913,PF232367,FC000497,12,PerfoByDTO,20240316
2,"서산시립합창단, 엄마의 비밀일기 [서산]",서양음악(클래식),2024-03-16,2024-03-16,서산시문화회관 대공연장,2,1012,0,PF236530,FC000429,12,PerfoByDTO,20240316
3,다윈 영의 악의 기원,뮤지컬,2024-03-08,2024-03-24,예술의전당 [서울] CJ 토월극장,2,875,34288,PF234341,FC000001,12,PerfoByDTO,20240316
4,"명품국악콘서트, 우리소리 [영천]",한국음악(국악),2024-03-16,2024-03-16,영천시민회관 스타홀,1,789,8020,PF236260,FC000546,12,PerfoByDTO,20240316
5,"과천시립소년소녀합창단 하모니시리즈 1, 모차르트 그리고 맛있는 노래들 [과천]",서양음악(클래식),2024-03-16,2024-03-16,과천시민회관 대극장,1,522,500,PF235658,FC000808,12,PerfoByDTO,20240316
6,마리 퀴리 [안동],뮤지컬,2024-03-16,2024-03-17,안동문화예술의전당 웅부홀,2,518,19008,PF234785,FC000537,12,PerfoByDTO,20240316
7,완창판소리 (3월),한국음악(국악),2024-03-16,2024-03-16,국립극장 하늘극장,1,403,5202,PF230526,FC000003,12,PerfoByDTO,20240316
8,제76회 부산시립극단 정기공연: 사람에게는 얼마만큼의 땅이 필요한가,연극,2024-03-14,2024-03-16,부산문화회관 중극장,1,370,3474,PF233970,FC000167,12,PerfoByDTO,20240316
9,더 북 [수원],뮤지컬,2024-03-09,2024-04-28,정조테마공연장,1,261,1586,PF235602,FC003664,12,PerfoByDTO,20240316
10,미리내 삼대 (三代) [부천],연극,2024-03-13,2024-03-16,부천시민회관 소공연장,2,205,2424,PF235474,FC000122,12,PerfoByDTO,20240316
11,"창작공감: 희곡, 입체낭독공연: 오함마백씨행장 완판본",연극,2024-03-15,2024-03-16,홍익대 대학로 아트센터 소극장,2,96,0,PF237141,FC001208,12,PerfoByDTO,20240316
12,"제875회 전남도립국악단 토요가무악희 시즌 1, 그린국악",한국음악(국악),2024-03-16,2024-03-16,남도소리울림터,1,44,74,PF237463,FC001396,12,PerfoByDTO,20240316
1,마리 퀴리 [안동],뮤지컬,2024-03-16,2024-03-17,안동문화예술의전당 웅부홀,2,787,44810,PF234785,FC000537,4,PerfoByDTO,20240317
2,다윈 영의 악의 기원,뮤지컬,2024-03-08,2024-03-24,예술의전당 [서울] CJ 토월극장,1,492,21271,PF234341,FC000001,4,PerfoByDTO,20240317
3,강원특별자치도립무용단 앵콜 기획공연: 舞 (무) 의 無我 (무아) [춘천],무용(서양/한국무용),2024-03-17,2024-03-17,춘천문화예술회관 공연장,1,445,380,PF236884,FC000371,4,PerfoByDTO,20240317
4,더 북 [수원],뮤지컬,2024-03-09,2024-04-28,정조테마공연장,1,237,1351,PF235602,FC003664,4,PerfoByDTO,20240317
1,제197회 국립합창단 정기연주회: 전쟁 그리고 평화,서양음악(클래식),2024-03-19,2024-03-19,예술의전당 [서울] 콘서트홀,1,1324,23171,PF236308,FC000001,4,PerfoByDTO,20240319
2,제75회 고양시립합창단 정기연주회: 봄이 오는 소리,서양음악(클래식),2024-03-19,2024-03-19,고양아람누리 아람음악당,1,815,5126,PF235789,FC000127,4,PerfoByDTO,20240319
3,다윈 영의 악의 기원,뮤지컬,2024-03-08,2024-03-24,예술의전당 [서울] CJ 토월극장,1,403,17171,PF234341,FC000001,4,PerfoByDTO,20240319
4,"제73회 부산시립청소년교향악단 정기연주회, 펠릭스",서양음악(클래식),2024-03-19,2024-03-19,부산문화회관 대극장,1,141,407,PF234886,FC000167,4,PerfoByDTO,20240319
1,"국립발레단, 백조의 호수 [구미]",무용(서양/한국무용),2024-03-20,2024-03-21,구미시문화예술회관 대공연장,1,1165,37056,PF234442,FC000518,2,PerfoByDTO,20240320
2,다윈 영의 악의 기원,뮤지컬,2024-03-08,2024-03-24,예술의전당 [서울] CJ 토월극장,2,649,25991,PF234341,FC000001,2,PerfoByDTO,20240320
1,"국립발레단, 백조의 호수 [구미]",무용(서양/한국무용),2024-03-20,2024-03-21,구미시문화예술회관 대공연장,1,1186,37189,PF234442,FC000518,12,PerfoByDTO,20240321
2,"제5회 경주시립신라고취대 정기연주회, 김현호 예술감독 취임기념: 봄날",한국음악(국악),2024-03-21,2024-03-21,경주예술의전당 대공연장(화랑홀),1,895,3467,PF235916,FC000517,12,PerfoByDTO,20240321
3,"제224회 부산시립국악관현악단 정기연주회: 부지휘자 김경수 취임연주회, 내일",한국음악(국악),2024-03-21,2024-03-21,부산문화회관 대극장,1,891,6865,PF235837,FC000167,12,PerfoByDTO,20240321
4,"제95회 순천시립합창단 정기연주회: 신춘음악회, 오메~봄이여라",서양음악(클래식),2024-03-21,2024-03-21,순천문화예술회관 대극장,1,692,2492,PF236668,FC000493,12,PerfoByDTO,20240321
5,제118회 춘천시립합창단 정기연주회: 최상윤 상임지휘자 취임기념,서양음악(클래식),2024-03-21,2024-03-21,춘천문화예술회관 공연장,1,611,2464,PF235995,FC000371,12,PerfoByDTO,20240321
6,제120회 포항시립합창단 정기연주회: 꽃길만 걷게 해줄게,서양음악(클래식),2024-03-21,2024-03-21,포항문화예술회관 대공연장,1,564,1689,PF236666,FC001191,12,PerfoByDTO,20240321
7,다윈 영의 악의 기원,뮤지컬,2024-03-08,2024-03-24,예술의전당 [서울] CJ 토월극장,1,506,22190,PF234341,FC000001,12,PerfoByDTO,20240321
8,"제169회 대구시립합창단 정기연주회: 사랑의 노래 왈츠, 봄의 길목에서",서양음악(클래식),2024-03-21,2024-03-21,대구콘서트하우스 그랜드홀 (대공연장) ,1,470,1720,PF235456,FC001193,12,PerfoByDTO,20240321
9,제130회 목포시립교향악단 정기연주회,서양음악(클래식),2024-03-21,2024-03-21,목포문화예술회관,1,381,1487,PF236374,FC001185,12,PerfoByDTO,20240321
10,"남양주시립합창단, 클래식 세계여행: 모차르트 대관식 미사 그리고 슈베르트, 비발디",서양음악(클래식),2024-03-21,2024-03-21,다산아트홀,1,358,0,PF237212,FC001931,12,PerfoByDTO,20240321
11,제212회 대구시립국악단 정기연주회: 전통의 맥,한국음악(국악),2024-03-21,2024-03-21,대구문화예술회관 팔공홀,1,356,1271,PF236258,FC000191,12,PerfoByDTO,20240321
12,라트라비아타와 함께 떠나는 봄의 오페라 여행,서양음악(클래식),2024-03-21,2024-03-21,영도문화예술회관 대공연장(봉래홀),1,268,1965,PF236286,FC000828,12,PerfoByDTO,20240321
1,"제420회 인천시립교향악단 정기연주회: 클래식 에센스 I, 아이 갓 리듬",서양음악(클래식),2024-03-22,2024-03-22,아트센터 인천 콘서트홀,1,1179,6591,PF233098,FC001873,7,PerfoByDTO,20240322
2,제609회 부산시립교향악단 정기연주회,서양음악(클래식),2024-03-22,2024-03-22,부산문화회관 대극장,1,948,9723,PF232769,FC000167,7,PerfoByDTO,20240322
3,"부천필하모닉오케스트라, 최수열과 브람스",서양음악(클래식),2024-03-22,2024-03-22,부천아트센터 콘서트홀,1,945,14058,PF232009,FC003150,7,PerfoByDTO,20240322
4,"서울시국악관현악단, 명연주자 시리즈",한국음악(국악),2024-03-22,2024-03-22,세종문화회관 세종M씨어터,1,528,11161,PF233626,FC000020,7,PerfoByDTO,20240322
5,"제195회 광주시립합창단 정기연주회, 신춘음악회: 봄, 합창으로 노래하다",서양음악(클래식),2024-03-22,2024-03-22,빛고을시민문화관 공연장,1,504,2999,PF235843,FC000068,7,PerfoByDTO,20240322
6,다윈 영의 악의 기원,뮤지컬,2024-03-08,2024-03-24,예술의전당 [서울] CJ 토월극장,1,360,14017,PF234341,FC000001,7,PerfoByDTO,20240322
7,"제11회 현대일본희곡 낭독공연, 가타부이, 1972",연극,2024-03-22,2024-03-24,국립극단 [명동] 명동예술극장,1,244,2022,PF236936,FC000005,7,PerfoByDTO,20240322
1,"국립심포니오케스트라, 존 윌리엄스 영화음악 콘서트",서양음악(클래식),2024-03-23,2024-03-23,예술의전당 [서울] 콘서트홀,1,2071,48164,PF236296,FC000001,8,PerfoByDTO,20240323
2,다윈 영의 악의 기원,뮤지컬,2024-03-08,2024-03-24,예술의전당 [서울] CJ 토월극장,2,837,32595,PF234341,FC000001,8,PerfoByDTO,20240323
3,제28회 춘천시립청소년교향악단 정기연주회,서양음악(클래식),2024-03-23,2024-03-23,춘천문화예술회관 공연장,1,584,0,PF236071,FC000371,8,PerfoByDTO,20240323
4,"제11회 현대일본희곡 낭독공연, 조지오웰, 침묵의 소리",연극,2024-03-23,2024-03-23,국립극단 [명동] 명동예술극장,2,466,3848,PF236948,FC000005,8,PerfoByDTO,20240323
5,"대전시립연정국악단, 토요국악",한국음악(국악),2024-03-09,2024-11-23,대전시립연정국악원 작은마당,1,272,365,PF234671,FC001415,8,PerfoByDTO,20240323
6,더 북 [수원],뮤지컬,2024-03-09,2024-04-28,정조테마공연장,1,257,1454,PF235602,FC003664,8,PerfoByDTO,20240323
7,"대전시립청소년합창단, 청소년합창페스티벌: MUSIC SPECTRUM",서양음악(클래식),2024-03-23,2024-03-23,대전예술의전당 앙상블홀,1,223,845,PF235718,FC000076,8,PerfoByDTO,20240323
8,"제876회 전남도립국악단 토요가무악희 시즌1, 그린국악",한국음악(국악),2024-03-23,2024-03-23,남도소리울림터,1,120,0,PF237534,FC001396,8,PerfoByDTO,20240323
1,다윈 영의 악의 기원,뮤지컬,2024-03-08,2024-03-24,예술의전당 [서울] CJ 토월극장,1,540,20322,PF234341,FC000001,3,PerfoByDTO,20240324
2,"제11회 현대일본희곡 낭독공연, 가타부이, 1972",연극,2024-03-22,2024-03-24,국립극단 [명동] 명동예술극장,1,262,2192,PF236936,FC000005,3,PerfoByDTO,20240324
3,더 북 [수원],뮤지컬,2024-03-09,2024-04-28,정조테마공연장,1,258,1399,PF235602,FC003664,3,PerfoByDTO,20240324
1,"대전시립교향악단 챔버시리즈 1, 바이올린과 실내악 Ⅰ",서양음악(클래식),2024-03-26,2024-03-26,대전예술의전당 앙상블홀,1,90,794,PF234875,FC000076,1,PerfoByDTO,20240326
1,"국립발레단, 백조의 호수",무용(서양/한국무용),2024-03-27,2024-03-31,LG아트센터 서울 LG SIGNATURE 홀,1,1073,66571,PF234724,FC003045,6,PerfoByDTO,20240327
2,"성남시립교향악단 기획공연, 금난새의 오페라이야기: 베르디 갈라콘서트",서양음악(클래식),2024-03-27,2024-03-27,성남아트센터 콘서트홀,1,841,8155,PF236003,FC000016,6,PerfoByDTO,20240327
3,"제205회 포항시립교향악단 정기연주회, 차웅 제6대 예술감독 취임연주회",서양음악(클래식),2024-03-27,2024-03-27,포항문화예술회관 대공연장,1,555,1575,PF237102,FC001191,6,PerfoByDTO,20240327
4,대전시립연정국악원 K브런치콘서트 우.아.한 [대전],한국음악(국악),2024-03-27,2024-11-27,대전시립연정국악원 작은마당,1,248,1352,PF235380,FC001415,6,PerfoByDTO,20240327
5,"제7회 중국희곡 낭독공연, 제일 가까운 장애인 화장실이 어디죠?",연극,2024-03-27,2024-03-28,국립극단 [명동] 명동예술극장,1,206,1820,PF237277,FC000005,6,PerfoByDTO,20240327
6,"광주시립창극단, 판소리 감상회",한국음악(국악),2024-03-27,2024-03-27,광주 예술의 전당 소극장,1,176,1454,PF236625,FC000233,6,PerfoByDTO,20240327
1,서울시향 얍 판 츠베덴과 토머스 햄프슨 ①,서양음악(클래식),2024-03-28,2024-03-28,예술의전당 [서울] 콘서트홀,1,1825,67944,PF230408,FC000001,8,PerfoByDTO,20240328
2,"국립발레단, 백조의 호수",무용(서양/한국무용),2024-03-27,2024-03-31,LG아트센터 서울 LG SIGNATURE 홀,1,1063,67475,PF234724,FC003045,8,PerfoByDTO,20240328
3,"용인시립합창단 기획공연, 아카펠라 & 재즈",서양음악(클래식),2024-03-28,2024-03-28,용인포은아트홀,1,812,10454,PF234884,FC000057,8,PerfoByDTO,20240328
4,제73회 안산시립합창단 정기연주회,서양음악(클래식),2024-03-28,2024-03-28,안산문화예술의전당 해돋이극장,1,618,3352,PF236595,FC000018,8,PerfoByDTO,20240328
5,제172회 춘천시립교향악단 정기연주회,서양음악(클래식),2024-03-28,2024-03-28,춘천문화예술회관 공연장,1,544,2408,PF236531,FC000371,8,PerfoByDTO,20240328
6,"부천시립합창단 신춘음악회, 합창으로 듣는 시인의 사랑",서양음악(클래식),2024-03-28,2024-03-28,부천아트센터 콘서트홀,1,361,2648,PF231987,FC003150,8,PerfoByDTO,20240328
7,"제7회 중국희곡 낭독공연, 제일 가까운 장애인 화장실이 어디죠?",연극,2024-03-27,2024-03-28,국립극단 [명동] 명동예술극장,1,244,2050,PF237277,FC000005,8,PerfoByDTO,20240328
8,"대전시립연정국악원 전통시리즈, 국립국악원 주역 초청: 판소리 다섯마당 [대전]",한국음악(국악),2024-03-28,2024-11-28,대전시립연정국악원 작은마당,1,118,512,PF236743,FC001415,8,PerfoByDTO,20240328
1,서울시향 얍 판 츠베덴과 토머스 햄프슨 ②,서양음악(클래식),2024-03-29,2024-03-29,롯데콘서트홀,1,1183,36576,PF230406,FC001513,15,PerfoByDTO,20240329
2,"국립발레단, 백조의 호수",무용(서양/한국무용),2024-03-27,2024-03-31,LG아트센터 서울 LG SIGNATURE 홀,1,1064,65649,PF234724,FC003045,15,PerfoByDTO,20240329
3,제382회 광주시립교향악단 정기연주회: Klimax,서양음악(클래식),2024-03-29,2024-03-29,전남대학교 민주마루홀,1,913,11346,PF236009,FC002274,15,PerfoByDTO,20240329
4,"과천시립교향악단 콘서트시리즈 2, Drama [과천]",서양음악(클래식),2024-03-29,2024-03-29,과천시민회관 대극장,1,833,4450,PF234670,FC000808,15,PerfoByDTO,20240329
5,제59회 성남시립소년소녀합창단 정기연주회,서양음악(클래식),2024-03-29,2024-03-29,성남아트센터 콘서트홀,1,577,1377,PF236643,FC000016,15,PerfoByDTO,20240329
6,"국립현대무용단, 정글 [안동]",무용(서양/한국무용),2024-03-29,2024-03-29,안동문화예술의전당 웅부홀,1,464,0,PF235795,FC000537,15,PerfoByDTO,20240329
7,"국립창극단, 리어",한국음악(국악),2024-03-29,2024-04-07,국립극장 달오름극장,1,434,10836,PF230602,FC000003,15,PerfoByDTO,20240329
8,제115회 강릉시립합창단 정기연주회: 무언으로 오는 봄,서양음악(클래식),2024-03-29,2024-03-29,강릉아트센터 (구. 강릉문화예술관) 소공연장,1,307,2200,PF236623,FC001787,15,PerfoByDTO,20240329
9,"문학이 잇는 클래식 제1막, 로미오와 줄리엣 [울산]",서양음악(클래식),2024-03-29,2024-03-29,울산문화예술회관 대공연장,1,294,2261,PF236502,FC000081,15,PerfoByDTO,20240329
10,"서울시극단, 욘 (John)",연극,2024-03-29,2024-04-21,세종문화회관 세종M씨어터,1,293,7807,PF233688,FC000020,15,PerfoByDTO,20240329
11,"인천시립무용단 기획공연, 원천 (O川)",무용(서양/한국무용),2024-03-29,2024-03-30,부평아트센터 해누리극장,1,283,2652,PF235542,FC000216,15,PerfoByDTO,20240329
12,"제7회 중국희곡 낭독공연, 원칙",연극,2024-03-29,2024-03-30,국립극단 [명동] 명동예술극장,1,244,2068,PF237279,FC000005,15,PerfoByDTO,20240329
