data1,data2,data3,data4,data5,data6,data7,data8,data9,data11,data12,totalCnt,__typename,_date
1,"오페라 하이라이트 페스타, 카르멘",서양음악(클래식),2023-06-25,2023-06-25,영등포아트홀,1,388,3852,PF216127,FC000059,1,PerfoByDTO,20230625
1,조상님께 바치는 댄스 [제주],무용(서양/한국무용),2023-07-01,2023-07-02,김정문화회관,1,67,575,PF220723,FC000915,1,PerfoByDTO,20230701
1,조상님께 바치는 댄스 [제주],무용(서양/한국무용),2023-07-01,2023-07-02,김정문화회관,1,105,960,PF220723,FC000915,1,PerfoByDTO,20230702
1,콜비츠와의 대화 [서울],한국음악(국악),2023-07-05,2023-07-06,양천문화회관 대극장,1,349,850,PF220650,FC000091,1,PerfoByDTO,20230705
1,콜비츠와의 대화 [서울],한국음악(국악),2023-07-05,2023-07-06,양천문화회관 대극장,1,260,785,PF220650,FC000091,1,PerfoByDTO,20230706
1,파리넬리 [익산],뮤지컬,2023-07-07,2023-07-08,익산예술의전당 대공연장,1,441,14129,PF219472,FC001356,3,PerfoByDTO,20230707
2,서교동에서 죽다 [평택],연극,2023-07-07,2023-07-08,평택시남부문예회관 대공연장,1,296,4155,PF220095,FC000934,3,PerfoByDTO,20230707
3,12인의 성난사람들 [부산],연극,2023-07-07,2023-07-08,부산문화회관 사랑채극장 (소극장) ,1,249,2889,PF217968,FC000167,3,PerfoByDTO,20230707
1,파리넬리 [익산],뮤지컬,2023-07-07,2023-07-08,익산예술의전당 대공연장,1,586,16934,PF219472,FC001356,4,PerfoByDTO,20230708
2,벗 [광주],연극,2023-07-08,2023-07-08,광주북구문화센터 (양산도서관) 공연장,2,255,1355,PF219954,FC002769,4,PerfoByDTO,20230708
3,서교동에서 죽다 [평택],연극,2023-07-07,2023-07-08,평택시남부문예회관 대공연장,1,249,3105,PF220095,FC000934,4,PerfoByDTO,20230708
4,12인의 성난사람들 [부산],연극,2023-07-07,2023-07-08,부산문화회관 사랑채극장 (소극장) ,1,248,3311,PF217968,FC000167,4,PerfoByDTO,20230708
1,"청소년을 위한 공연예술축제, 지수가 누구야 [영덕]",연극,2023-07-10,2023-07-10,영덕 무형문화재 전수교육관 소극장,2,125,660,PF221040,FC003155,1,PerfoByDTO,20230710
1,"청소년을 위한 공연예술축제, Do It Now! [영덕]",연극,2023-07-12,2023-07-12,영덕 무형문화재 전수교육관 소극장,2,112,570,PF221037,FC003155,1,PerfoByDTO,20230712
1,파리넬리 [공주],뮤지컬,2023-07-14,2023-07-15,공주문예회관 대공연장,1,605,15852,PF219406,FC000415,2,PerfoByDTO,20230714
2,연희도깨비 [예주],연극,2023-07-14,2023-07-15,예주문화예술회관,1,139,695,PF220037,FC000548,2,PerfoByDTO,20230714
1,무풍 [전북],한국음악(국악),2023-07-15,2023-07-15,춘향문화예술회관 대공연장,1,510,6214,PF219993,FC000475,5,PerfoByDTO,20230715
2,파리넬리 [공주],뮤지컬,2023-07-14,2023-07-15,공주문예회관 대공연장,1,456,10452,PF219406,FC000415,5,PerfoByDTO,20230715
3,그때도 오늘 [인천],연극,2023-07-15,2023-07-15,남동소래아트홀 소래극장 (대공연장) ,2,351,5333,PF220664,FC000214,5,PerfoByDTO,20230715
4,벗 [양산],연극,2023-07-15,2023-07-15,쌍벽루아트홀,2,157,1521,PF220631,FC002372,5,PerfoByDTO,20230715
5,연희도깨비 [예주],연극,2023-07-14,2023-07-15,예주문화예술회관,1,125,830,PF220037,FC000548,5,PerfoByDTO,20230715
1,"청소년을 위한 공연예술축제, 5=1 [영덕]",연극,2023-07-17,2023-07-17,영덕 무형문화재 전수교육관 소극장,1,301,1505,PF221519,FC003155,1,PerfoByDTO,20230717
1,파리넬리 [당진],뮤지컬,2023-07-21,2023-07-22,당진문예의전당 대공연장,1,443,12952,PF221102,FC000424,2,PerfoByDTO,20230721
2,연희도깨비 [금천],한국음악(국악),2023-07-21,2023-07-22,금나래아트홀,1,208,1820,PF220067,FC000784,2,PerfoByDTO,20230721
1,헬렌 앤 미 [평택],뮤지컬,2023-07-22,2023-07-22,평택시서부문예회관 대공연장,2,858,4233,PF221317,FC000336,7,PerfoByDTO,20230722
2,페페의 꿈 [상주],복합,2023-07-22,2023-07-22,상주문화회관 대공연장,2,595,3120,PF221685,FC000529,7,PerfoByDTO,20230722
3,YOU & IT [함안],뮤지컬,2023-07-22,2023-07-22,함안문화예술회관 대공연장,2,570,6616,PF220926,FC000584,7,PerfoByDTO,20230722
4,얼쑤 [광주 광산],뮤지컬,2023-07-22,2023-07-22,광산문화예술회관 공연장,2,549,3130,PF220629,FC000849,7,PerfoByDTO,20230722
5,파리넬리 [당진],뮤지컬,2023-07-21,2023-07-22,당진문예의전당 대공연장,1,446,11446,PF221102,FC000424,7,PerfoByDTO,20230722
6,연희도깨비 [금천],한국음악(국악),2023-07-21,2023-07-22,금나래아트홀,2,337,2752,PF220067,FC000784,7,PerfoByDTO,20230722
7,벗 [제주],연극,2023-07-22,2023-07-22,김정문화회관,2,110,1085,PF221945,FC000915,7,PerfoByDTO,20230722
1,"안중근, 천국에서의 춤 [충주]",무용(서양/한국무용),2023-07-26,2023-07-27,충주시문화회관,1,116,772,PF221768,FC000405,1,PerfoByDTO,20230726
1,"안중근, 천국에서의 춤 [충주]",무용(서양/한국무용),2023-07-26,2023-07-27,충주시문화회관,1,140,942,PF221768,FC000405,1,PerfoByDTO,20230727
1,YOU & IT [고령],뮤지컬,2023-07-29,2023-07-29,경북고령대가야문화누리 (구. 대가야국악당) 대공연장 (우륵홀) ,2,264,1944,PF222109,FC000863,1,PerfoByDTO,20230729
1,연희도깨비 [남산국악당],한국음악(국악),2023-08-03,2023-08-05,서울남산국악당 크라운해태홀,1,193,1926,PF219436,FC004809,1,PerfoByDTO,20230803
1,연희도깨비 [남산국악당],한국음악(국악),2023-08-03,2023-08-05,서울남산국악당 크라운해태홀,1,196,1926,PF219436,FC004809,4,PerfoByDTO,20230804
2,"안중근, 천국에서의 춤 [광명]",무용(서양/한국무용),2023-08-04,2023-08-05,광명시민회관 대공연장,1,164,2169,PF221804,FC000071,4,PerfoByDTO,20230804
3,패스,연극,2023-08-04,2023-08-16,서강대 메리홀 대극장,2,138,634,PF220917,FC001216,4,PerfoByDTO,20230804
4,슬리핑 뷰티 [양천],무용(서양/한국무용),2023-08-04,2023-08-05,양천문화회관 대극장,1,124,1300,PF222331,FC000091,4,PerfoByDTO,20230804
1,연희도깨비 [남산국악당],한국음악(국악),2023-08-03,2023-08-05,서울남산국악당 크라운해태홀,1,257,3043,PF219436,FC004809,4,PerfoByDTO,20230805
2,"안중근, 천국에서의 춤 [광명]",무용(서양/한국무용),2023-08-04,2023-08-05,광명시민회관 대공연장,1,241,3202,PF221804,FC000071,4,PerfoByDTO,20230805
3,패스,연극,2023-08-04,2023-08-16,서강대 메리홀 대극장,2,171,1317,PF220917,FC001216,4,PerfoByDTO,20230805
4,슬리핑 뷰티 [양천],무용(서양/한국무용),2023-08-04,2023-08-05,양천문화회관 대극장,1,138,1330,PF222331,FC000091,4,PerfoByDTO,20230805
1,패스,연극,2023-08-04,2023-08-16,서강대 메리홀 대극장,1,101,945,PF220917,FC001216,1,PerfoByDTO,20230806
1,패스,연극,2023-08-04,2023-08-16,서강대 메리홀 대극장,1,84,687,PF220917,FC001216,1,PerfoByDTO,20230808
1,패스,연극,2023-08-04,2023-08-16,서강대 메리홀 대극장,1,77,966,PF220917,FC001216,1,PerfoByDTO,20230809
1,패스,연극,2023-08-04,2023-08-16,서강대 메리홀 대극장,1,70,828,PF220917,FC001216,1,PerfoByDTO,20230810
1,"안중근, 천국에서의 춤 [마포]",무용(서양/한국무용),2023-08-11,2023-08-12,마포아트센터 아트홀맥,1,367,10514,PF221813,FC000788,3,PerfoByDTO,20230811
2,패스,연극,2023-08-04,2023-08-16,서강대 메리홀 대극장,1,66,637,PF220917,FC001216,3,PerfoByDTO,20230811
3,슬리핑 뷰티 [광명],무용(서양/한국무용),2023-08-11,2023-08-12,광명시민회관 대공연장,1,60,395,PF222075,FC000071,3,PerfoByDTO,20230811
1,파리넬리 [강릉],뮤지컬,2023-08-12,2023-08-13,강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,1,748,25988,PF221163,FC001787,4,PerfoByDTO,20230812
2,"안중근, 천국에서의 춤 [마포]",무용(서양/한국무용),2023-08-11,2023-08-12,마포아트센터 아트홀맥,1,522,13976,PF221813,FC000788,4,PerfoByDTO,20230812
3,패스,연극,2023-08-04,2023-08-16,서강대 메리홀 대극장,2,140,1656,PF220917,FC001216,4,PerfoByDTO,20230812
4,슬리핑 뷰티 [광명],무용(서양/한국무용),2023-08-11,2023-08-12,광명시민회관 대공연장,1,86,483,PF222075,FC000071,4,PerfoByDTO,20230812
1,파리넬리 [강릉],뮤지컬,2023-08-12,2023-08-13,강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,1,738,25556,PF221163,FC001787,2,PerfoByDTO,20230813
2,패스,연극,2023-08-04,2023-08-16,서강대 메리홀 대극장,1,150,1876,PF220917,FC001216,2,PerfoByDTO,20230813
1,패스,연극,2023-08-04,2023-08-16,서강대 메리홀 대극장,1,0,0,PF220917,FC001216,1,PerfoByDTO,20230814
1,패스,연극,2023-08-04,2023-08-16,서강대 메리홀 대극장,2,255,2895,PF220917,FC001216,1,PerfoByDTO,20230815
1,패스,연극,2023-08-04,2023-08-16,서강대 메리홀 대극장,1,69,855,PF220917,FC001216,1,PerfoByDTO,20230816
1,슬리핑 뷰티 [인천],무용(서양/한국무용),2023-08-18,2023-08-19,청라복합문화센터 블루노바홀 공연장,1,109,800,PF222919,FC002833,2,PerfoByDTO,20230818
2,얼쑤 [고양],뮤지컬,2023-08-18,2023-08-19,고양아람누리 새라새극장,1,100,1740,PF220076,FC000127,2,PerfoByDTO,20230818
1,얼쑤 [고양],뮤지컬,2023-08-18,2023-08-19,고양아람누리 새라새극장,2,276,5037,PF220076,FC000127,4,PerfoByDTO,20230819
2,평롱(平弄): 그 평안한 떨림 [인천],한국음악(국악),2023-08-19,2023-08-19,남동소래아트홀 소래극장 (대공연장) ,2,227,1251,PF222622,FC000214,4,PerfoByDTO,20230819
3,발레 메카닉 [강동],복합,2023-08-19,2023-08-20,강동아트센터 소극장 드림,1,86,1236,PF222391,FC000028,4,PerfoByDTO,20230819
4,슬리핑 뷰티 [인천],무용(서양/한국무용),2023-08-18,2023-08-19,청라복합문화센터 블루노바홀 공연장,1,60,478,PF222919,FC002833,4,PerfoByDTO,20230819
1,발레 메카닉 [강동],복합,2023-08-19,2023-08-20,강동아트센터 소극장 드림,1,112,1678,PF222391,FC000028,1,PerfoByDTO,20230820
1,파리넬리 [군포],뮤지컬,2023-08-25,2023-08-26,군포문화예술회관 수리홀,1,694,21257,PF221516,FC001167,4,PerfoByDTO,20230825
2,"안중근, 천국에서의 춤 [성남]",무용(서양/한국무용),2023-08-25,2023-08-26,성남아트센터 오페라하우스,1,655,10083,PF221938,FC000016,4,PerfoByDTO,20230825
3,패스 [속초],연극,2023-08-25,2023-08-26,속초문화예술회관 대공연장,2,248,1187,PF221678,FC000358,4,PerfoByDTO,20230825
4,"개관 15주년 컬렉션 개막작, 물질 [창원]",복합,2023-08-25,2023-08-26,3.15아트센터 자유마당,1,189,533,PF223012,FC000877,4,PerfoByDTO,20230825
1,"안중근, 천국에서의 춤 [성남]",무용(서양/한국무용),2023-08-25,2023-08-26,성남아트센터 오페라하우스,1,838,16509,PF221938,FC000016,7,PerfoByDTO,20230826
2,파리넬리 [군포],뮤지컬,2023-08-25,2023-08-26,군포문화예술회관 수리홀,1,810,24139,PF221516,FC001167,7,PerfoByDTO,20230826
3,YOU & IT [대구],뮤지컬,2023-08-26,2023-08-27,봉산문화회관 가온홀,2,514,8829,PF221036,FC000200,7,PerfoByDTO,20230826
4,헬렌 앤 미 [대구],뮤지컬,2023-08-26,2023-08-26,어울아트센터(구. 대구북구문예회관) 함지홀(대공연장),2,472,4455,PF222752,FC001178,7,PerfoByDTO,20230826
5,"K-예술축제, 얼쑤 [대전]",뮤지컬,2023-08-26,2023-08-27,대전시립연정국악원 큰마당,2,373,1513,PF221787,FC001415,7,PerfoByDTO,20230826
6,"개관 15주년 컬렉션 개막작, 물질 [창원]",복합,2023-08-25,2023-08-26,3.15아트센터 자유마당,1,243,574,PF223012,FC000877,7,PerfoByDTO,20230826
7,패스 [속초],연극,2023-08-25,2023-08-26,속초문화예술회관 대공연장,1,242,1312,PF221678,FC000358,7,PerfoByDTO,20230826
1,그때도 오늘 [원주],연극,2023-08-27,2023-08-27,원주치악예술관,2,622,6450,PF223025,FC000365,3,PerfoByDTO,20230827
2,YOU & IT [대구],뮤지컬,2023-08-26,2023-08-27,봉산문화회관 가온홀,2,429,6609,PF221036,FC000200,3,PerfoByDTO,20230827
3,"K-예술축제, 얼쑤 [대전]",뮤지컬,2023-08-26,2023-08-27,대전시립연정국악원 큰마당,2,427,945,PF221787,FC001415,3,PerfoByDTO,20230827
1,패스 [정선],연극,2023-08-31,2023-08-31,정선아리랑센터 아리랑홀,2,358,1159,PF222966,FC002264,1,PerfoByDTO,20230831
1,그때도 오늘 [창원],연극,2023-09-01,2023-09-02,3.15아트센터 소극장,1,380,3687,PF223593,FC000877,5,PerfoByDTO,20230901
2,서교동에서 죽다 [여수],연극,2023-09-01,2023-09-02,GS칼텍스 예울마루 소극장,1,230,3849,PF221137,FC000826,5,PerfoByDTO,20230901
3,슬리핑 뷰티 [포항],무용(서양/한국무용),2023-09-01,2023-09-02,포항시청 대잠홀,1,130,1021,PF222566,FC001256,5,PerfoByDTO,20230901
4,물질 [고양],복합,2023-09-01,2023-09-03,고양아람누리 새라새극장,1,90,820,PF223442,FC000127,5,PerfoByDTO,20230901
5,고추장수 서일록씨의 잔혹한 하룻밤 [춘천],연극,2023-09-01,2023-09-02,아트팩토리 봄,1,26,360,PF222775,FC002814,5,PerfoByDTO,20230901
1,파리넬리 [수원],뮤지컬,2023-09-02,2023-09-02,수원SK아트리움 대공연장,2,1520,32155,PF222302,FC001438,7,PerfoByDTO,20230902
2,서교동에서 죽다 [여수],연극,2023-09-01,2023-09-02,GS칼텍스 예울마루 소극장,2,512,8607,PF221137,FC000826,7,PerfoByDTO,20230902
3,실험실 콘서트 [익산],서양음악(클래식),2023-09-02,2023-09-02,익산예술의전당 대공연장,2,322,2807,PF221738,FC001356,7,PerfoByDTO,20230902
4,그때도 오늘 [창원],연극,2023-09-01,2023-09-02,3.15아트센터 소극장,1,274,3782,PF223593,FC000877,7,PerfoByDTO,20230902
5,슬리핑 뷰티 [포항],무용(서양/한국무용),2023-09-01,2023-09-02,포항시청 대잠홀,1,197,1545,PF222566,FC001256,7,PerfoByDTO,20230902
6,물질 [고양],복합,2023-09-01,2023-09-03,고양아람누리 새라새극장,1,101,728,PF223442,FC000127,7,PerfoByDTO,20230902
7,고추장수 서일록씨의 잔혹한 하룻밤 [춘천],연극,2023-09-01,2023-09-02,아트팩토리 봄,2,28,385,PF222775,FC002814,7,PerfoByDTO,20230902
1,물질 [고양],복합,2023-09-01,2023-09-03,고양아람누리 새라새극장,1,109,752,PF223442,FC000127,1,PerfoByDTO,20230903
1,"청소년을 위한 공연예술축제, Do It Now! [부산]",연극,2023-09-04,2023-09-05,BNK부산은행 조은극장 1관,1,8,120,PF224813,FC001246,1,PerfoByDTO,20230904
1,피스트: 여덟개의 순간 [대구],무용(서양/한국무용),2023-09-05,2023-09-06,수성아트피아 대극장 (대공연장) ,1,141,717,PF222970,FC000204,2,PerfoByDTO,20230905
2,"청소년을 위한 공연예술축제, Do It Now! [부산]",연극,2023-09-04,2023-09-05,BNK부산은행 조은극장 1관,1,60,600,PF224813,FC001246,2,PerfoByDTO,20230905
1,친절한 돼지씨 [강진],한국음악(국악),2023-09-06,2023-09-06,강진아트홀 대공연장,2,730,730,PF225084,FC000481,4,PerfoByDTO,20230906
2,패스 [부산],연극,2023-09-06,2023-09-07,(재) 영화의전당 하늘연극장,2,488,2491,PF221677,FC000175,4,PerfoByDTO,20230906
3,피스트: 여덟개의 순간 [대구],무용(서양/한국무용),2023-09-05,2023-09-06,수성아트피아 대극장 (대공연장) ,1,175,1067,PF222970,FC000204,4,PerfoByDTO,20230906
4,"청소년을 위한 공연예술축제, 5=1 [부산]",연극,2023-09-06,2023-09-07,BNK부산은행 조은극장 1관,2,25,275,PF224958,FC001246,4,PerfoByDTO,20230906
1,패스 [부산],연극,2023-09-06,2023-09-07,(재) 영화의전당 하늘연극장,2,349,2432,PF221677,FC000175,3,PerfoByDTO,20230907
2,오셀로와 이아고 [안동],한국음악(국악),2023-09-07,2023-09-09,구름에 리조트 천자문마당,1,24,465,PF224240,FC003554,3,PerfoByDTO,20230907
3,"청소년을 위한 공연예술축제, 5=1 [부산]",연극,2023-09-06,2023-09-07,BNK부산은행 조은극장 1관,1,20,200,PF224958,FC001246,3,PerfoByDTO,20230907
1,헬렌 앤 미 [안산],뮤지컬,2023-09-08,2023-09-09,안산문화예술의전당 달맞이극장,1,566,5390,PF220910,FC000018,6,PerfoByDTO,20230908
2,이상한 나라의 앨리스 [과천],무용(서양/한국무용),2023-09-08,2023-09-09,과천시민회관 대극장,1,442,2620,PF223953,FC000808,6,PerfoByDTO,20230908
3,친절한 돼지씨 [부안],한국음악(국악),2023-09-08,2023-09-08,부안예술회관 공연장,2,201,201,PF225183,FC000455,6,PerfoByDTO,20230908
4,"청소년을 위한 공연예술축제, 지수가 누구야 [부산]",연극,2023-09-08,2023-09-08,BNK부산은행 조은극장 1관,3,57,755,PF225180,FC001246,6,PerfoByDTO,20230908
5,오셀로와 이아고 [안동],한국음악(국악),2023-09-07,2023-09-09,구름에 리조트 천자문마당,1,31,865,PF224240,FC003554,6,PerfoByDTO,20230908
6,12인의 성난 사람들 [대전],연극,2023-09-08,2023-09-09,아신극장 1관 (3층) ,1,23,624,PF224259,FC001134,6,PerfoByDTO,20230908
1,이상한 나라의 앨리스 [과천],무용(서양/한국무용),2023-09-08,2023-09-09,과천시민회관 대극장,2,1153,6159,PF223953,FC000808,4,PerfoByDTO,20230909
2,헬렌 앤 미 [안산],뮤지컬,2023-09-08,2023-09-09,안산문화예술의전당 달맞이극장,1,407,11566,PF220910,FC000018,4,PerfoByDTO,20230909
3,12인의 성난 사람들 [대전],연극,2023-09-08,2023-09-09,아신극장 1관 (3층) ,2,61,1472,PF224259,FC001134,4,PerfoByDTO,20230909
4,오셀로와 이아고 [안동],한국음악(국악),2023-09-07,2023-09-09,구름에 리조트 천자문마당,1,43,760,PF224240,FC003554,4,PerfoByDTO,20230909
1,"청소년을 위한 공연예술축제, 지수가 누구야 [대구]",연극,2023-09-11,2023-09-12,문화예술전용극장CT,3,107,1204,PF224064,FC000292,1,PerfoByDTO,20230911
1,"청소년을 위한 공연예술축제, 5=1 [대구]",연극,2023-09-13,2023-09-13,문화예술전용극장CT,3,96,1056,PF224957,FC000292,1,PerfoByDTO,20230913
1,이상한 엄마 [여수],뮤지컬,2023-09-14,2023-09-16,GS칼텍스 예울마루 대극장,2,1498,47414,PF221326,FC000826,1,PerfoByDTO,20230914
1,이상한 엄마 [여수],뮤지컬,2023-09-14,2023-09-16,GS칼텍스 예울마루 대극장,2,1091,35762,PF221326,FC000826,7,PerfoByDTO,20230915
2,친절한 돼지씨 [안성],한국음악(국악),2023-09-15,2023-09-15,안성맞춤아트홀 대공연장,2,709,6302,PF221591,FC001812,7,PerfoByDTO,20230915
3,그래비티 스페이스 [제주],뮤지컬,2023-09-15,2023-09-17,BeIN(비인),3,113,679,PF225164,FC003133,7,PerfoByDTO,20230915
4,"청소년을 위한 공연예술축제, Do It Now! [대구]",연극,2023-09-15,2023-09-16,문화예술전용극장CT,2,111,1554,PF224058,FC000292,7,PerfoByDTO,20230915
5,슬리핑 뷰티 [충주],무용(서양/한국무용),2023-09-15,2023-09-16,충주시문화회관,1,101,805,PF224898,FC000405,7,PerfoByDTO,20230915
6,피스트: 여덟 개의 순간 [안산],무용(서양/한국무용),2023-09-15,2023-09-16,안산문화예술의전당 달맞이극장,1,77,433,PF222573,FC000018,7,PerfoByDTO,20230915
7,물질 [광주],복합,2023-09-15,2023-09-16,광주 예술의 전당 야외공연장,1,73,265,PF224538,FC000233,7,PerfoByDTO,20230915
1,이상한 엄마 [여수],뮤지컬,2023-09-14,2023-09-16,GS칼텍스 예울마루 대극장,2,1264,54940,PF221326,FC000826,9,PerfoByDTO,20230916
2,렛미플라이 [여주],뮤지컬,2023-09-16,2023-09-16,세종국악당,2,621,17430,PF223348,FC000662,9,PerfoByDTO,20230916
3,그래비티 스페이스 [제주],뮤지컬,2023-09-15,2023-09-17,BeIN(비인),3,295,5693,PF225164,FC003133,9,PerfoByDTO,20230916
4,헬렌 앤 미 [고양],뮤지컬,2023-09-16,2023-09-16,고양어울림누리 별모래극장,2,261,4103,PF221314,FC000819,9,PerfoByDTO,20230916
5,피스트: 여덟 개의 순간 [안산],무용(서양/한국무용),2023-09-15,2023-09-16,안산문화예술의전당 달맞이극장,1,126,2467,PF222573,FC000018,9,PerfoByDTO,20230916
6,판소리 레미제라블: 구구선 사람들 [영덕],한국음악(국악),2023-09-16,2023-09-17,무형문화재 전수관 소공연장,2,117,559,PF225340,FC003570,9,PerfoByDTO,20230916
7,슬리핑 뷰티 [충주],무용(서양/한국무용),2023-09-15,2023-09-16,충주시문화회관,1,83,475,PF224898,FC000405,9,PerfoByDTO,20230916
8,물질 [광주],복합,2023-09-15,2023-09-16,광주 예술의 전당 야외공연장,1,41,240,PF224538,FC000233,9,PerfoByDTO,20230916
9,"청소년을 위한 공연예술축제, Do It Now! [대구]",연극,2023-09-15,2023-09-16,문화예술전용극장CT,1,14,198,PF224058,FC000292,9,PerfoByDTO,20230916
1,그래비티 스페이스 [제주],뮤지컬,2023-09-15,2023-09-17,BeIN(비인),2,202,3861,PF225164,FC003133,2,PerfoByDTO,20230917
2,판소리 레미제라블: 구구선 사람들 [영덕],한국음악(국악),2023-09-16,2023-09-17,무형문화재 전수관 소공연장,1,52,220,PF225340,FC003570,2,PerfoByDTO,20230917
1,친절한 돼지씨 [논산],한국음악(국악),2023-09-21,2023-09-21,논산아트센터(구. 논산문화예술회관) 대공연장,2,1034,1034,PF225754,FC001182,2,PerfoByDTO,20230921
2,호수 위 우주 [충주],복합,2023-09-21,2023-09-24,탄금호 국제조정경기장,1,667,7173,PF225545,FC003572,2,PerfoByDTO,20230921
1,호수 위 우주 [충주],복합,2023-09-21,2023-09-24,탄금호 국제조정경기장,1,959,10306,PF225545,FC003572,3,PerfoByDTO,20230922
2,평롱(平弄): 그 평안한 떨림 [양구],한국음악(국악),2023-09-22,2023-09-23,양구문화복지센터,1,111,1110,PF224543,FC000750,3,PerfoByDTO,20230922
3,오셀로와 이아고 [전주],한국음악(국악),2023-09-22,2023-09-22,한국소리문화의전당 연지홀,1,24,510,PF222350,FC000477,3,PerfoByDTO,20230922
1,호수 위 우주 [충주],복합,2023-09-21,2023-09-24,탄금호 국제조정경기장,1,1014,11995,PF225545,FC003572,3,PerfoByDTO,20230923
2,그래비티 스페이스 [대구],뮤지컬,2023-09-23,2023-09-24,대구문화예술회관 팔공홀,2,76,1812,PF224268,FC000191,3,PerfoByDTO,20230923
3,평롱(平弄): 그 평안한 떨림 [양구],한국음악(국악),2023-09-22,2023-09-23,양구문화복지센터,1,62,620,PF224543,FC000750,3,PerfoByDTO,20230923
1,헬렌 앤 미 [제주],뮤지컬,2023-09-24,2023-09-24,제주아트센터 대극장,2,1049,13690,PF225083,FC000262,3,PerfoByDTO,20230924
2,호수 위 우주 [충주],복합,2023-09-21,2023-09-24,탄금호 국제조정경기장,1,907,9502,PF225545,FC003572,3,PerfoByDTO,20230924
3,그래비티 스페이스 [대구],뮤지컬,2023-09-23,2023-09-24,대구문화예술회관 팔공홀,1,20,513,PF224268,FC000191,3,PerfoByDTO,20230924
1,"개관 15주년 컬렉션 III, 오셀로와 이아고 [창원]",한국음악(국악),2023-10-05,2023-10-07,3.15아트센터 소극장,1,137,1148,PF225777,FC000877,1,PerfoByDTO,20231005
1,호수 위 우주 [세종],복합,2023-10-06,2023-10-09,세종호수공원 축제섬,1,561,6199,PF224122,FC002676,7,PerfoByDTO,20231006
2,"개관 15주년 컬렉션 III, 오셀로와 이아고 [창원]",한국음악(국악),2023-10-05,2023-10-07,3.15아트센터 소극장,2,441,1507,PF225777,FC000877,7,PerfoByDTO,20231006
3,그래비티 스페이스 [세종],뮤지컬,2023-10-06,2023-10-06,세종예술의전당 대공연장,3,246,5433,PF224943,FC002877,7,PerfoByDTO,20231006
4,발레 메카닉 [LG아트센터],복합,2023-10-06,2023-10-07,LG아트센터 서울 U+ 스테이지,1,216,5304,PF221311,FC003045,7,PerfoByDTO,20231006
5,평롱(平弄): 그 평안한 떨림,한국음악(국악),2023-10-06,2023-10-07,서울남산국악당 크라운해태홀,1,127,1584,PF225188,FC004809,7,PerfoByDTO,20231006
6,판소리 레미제라블: 구구선 사람들 [광명],한국음악(국악),2023-10-06,2023-10-07,광명시민회관 대공연장,1,72,373,PF225303,FC000071,7,PerfoByDTO,20231006
7,12인의 성난 사람들 [청주],연극,2023-10-06,2023-10-07,씨어터 제이,1,36,752,PF226478,FC000906,7,PerfoByDTO,20231006
1,이상한 엄마 [이천],뮤지컬,2023-10-07,2023-10-08,이천아트홀 대공연장,2,1084,10498,PF223372,FC000824,7,PerfoByDTO,20231007
2,호수 위 우주 [세종],복합,2023-10-06,2023-10-09,세종호수공원 축제섬,1,624,7364,PF224122,FC002676,7,PerfoByDTO,20231007
3,"개관 15주년 컬렉션 III, 오셀로와 이아고 [창원]",한국음악(국악),2023-10-05,2023-10-07,3.15아트센터 소극장,1,348,1964,PF225777,FC000877,7,PerfoByDTO,20231007
4,발레 메카닉 [LG아트센터],복합,2023-10-06,2023-10-07,LG아트센터 서울 U+ 스테이지,1,200,4761,PF221311,FC003045,7,PerfoByDTO,20231007
5,평롱(平弄): 그 평안한 떨림,한국음악(국악),2023-10-06,2023-10-07,서울남산국악당 크라운해태홀,1,131,993,PF225188,FC004809,7,PerfoByDTO,20231007
6,판소리 레미제라블: 구구선 사람들 [광명],한국음악(국악),2023-10-06,2023-10-07,광명시민회관 대공연장,2,92,965,PF225303,FC000071,7,PerfoByDTO,20231007
7,12인의 성난 사람들 [청주],연극,2023-10-06,2023-10-07,씨어터 제이,2,50,1140,PF226478,FC000906,7,PerfoByDTO,20231007
1,호수 위 우주 [세종],복합,2023-10-06,2023-10-09,세종호수공원 축제섬,1,562,6437,PF224122,FC002676,2,PerfoByDTO,20231008
2,이상한 엄마 [이천],뮤지컬,2023-10-07,2023-10-08,이천아트홀 대공연장,1,539,5228,PF223372,FC000824,2,PerfoByDTO,20231008
1,호수 위 우주 [세종],복합,2023-10-06,2023-10-09,세종호수공원 축제섬,1,575,6496,PF224122,FC002676,1,PerfoByDTO,20231009
1,이상한 엄마 [전주],뮤지컬,2023-10-12,2023-10-14,한국소리문화의전당 모악당,2,565,20307,PF225394,FC000477,3,PerfoByDTO,20231012
2,"제23회 SPAF, 싸움의 기술, 졸 2.0",연극,2023-10-12,2023-10-15,여행자극장,1,50,687,PF223138,FC001529,3,PerfoByDTO,20231012
3,얼쑤 [은평],뮤지컬,2023-10-12,2023-10-13,은평문화예술회관 공연장,1,9,106,PF226211,FC000064,3,PerfoByDTO,20231012
1,파리넬리 [오산],뮤지컬,2023-10-13,2023-10-14,오산문화예술회관 대공연장,1,637,17921,PF223560,FC000145,4,PerfoByDTO,20231013
2,이상한 엄마 [전주],뮤지컬,2023-10-12,2023-10-14,한국소리문화의전당 모악당,1,339,12183,PF225394,FC000477,4,PerfoByDTO,20231013
