video_id,comment_id,author,text,like_count,published_at
VCdYK51p2gY,UgzcOXIf3oYu7Qd_nEZ4AaABAg,@davidkang7544,언니 뒤에 숨기 바빴던 한 아이의 원망 자기 혐오 분노 자책 이 모든 것을 분노로 터트리는 넘버라 넘무 좋았던...ㅠㅠ,40,2025-01-04T16:35:28Z
VCdYK51p2gY,UgzLEWHHq5zvw6o5Gdl4AaABAg,@user-jv5co9mi4x,1:50,4,2025-03-22T06:45:56Z
VCdYK51p2gY,UgxjRG1rdTYYzwKg93R4AaABAg,@애요옹2,1:40,2,2026-02-04T05:47:21Z
bR9a4JzySZU,UgxrKFdxvHscQti45zB4AaABAg,@monnnnnnnnn,"동글바리랑 칼단발바리.... 재연솔바리 보면서 계속 기시감 느껴진다 했더니 맥버니 생각이 나던 거였네요
좋은 영상 감사합니다!",0,2026-03-05T16:02:55Z
bR9a4JzySZU,UgxAsCrwNzvnEGICYfd4AaABAg,@Lmmmmm3,솔바리 최고,0,2026-03-06T15:02:20Z
cUtwA7pBayQ,UgyJl3DyaWuAAcOu2HZ4AaABAg,@Soju_tasty,왜 또 우냐 나...,0,2026-03-30T14:33:27Z
cUtwA7pBayQ,Ugz8LGehHYmHC1uFvt54AaABAg,@DDalang,초반에 아직 감정이 안풀려 벅차보이는게 너무 치이네요...,1,2026-03-04T15:23:37Z
cUtwA7pBayQ,UgwzPZVQmRm8yChuU6R4AaABAg,@noir-v3u,후엥...ㅠㅠㅠㅠ,0,2026-03-09T12:52:16Z
UmS7Ds8LbuA,UgzHobZjyVf18awqbpJ4AaABAg,@kalmarion2461,빛나요,0,2024-09-12T16:09:39Z
UmS7Ds8LbuA,UgyLfxf8RveSjuCyilZ4AaABAg,@lsjzzzz73,눈웃음 매력적인 나현님:),0,2024-08-28T13:16:02Z
d_O1EqtRLDw,UgyjhSbe7HRR4AvMeXZ4AaABAg,@noir-v3u,이아름솔 저 애드립 진짜 정신나가겠다 ㅌㅋㅋㅋㅋㅋ 개자래,0,2026-04-03T14:54:55Z
eQETxiibXtU,Ugx7ow8i9lGD7fnoXY14AaABAg,@김춘길-y9j,삼화초  화이팅하세요,0,2025-10-24T13:24:28Z
eQETxiibXtU,Ugzq51mRnIVrRUyNtPJ4AaABAg,@smnfn123,저 1학 3반이에요,0,2026-01-15T10:30:51Z
eQETxiibXtU,Ugwj3C0tVnJuTmnx6Zt4AaABAg,@한숙희-w9w,저희아들이다니는데,0,2025-10-30T11:31:39Z
BkLSstmuKq0,UgyWpCP46J8vdR4Wjwp4AaABAg,@정구연-d5c,🎉최고,1,2023-08-16T22:54:42Z
lva6oqUOrk4,UgyUCA-lWMkDS4Okcgx4AaABAg,@은박이-i2o,연재리나 옛날에 초등학생때 잠깐 같은 발레학원 다니고 학원 공연도 같이 했었는데  성인됐는데 아직도 기억날정도로 진짜 착하고 예쁘고 그때도 정말 잘했어요 최고에욤,23,2021-01-20T16:00:07Z
lva6oqUOrk4,Ugx_Meyxq3KFUcj1ohF4AaABAg,@김은희-d3g5q,연재리나 백조 넘 아름다워서 숨이멎을거같아요 감동입니다. 앞으로 무대에서 자주 뵐께요.,8,2023-03-02T09:43:37Z
lva6oqUOrk4,Ugxt3wNEkSrWaZeG0_h4AaABAg,@bp807,학생들 콩쿠르영상만 보다가 전문무용수들을 보니 역시 움직임과 흐름이 정말 매끄럽고 다르네요,14,2020-07-21T19:06:29Z
lva6oqUOrk4,UgwI8RBQ-7yVncOc0xF4AaABAg,@the_rimrim,조연재 발레리나 너무 아름답네요...👍👍😍,30,2020-07-15T12:22:19Z
lva6oqUOrk4,Ugw24Labm_WCyGouJMF4AaABAg,@윤수진-p9g,와 어쩜 이렇게 잘하세요  표현력 미쳤다 최고,10,2020-07-15T12:28:22Z
lva6oqUOrk4,Ugz4oObPZbyus7bDu8N4AaABAg,@지안라포르,"예은리나 너무 아름다워요!
어쩜 키트리를 이렇게 이쁘게 소화할 수 있나용??
오늘 무대 너어무 이쁘고 아름다웠어요~!
국립발레단 감사하고 화이팅하세요^^",16,2020-07-16T09:15:33Z
lva6oqUOrk4,Ugx5Ssd053fClufb79l4AaABAg,@닉네임-q5b,"역시 국립발레단!!!!!😘
화이팅^^👍👍👍👍👍 잘 봤어용~~",6,2020-07-15T12:53:55Z
lva6oqUOrk4,UgxpV-7UQJTfyJRzGf54AaABAg,@hotsummer1203,승원리나 탱고출때 표정이며 표현력 무엇....  보고 또 보고 보고 또 보고 보고 또 보고 x300000 새삼 또 반하고 가요...❤️,8,2020-07-15T15:26:36Z
lva6oqUOrk4,UgzZIbLD0Y3wY2d_xDR4AaABAg,@Parannoona,신나요 신나😍🥰❤️👍👍,3,2020-07-15T10:19:14Z
lva6oqUOrk4,Ugz143h87y7tBIWLdp14AaABAg,@키트리효,우와 진짜 너무 멋있어요👏🏼👏🏼👏🏼👏🏼,3,2020-07-15T13:29:27Z
lva6oqUOrk4,UgxZBoziqPVEiAo_R8h4AaABAg,@영주부-c1e,"곽희경리나 쏘러블리❣️
심현희리나 FM완벽❤️
서현이리나 말해뭐해👍
진짜 짱이에요 영상 감사합니다",8,2020-07-15T15:20:57Z
lva6oqUOrk4,UgyJ92T7UUi0KKq9C994AaABAg,@튜리-j4l,예은리나님 너무 예뻐요~~ 항상 응원해요^^ 발레의 꽃은 턴이죠.. ㅎㅎ 최고최고,1,2020-11-18T09:54:48Z
lva6oqUOrk4,UgzJA241ULfdY_cFXyx4AaABAg,@mingom2032,"신승원 김태석 
탱고 대박... 와 안무랑 표현력에 감탄만 나옴...",17,2020-07-15T10:33:45Z
lva6oqUOrk4,UgyDi-V6WYqMxj6lqFF4AaABAg,@지윤-b7q2t,진짜 멋있네요. 발레에 관심 가진지 몇일 안됐는데 멋있습니당...,1,2021-03-11T14:27:12Z
